municipality,gender,age_group,education,N
Maashorst,Mannen,45 tot 55 jaar,medium,1845.0
Maassluis,Mannen,45 tot 55 jaar,medium,937.0
Maastricht,Mannen,45 tot 55 jaar,medium,2202.0
De Marne,Mannen,45 tot 55 jaar,medium,
Marum,Mannen,45 tot 55 jaar,medium,
Medemblik,Mannen,45 tot 55 jaar,medium,1542.0
Meerssen,Mannen,45 tot 55 jaar,medium,436.0
Meierijstad,Mannen,45 tot 55 jaar,medium,2597.0
Menameradiel,Mannen,45 tot 55 jaar,medium,
Menterwolde,Mannen,45 tot 55 jaar,medium,
Meppel,Mannen,45 tot 55 jaar,medium,1012.0
Middelburg (Z.),Mannen,45 tot 55 jaar,medium,1541.0
Midden-Delfland,Mannen,45 tot 55 jaar,medium,472.0
Midden-Drenthe,Mannen,45 tot 55 jaar,medium,1140.0
Midden-Groningen,Mannen,45 tot 55 jaar,medium,2370.0
Mill en Sint Hubert,Mannen,45 tot 55 jaar,medium,
Millingen aan de Rijn,Mannen,45 tot 55 jaar,medium,
Moerdijk,Mannen,45 tot 55 jaar,medium,1322.0
Molenlanden,Mannen,45 tot 55 jaar,medium,1345.0
Molenwaard,Mannen,45 tot 55 jaar,medium,
Montferland,Mannen,45 tot 55 jaar,medium,1104.0
Montfoort,Mannen,45 tot 55 jaar,medium,
Mook en Middelaar,Mannen,45 tot 55 jaar,medium,
Muiden,Mannen,45 tot 55 jaar,medium,
Naarden,Mannen,45 tot 55 jaar,medium,
Neder-Betuwe,Mannen,45 tot 55 jaar,medium,729.0
Nederlek,Mannen,45 tot 55 jaar,medium,
Nederweert,Mannen,45 tot 55 jaar,medium,514.0
Neerijnen,Mannen,45 tot 55 jaar,medium,
Nieuwegein,Mannen,45 tot 55 jaar,medium,1900.0
Nieuwkoop,Mannen,45 tot 55 jaar,medium,806.0
Nijkerk,Mannen,45 tot 55 jaar,medium,1218.0
Nijmegen,Mannen,45 tot 55 jaar,medium,3254.0
Nissewaard,Mannen,45 tot 55 jaar,medium,2759.0
Noardeast-Fryslân,Mannen,45 tot 55 jaar,medium,1641.0
Noord-Beveland,Mannen,45 tot 55 jaar,medium,
Noordenveld,Mannen,45 tot 55 jaar,medium,1014.0
Noordoostpolder,Mannen,45 tot 55 jaar,medium,1622.0
Noordwijk,Mannen,45 tot 55 jaar,medium,1302.0
Noordwijkerhout,Mannen,45 tot 55 jaar,medium,
"Nuenen, Gerwen en Nederwetten",Mannen,45 tot 55 jaar,medium,423.0
Nunspeet,Mannen,45 tot 55 jaar,medium,690.0
Nuth,Mannen,45 tot 55 jaar,medium,
Oegstgeest,Mannen,45 tot 55 jaar,medium,324.0
Oirschot,Mannen,45 tot 55 jaar,medium,667.0
Oisterwijk,Mannen,45 tot 55 jaar,medium,859.0
Oldambt,Mannen,45 tot 55 jaar,medium,1482.0
Oldebroek,Mannen,45 tot 55 jaar,medium,736.0
Oldenzaal,Mannen,45 tot 55 jaar,medium,901.0
Olst-Wijhe,Mannen,45 tot 55 jaar,medium,607.0
Ommen,Mannen,45 tot 55 jaar,medium,593.0
Onderbanken,Mannen,45 tot 55 jaar,medium,
Oost Gelre,Mannen,45 tot 55 jaar,medium,743.0
Oosterhout,Mannen,45 tot 55 jaar,medium,1562.0
Ooststellingwerf,Mannen,45 tot 55 jaar,medium,896.0
Oostzaan,Mannen,45 tot 55 jaar,medium,
Opmeer,Mannen,45 tot 55 jaar,medium,
Opsterland,Mannen,45 tot 55 jaar,medium,984.0
Oss,Mannen,45 tot 55 jaar,medium,2796.0
Oud-Beijerland,Mannen,45 tot 55 jaar,medium,
Oude IJsselstreek,Mannen,45 tot 55 jaar,medium,1260.0
Ouder-Amstel,Mannen,45 tot 55 jaar,medium,
Ouderkerk,Mannen,45 tot 55 jaar,medium,
Oudewater,Mannen,45 tot 55 jaar,medium,
Overbetuwe,Mannen,45 tot 55 jaar,medium,1320.0
Papendrecht,Mannen,45 tot 55 jaar,medium,974.0
Peel en Maas,Mannen,45 tot 55 jaar,medium,1501.0
Pekela,Mannen,45 tot 55 jaar,medium,
Pijnacker-Nootdorp,Mannen,45 tot 55 jaar,medium,1214.0
Purmerend,Mannen,45 tot 55 jaar,medium,2802.0
Putten,Mannen,45 tot 55 jaar,medium,615.0
Raalte,Mannen,45 tot 55 jaar,medium,1111.0
Reimerswaal,Mannen,45 tot 55 jaar,medium,725.0
Renkum,Mannen,45 tot 55 jaar,medium,682.0
Renswoude,Mannen,45 tot 55 jaar,medium,
Reusel-De Mierden,Mannen,45 tot 55 jaar,medium,
Rheden,Mannen,45 tot 55 jaar,medium,969.0
Rhenen,Mannen,45 tot 55 jaar,medium,480.0
Ridderkerk,Mannen,45 tot 55 jaar,medium,1292.0
Rijnwaarden,Mannen,45 tot 55 jaar,medium,
Rijnwoude,Mannen,45 tot 55 jaar,medium,
Rijssen-Holten,Mannen,45 tot 55 jaar,medium,1191.0
Rijswijk (ZH.),Mannen,45 tot 55 jaar,medium,1246.0
Roerdalen,Mannen,45 tot 55 jaar,medium,623.0
Roermond,Mannen,45 tot 55 jaar,medium,1673.0
De Ronde Venen,Mannen,45 tot 55 jaar,medium,1137.0
Roosendaal,Mannen,45 tot 55 jaar,medium,2098.0
Rotterdam,Mannen,45 tot 55 jaar,medium,15471.0
Rozendaal,Mannen,45 tot 55 jaar,medium,
Rucphen,Mannen,45 tot 55 jaar,medium,810.0
Schagen,Mannen,45 tot 55 jaar,medium,1443.0
Schermer,Mannen,45 tot 55 jaar,medium,
Scherpenzeel,Mannen,45 tot 55 jaar,medium,
Schiedam,Mannen,45 tot 55 jaar,medium,2231.0
Schiermonnikoog,Mannen,45 tot 55 jaar,medium,
Schijndel,Mannen,45 tot 55 jaar,medium,
Schinnen,Mannen,45 tot 55 jaar,medium,
Schoonhoven,Mannen,45 tot 55 jaar,medium,
Schouwen-Duiveland,Mannen,45 tot 55 jaar,medium,976.0
Simpelveld,Mannen,45 tot 55 jaar,medium,
Sint Anthonis,Mannen,45 tot 55 jaar,medium,
Sint-Michielsgestel,Mannen,45 tot 55 jaar,medium,786.0
Sint-Oedenrode,Mannen,45 tot 55 jaar,medium,
Sittard-Geleen,Mannen,45 tot 55 jaar,medium,2370.0
Skarsterlân,Mannen,45 tot 55 jaar,medium,
Sliedrecht,Mannen,45 tot 55 jaar,medium,676.0
Slochteren,Mannen,45 tot 55 jaar,medium,
Sluis,Mannen,45 tot 55 jaar,medium,743.0
Smallingerland,Mannen,45 tot 55 jaar,medium,1872.0
Soest,Mannen,45 tot 55 jaar,medium,1029.0
Someren,Mannen,45 tot 55 jaar,medium,459.0
Son en Breugel,Mannen,45 tot 55 jaar,medium,458.0
Spijkenisse,Mannen,45 tot 55 jaar,medium,
Stadskanaal,Mannen,45 tot 55 jaar,medium,1020.0
Staphorst,Mannen,45 tot 55 jaar,medium,579.0
Stede Broec,Mannen,45 tot 55 jaar,medium,713.0
Steenbergen,Mannen,45 tot 55 jaar,medium,736.0
Steenwijkerland,Mannen,45 tot 55 jaar,medium,1470.0
Stein (L.),Mannen,45 tot 55 jaar,medium,647.0
Stichtse Vecht,Mannen,45 tot 55 jaar,medium,1474.0
Strijen,Mannen,45 tot 55 jaar,medium,
Súdwest-Fryslân,Mannen,45 tot 55 jaar,medium,2719.0
Terneuzen,Mannen,45 tot 55 jaar,medium,1789.0
Terschelling,Mannen,45 tot 55 jaar,medium,
Texel,Mannen,45 tot 55 jaar,medium,
Teylingen,Mannen,45 tot 55 jaar,medium,865.0
Tholen,Mannen,45 tot 55 jaar,medium,846.0
Tiel,Mannen,45 tot 55 jaar,medium,1067.0
Tilburg,Mannen,45 tot 55 jaar,medium,5358.0
Tubbergen,Mannen,45 tot 55 jaar,medium,647.0
Twenterand,Mannen,45 tot 55 jaar,medium,1126.0
Tynaarlo,Mannen,45 tot 55 jaar,medium,836.0
Tytsjerksteradiel,Mannen,45 tot 55 jaar,medium,1082.0
Ubbergen,Mannen,45 tot 55 jaar,medium,
Uden,Mannen,45 tot 55 jaar,medium,
Uitgeest,Mannen,45 tot 55 jaar,medium,
Uithoorn,Mannen,45 tot 55 jaar,medium,811.0
Urk,Mannen,45 tot 55 jaar,medium,661.0
Utrecht (gemeente),Mannen,45 tot 55 jaar,medium,5779.0
Utrechtse Heuvelrug,Mannen,45 tot 55 jaar,medium,990.0
Vaals,Mannen,45 tot 55 jaar,medium,
Valkenburg aan de Geul,Mannen,45 tot 55 jaar,medium,
Valkenswaard,Mannen,45 tot 55 jaar,medium,826.0
Veendam,Mannen,45 tot 55 jaar,medium,999.0
Veenendaal,Mannen,45 tot 55 jaar,medium,1909.0
Veere,Mannen,45 tot 55 jaar,medium,673.0
Veghel,Mannen,45 tot 55 jaar,medium,
Veldhoven,Mannen,45 tot 55 jaar,medium,1156.0
Velsen,Mannen,45 tot 55 jaar,medium,2051.0
Venlo,Mannen,45 tot 55 jaar,medium,2792.0
Venray,Mannen,45 tot 55 jaar,medium,1193.0
Vianen,Mannen,45 tot 55 jaar,medium,
Vijfheerenlanden,Mannen,45 tot 55 jaar,medium,1846.0
Vlaardingen,Mannen,45 tot 55 jaar,medium,2190.0
Vlagtwedde,Mannen,45 tot 55 jaar,medium,
Vlieland,Mannen,45 tot 55 jaar,medium,
Vlissingen,Mannen,45 tot 55 jaar,medium,1575.0
Vlist,Mannen,45 tot 55 jaar,medium,
Voerendaal,Mannen,45 tot 55 jaar,medium,
Voorne aan Zee,Mannen,45 tot 55 jaar,medium,2362.0
Voorschoten,Mannen,45 tot 55 jaar,medium,437.0
Voorst,Mannen,45 tot 55 jaar,medium,669.0
Vught,Mannen,45 tot 55 jaar,medium,587.0
Waadhoeke,Mannen,45 tot 55 jaar,medium,1618.0
Waalre,Mannen,45 tot 55 jaar,medium,323.0
Waalwijk,Mannen,45 tot 55 jaar,medium,1622.0
Waddinxveen,Mannen,45 tot 55 jaar,medium,885.0
Wageningen,Mannen,45 tot 55 jaar,medium,469.0
Wassenaar,Mannen,45 tot 55 jaar,medium,522.0
Waterland,Mannen,45 tot 55 jaar,medium,394.0
Weert,Mannen,45 tot 55 jaar,medium,1386.0
Weesp,Mannen,45 tot 55 jaar,medium,
Werkendam,Mannen,45 tot 55 jaar,medium,
West Betuwe,Mannen,45 tot 55 jaar,medium,1638.0
West Maas en Waal,Mannen,45 tot 55 jaar,medium,595.0
Westerkwartier,Mannen,45 tot 55 jaar,medium,2103.0
Westerveld,Mannen,45 tot 55 jaar,medium,628.0
Westervoort,Mannen,45 tot 55 jaar,medium,
Westerwolde,Mannen,45 tot 55 jaar,medium,942.0
Westland,Mannen,45 tot 55 jaar,medium,3337.0
Weststellingwerf,Mannen,45 tot 55 jaar,medium,843.0
Westvoorne,Mannen,45 tot 55 jaar,medium,
Wierden,Mannen,45 tot 55 jaar,medium,771.0
Wijchen,Mannen,45 tot 55 jaar,medium,1148.0
Wijdemeren,Mannen,45 tot 55 jaar,medium,694.0
Wijk bij Duurstede,Mannen,45 tot 55 jaar,medium,712.0
Winsum,Mannen,45 tot 55 jaar,medium,
Winterswijk,Mannen,45 tot 55 jaar,medium,886.0
Woensdrecht,Mannen,45 tot 55 jaar,medium,643.0
Woerden,Mannen,45 tot 55 jaar,medium,1418.0
De Wolden,Mannen,45 tot 55 jaar,medium,766.0
Wormerland,Mannen,45 tot 55 jaar,medium,465.0
Woudenberg,Mannen,45 tot 55 jaar,medium,
Woudrichem,Mannen,45 tot 55 jaar,medium,
Zaanstad,Mannen,45 tot 55 jaar,medium,4612.0
Zaltbommel,Mannen,45 tot 55 jaar,medium,864.0
Zandvoort,Mannen,45 tot 55 jaar,medium,382.0
Zederik,Mannen,45 tot 55 jaar,medium,
Zeevang,Mannen,45 tot 55 jaar,medium,
Zeewolde,Mannen,45 tot 55 jaar,medium,735.0
Zeist,Mannen,45 tot 55 jaar,medium,1268.0
Zevenaar,Mannen,45 tot 55 jaar,medium,1496.0
Zoetermeer,Mannen,45 tot 55 jaar,medium,3283.0
Zoeterwoude,Mannen,45 tot 55 jaar,medium,
Zuidhorn,Mannen,45 tot 55 jaar,medium,
Zuidplas,Mannen,45 tot 55 jaar,medium,1266.0
Zundert,Mannen,45 tot 55 jaar,medium,685.0
Zutphen,Mannen,45 tot 55 jaar,medium,1468.0
Zwartewaterland,Mannen,45 tot 55 jaar,medium,623.0
Zwijndrecht,Mannen,45 tot 55 jaar,medium,1340.0
Zwolle,Mannen,45 tot 55 jaar,medium,3254.0
Aa en Hunze,Mannen,55 tot 65 jaar,medium,1131.0
Aalburg,Mannen,55 tot 65 jaar,medium,
Aalsmeer,Mannen,55 tot 65 jaar,medium,1132.0
Aalten,Mannen,55 tot 65 jaar,medium,1071.0
Achtkarspelen,Mannen,55 tot 65 jaar,medium,934.0
Alblasserdam,Mannen,55 tot 65 jaar,medium,617.0
Albrandswaard,Mannen,55 tot 65 jaar,medium,948.0
Alkmaar,Mannen,55 tot 65 jaar,medium,3365.0
Almelo,Mannen,55 tot 65 jaar,medium,2387.0
Almere,Mannen,55 tot 65 jaar,medium,6375.0
Alphen aan den Rijn,Mannen,55 tot 65 jaar,medium,3540.0
Alphen-Chaam,Mannen,55 tot 65 jaar,medium,
Altena,Mannen,55 tot 65 jaar,medium,1949.0
Ameland,Mannen,55 tot 65 jaar,medium,
Amersfoort,Mannen,55 tot 65 jaar,medium,3885.0
Amstelveen,Mannen,55 tot 65 jaar,medium,1771.0
Amsterdam,Mannen,55 tot 65 jaar,medium,16062.0
Apeldoorn,Mannen,55 tot 65 jaar,medium,5087.0
Appingedam,Mannen,55 tot 65 jaar,medium,
Arnhem,Mannen,55 tot 65 jaar,medium,3748.0
Assen,Mannen,55 tot 65 jaar,medium,2215.0
Asten,Mannen,55 tot 65 jaar,medium,630.0
Baarle-Nassau,Mannen,55 tot 65 jaar,medium,
Baarn,Mannen,55 tot 65 jaar,medium,679.0
Barendrecht,Mannen,55 tot 65 jaar,medium,1617.0
Barneveld,Mannen,55 tot 65 jaar,medium,1596.0
Bedum,Mannen,55 tot 65 jaar,medium,
Beek (L.),Mannen,55 tot 65 jaar,medium,638.0
Beekdaelen,Mannen,55 tot 65 jaar,medium,1322.0
Beemster,Mannen,55 tot 65 jaar,medium,
Beesel,Mannen,55 tot 65 jaar,medium,497.0
Bellingwedde,Mannen,55 tot 65 jaar,medium,
Berg en Dal,Mannen,55 tot 65 jaar,medium,1259.0
Bergambacht,Mannen,55 tot 65 jaar,medium,
Bergeijk,Mannen,55 tot 65 jaar,medium,715.0
Bergen (L.),Mannen,55 tot 65 jaar,medium,622.0
Bergen (NH.),Mannen,55 tot 65 jaar,medium,1012.0
Bergen op Zoom,Mannen,55 tot 65 jaar,medium,2220.0
Berkelland,Mannen,55 tot 65 jaar,medium,1939.0
Bernheze,Mannen,55 tot 65 jaar,medium,1198.0
Bernisse,Mannen,55 tot 65 jaar,medium,
Best,Mannen,55 tot 65 jaar,medium,929.0
Beuningen,Mannen,55 tot 65 jaar,medium,867.0
Beverwijk,Mannen,55 tot 65 jaar,medium,1431.0
het Bildt,Mannen,55 tot 65 jaar,medium,
De Bilt,Mannen,55 tot 65 jaar,medium,930.0
Binnenmaas,Mannen,55 tot 65 jaar,medium,
Bladel,Mannen,55 tot 65 jaar,medium,853.0
Blaricum,Mannen,55 tot 65 jaar,medium,
Bloemendaal,Mannen,55 tot 65 jaar,medium,421.0
Boarnsterhim,Mannen,55 tot 65 jaar,medium,
Bodegraven-Reeuwijk,Mannen,55 tot 65 jaar,medium,1002.0
Boekel,Mannen,55 tot 65 jaar,medium,
Ten Boer,Mannen,55 tot 65 jaar,medium,
Borger-Odoorn,Mannen,55 tot 65 jaar,medium,1023.0
Borne,Mannen,55 tot 65 jaar,medium,719.0
Borsele,Mannen,55 tot 65 jaar,medium,950.0
Boskoop,Mannen,55 tot 65 jaar,medium,
Boxmeer,Mannen,55 tot 65 jaar,medium,
Boxtel,Mannen,55 tot 65 jaar,medium,994.0
Breda,Mannen,55 tot 65 jaar,medium,4514.0
Brielle,Mannen,55 tot 65 jaar,medium,
Bronckhorst,Mannen,55 tot 65 jaar,medium,1594.0
Brummen,Mannen,55 tot 65 jaar,medium,835.0
Brunssum,Mannen,55 tot 65 jaar,medium,1060.0
Bunnik,Mannen,55 tot 65 jaar,medium,433.0
Bunschoten,Mannen,55 tot 65 jaar,medium,585.0
Buren,Mannen,55 tot 65 jaar,medium,967.0
Bussum,Mannen,55 tot 65 jaar,medium,
Capelle aan den IJssel,Mannen,55 tot 65 jaar,medium,2007.0
Castricum,Mannen,55 tot 65 jaar,medium,1112.0
Coevorden,Mannen,55 tot 65 jaar,medium,1720.0
Cranendonck,Mannen,55 tot 65 jaar,medium,750.0
Cromstrijen,Mannen,55 tot 65 jaar,medium,
Cuijk,Mannen,55 tot 65 jaar,medium,
Culemborg,Mannen,55 tot 65 jaar,medium,902.0
Dalfsen,Mannen,55 tot 65 jaar,medium,1221.0
Dantumadiel,Mannen,55 tot 65 jaar,medium,704.0
Delft,Mannen,55 tot 65 jaar,medium,2006.0
Delfzijl,Mannen,55 tot 65 jaar,medium,
Deurne,Mannen,55 tot 65 jaar,medium,1225.0
Deventer,Mannen,55 tot 65 jaar,medium,2938.0
Diemen,Mannen,55 tot 65 jaar,medium,760.0
Dijk en Waard,Mannen,55 tot 65 jaar,medium,2898.0
Dinkelland,Mannen,55 tot 65 jaar,medium,1140.0
Doesburg,Mannen,55 tot 65 jaar,medium,
Doetinchem,Mannen,55 tot 65 jaar,medium,2174.0
Dongen,Mannen,55 tot 65 jaar,medium,994.0
Dongeradeel,Mannen,55 tot 65 jaar,medium,
Dordrecht,Mannen,55 tot 65 jaar,medium,3461.0
Drechterland,Mannen,55 tot 65 jaar,medium,747.0
Drimmelen,Mannen,55 tot 65 jaar,medium,1150.0
Dronten,Mannen,55 tot 65 jaar,medium,1511.0
Druten,Mannen,55 tot 65 jaar,medium,696.0
Duiven,Mannen,55 tot 65 jaar,medium,1118.0
Echt-Susteren,Mannen,55 tot 65 jaar,medium,1324.0
Edam-Volendam,Mannen,55 tot 65 jaar,medium,1212.0
Ede,Mannen,55 tot 65 jaar,medium,2888.0
Eemnes,Mannen,55 tot 65 jaar,medium,
Eemsdelta,Mannen,55 tot 65 jaar,medium,1967.0
Eemsmond,Mannen,55 tot 65 jaar,medium,
Eersel,Mannen,55 tot 65 jaar,medium,782.0
Eijsden-Margraten,Mannen,55 tot 65 jaar,medium,907.0
Eindhoven,Mannen,55 tot 65 jaar,medium,5041.0
Elburg,Mannen,55 tot 65 jaar,medium,729.0
Emmen,Mannen,55 tot 65 jaar,medium,4292.0
Enkhuizen,Mannen,55 tot 65 jaar,medium,620.0
Enschede,Mannen,55 tot 65 jaar,medium,4368.0
Epe,Mannen,55 tot 65 jaar,medium,1123.0
Ermelo,Mannen,55 tot 65 jaar,medium,816.0
Etten-Leur,Mannen,55 tot 65 jaar,medium,1350.0
Ferwerderadiel,Mannen,55 tot 65 jaar,medium,
Franekeradeel,Mannen,55 tot 65 jaar,medium,
De Friese Meren,Mannen,55 tot 65 jaar,medium,
De Fryske Marren,Mannen,55 tot 65 jaar,medium,1992.0
Gaasterlân-Sleat,Mannen,55 tot 65 jaar,medium,
Geertruidenberg,Mannen,55 tot 65 jaar,medium,746.0
Geldermalsen,Mannen,55 tot 65 jaar,medium,
Geldrop-Mierlo,Mannen,55 tot 65 jaar,medium,1177.0
Gemert-Bakel,Mannen,55 tot 65 jaar,medium,1068.0
Gennep,Mannen,55 tot 65 jaar,medium,633.0
Giessenlanden,Mannen,55 tot 65 jaar,medium,
Gilze en Rijen,Mannen,55 tot 65 jaar,medium,984.0
Goeree-Overflakkee,Mannen,55 tot 65 jaar,medium,1696.0
Goes,Mannen,55 tot 65 jaar,medium,1404.0
Goirle,Mannen,55 tot 65 jaar,medium,760.0
Gooise Meren,Mannen,55 tot 65 jaar,medium,1310.0
Gorinchem,Mannen,55 tot 65 jaar,medium,1210.0
Gouda,Mannen,55 tot 65 jaar,medium,1867.0
Graft-De Rijp,Mannen,55 tot 65 jaar,medium,
Grave,Mannen,55 tot 65 jaar,medium,
's-Gravenhage (gemeente),Mannen,55 tot 65 jaar,medium,11267.0
Groesbeek,Mannen,55 tot 65 jaar,medium,
Groningen (gemeente),Mannen,55 tot 65 jaar,medium,4762.0
Grootegast,Mannen,55 tot 65 jaar,medium,
Gulpen-Wittem,Mannen,55 tot 65 jaar,medium,543.0
Haaksbergen,Mannen,55 tot 65 jaar,medium,970.0
Haaren,Mannen,55 tot 65 jaar,medium,
Haarlem,Mannen,55 tot 65 jaar,medium,3790.0
Haarlemmerliede en Spaarnwoude,Mannen,55 tot 65 jaar,medium,
Haarlemmermeer,Mannen,55 tot 65 jaar,medium,5117.0
Halderberge,Mannen,55 tot 65 jaar,medium,1175.0
Hardenberg,Mannen,55 tot 65 jaar,medium,2387.0
Harderwijk,Mannen,55 tot 65 jaar,medium,1299.0
Hardinxveld-Giessendam,Mannen,55 tot 65 jaar,medium,575.0
Haren,Mannen,55 tot 65 jaar,medium,
Harlingen,Mannen,55 tot 65 jaar,medium,607.0
Hattem,Mannen,55 tot 65 jaar,medium,
Heemskerk,Mannen,55 tot 65 jaar,medium,1612.0
Heemstede,Mannen,55 tot 65 jaar,medium,437.0
Heerde,Mannen,55 tot 65 jaar,medium,657.0
Heerenveen,Mannen,55 tot 65 jaar,medium,1699.0
Heerhugowaard,Mannen,55 tot 65 jaar,medium,
Heerlen,Mannen,55 tot 65 jaar,medium,2988.0
Heeze-Leende,Mannen,55 tot 65 jaar,medium,566.0
Heiloo,Mannen,55 tot 65 jaar,medium,747.0
Den Helder,Mannen,55 tot 65 jaar,medium,2247.0
Hellendoorn,Mannen,55 tot 65 jaar,medium,1422.0
Hellevoetsluis,Mannen,55 tot 65 jaar,medium,
Helmond,Mannen,55 tot 65 jaar,medium,2849.0
Hendrik-Ido-Ambacht,Mannen,55 tot 65 jaar,medium,982.0
Hengelo (O.),Mannen,55 tot 65 jaar,medium,2572.0
's-Hertogenbosch,Mannen,55 tot 65 jaar,medium,4033.0
Heumen,Mannen,55 tot 65 jaar,medium,535.0
Heusden,Mannen,55 tot 65 jaar,medium,1566.0
Hillegom,Mannen,55 tot 65 jaar,medium,656.0
Hilvarenbeek,Mannen,55 tot 65 jaar,medium,711.0
Hilversum,Mannen,55 tot 65 jaar,medium,1950.0
Hoeksche Waard,Mannen,55 tot 65 jaar,medium,3227.0
Hof van Twente,Mannen,55 tot 65 jaar,medium,1482.0
Het Hogeland,Mannen,55 tot 65 jaar,medium,1906.0
Hollands Kroon,Mannen,55 tot 65 jaar,medium,2158.0
Hoogeveen,Mannen,55 tot 65 jaar,medium,1681.0
Hoogezand-Sappemeer,Mannen,55 tot 65 jaar,medium,
Hoorn,Mannen,55 tot 65 jaar,medium,1997.0
Horst aan de Maas,Mannen,55 tot 65 jaar,medium,1712.0
Houten,Mannen,55 tot 65 jaar,medium,1314.0
Huizen,Mannen,55 tot 65 jaar,medium,1128.0
Hulst,Mannen,55 tot 65 jaar,medium,1224.0
IJsselstein,Mannen,55 tot 65 jaar,medium,1075.0
Kaag en Braassem,Mannen,55 tot 65 jaar,medium,1058.0
Kampen,Mannen,55 tot 65 jaar,medium,1670.0
Kapelle,Mannen,55 tot 65 jaar,medium,
Katwijk,Mannen,55 tot 65 jaar,medium,1870.0
Kerkrade,Mannen,55 tot 65 jaar,medium,1653.0
Koggenland,Mannen,55 tot 65 jaar,medium,968.0
Kollumerland en Nieuwkruisland,Mannen,55 tot 65 jaar,medium,
Korendijk,Mannen,55 tot 65 jaar,medium,
Krimpen aan den IJssel,Mannen,55 tot 65 jaar,medium,841.0
Krimpenerwaard,Mannen,55 tot 65 jaar,medium,1935.0
Laarbeek,Mannen,55 tot 65 jaar,medium,835.0
Land van Cuijk,Mannen,55 tot 65 jaar,medium,3663.0
Landerd,Mannen,55 tot 65 jaar,medium,
Landgraaf,Mannen,55 tot 65 jaar,medium,1293.0
Landsmeer,Mannen,55 tot 65 jaar,medium,
Langedijk,Mannen,55 tot 65 jaar,medium,
Lansingerland,Mannen,55 tot 65 jaar,medium,1632.0
Laren (NH.),Mannen,55 tot 65 jaar,medium,
Leek,Mannen,55 tot 65 jaar,medium,
Leerdam,Mannen,55 tot 65 jaar,medium,
Leeuwarden,Mannen,55 tot 65 jaar,medium,3477.0
Leeuwarderadeel,Mannen,55 tot 65 jaar,medium,
Leiden,Mannen,55 tot 65 jaar,medium,2378.0
Leiderdorp,Mannen,55 tot 65 jaar,medium,768.0
Leidschendam-Voorburg,Mannen,55 tot 65 jaar,medium,1637.0
Lelystad,Mannen,55 tot 65 jaar,medium,2246.0
Lemsterland,Mannen,55 tot 65 jaar,medium,
Leudal,Mannen,55 tot 65 jaar,medium,1240.0
Leusden,Mannen,55 tot 65 jaar,medium,909.0
Lingewaal,Mannen,55 tot 65 jaar,medium,
Lingewaard,Mannen,55 tot 65 jaar,medium,1584.0
Lisse,Mannen,55 tot 65 jaar,medium,847.0
Littenseradiel,Mannen,55 tot 65 jaar,medium,
Lochem,Mannen,55 tot 65 jaar,medium,1299.0
Loon op Zand,Mannen,55 tot 65 jaar,medium,882.0
Lopik,Mannen,55 tot 65 jaar,medium,584.0
Loppersum,Mannen,55 tot 65 jaar,medium,
Losser,Mannen,55 tot 65 jaar,medium,855.0
Maasdonk,Mannen,55 tot 65 jaar,medium,
Maasdriel,Mannen,55 tot 65 jaar,medium,798.0
Maasgouw,Mannen,55 tot 65 jaar,medium,882.0
Maashorst,Mannen,55 tot 65 jaar,medium,2042.0
Maassluis,Mannen,55 tot 65 jaar,medium,892.0
Maastricht,Mannen,55 tot 65 jaar,medium,2918.0
De Marne,Mannen,55 tot 65 jaar,medium,
Marum,Mannen,55 tot 65 jaar,medium,
Medemblik,Mannen,55 tot 65 jaar,medium,1558.0
Meerssen,Mannen,55 tot 65 jaar,medium,634.0
Meierijstad,Mannen,55 tot 65 jaar,medium,2816.0
Menameradiel,Mannen,55 tot 65 jaar,medium,
Menterwolde,Mannen,55 tot 65 jaar,medium,
Meppel,Mannen,55 tot 65 jaar,medium,1082.0
Middelburg (Z.),Mannen,55 tot 65 jaar,medium,1443.0
Midden-Delfland,Mannen,55 tot 65 jaar,medium,559.0
Midden-Drenthe,Mannen,55 tot 65 jaar,medium,1369.0
Midden-Groningen,Mannen,55 tot 65 jaar,medium,2426.0
Mill en Sint Hubert,Mannen,55 tot 65 jaar,medium,
Millingen aan de Rijn,Mannen,55 tot 65 jaar,medium,
Moerdijk,Mannen,55 tot 65 jaar,medium,1488.0
Molenlanden,Mannen,55 tot 65 jaar,medium,1546.0
Molenwaard,Mannen,55 tot 65 jaar,medium,
Montferland,Mannen,55 tot 65 jaar,medium,1514.0
Montfoort,Mannen,55 tot 65 jaar,medium,378.0
Mook en Middelaar,Mannen,55 tot 65 jaar,medium,
Muiden,Mannen,55 tot 65 jaar,medium,
Naarden,Mannen,55 tot 65 jaar,medium,
Neder-Betuwe,Mannen,55 tot 65 jaar,medium,696.0
Nederlek,Mannen,55 tot 65 jaar,medium,
Nederweert,Mannen,55 tot 65 jaar,medium,651.0
Neerijnen,Mannen,55 tot 65 jaar,medium,
Nieuwegein,Mannen,55 tot 65 jaar,medium,1812.0
Nieuwkoop,Mannen,55 tot 65 jaar,medium,1085.0
Nijkerk,Mannen,55 tot 65 jaar,medium,1466.0
Nijmegen,Mannen,55 tot 65 jaar,medium,3646.0
Nissewaard,Mannen,55 tot 65 jaar,medium,3078.0
Noardeast-Fryslân,Mannen,55 tot 65 jaar,medium,1729.0
Noord-Beveland,Mannen,55 tot 65 jaar,medium,
Noordenveld,Mannen,55 tot 65 jaar,medium,1111.0
