municipality,gender,age_group,education,N
Beverwijk,Mannen,15 tot 25 jaar,low,1272.0
het Bildt,Mannen,15 tot 25 jaar,low,
De Bilt,Mannen,15 tot 25 jaar,low,1058.0
Binnenmaas,Mannen,15 tot 25 jaar,low,
Bladel,Mannen,15 tot 25 jaar,low,560.0
Blaricum,Mannen,15 tot 25 jaar,low,
Bloemendaal,Mannen,15 tot 25 jaar,low,707.0
Boarnsterhim,Mannen,15 tot 25 jaar,low,
Bodegraven-Reeuwijk,Mannen,15 tot 25 jaar,low,1063.0
Boekel,Mannen,15 tot 25 jaar,low,
Ten Boer,Mannen,15 tot 25 jaar,low,
Borger-Odoorn,Mannen,15 tot 25 jaar,low,756.0
Borne,Mannen,15 tot 25 jaar,low,700.0
Borsele,Mannen,15 tot 25 jaar,low,675.0
Boskoop,Mannen,15 tot 25 jaar,low,
Boxmeer,Mannen,15 tot 25 jaar,low,
Boxtel,Mannen,15 tot 25 jaar,low,1077.0
Breda,Mannen,15 tot 25 jaar,low,5448.0
Brielle,Mannen,15 tot 25 jaar,low,
Bronckhorst,Mannen,15 tot 25 jaar,low,976.0
Brummen,Mannen,15 tot 25 jaar,low,576.0
Brunssum,Mannen,15 tot 25 jaar,low,703.0
Bunnik,Mannen,15 tot 25 jaar,low,
Bunschoten,Mannen,15 tot 25 jaar,low,818.0
Buren,Mannen,15 tot 25 jaar,low,747.0
Bussum,Mannen,15 tot 25 jaar,low,
Capelle aan den IJssel,Mannen,15 tot 25 jaar,low,1908.0
Castricum,Mannen,15 tot 25 jaar,low,860.0
Coevorden,Mannen,15 tot 25 jaar,low,941.0
Cranendonck,Mannen,15 tot 25 jaar,low,480.0
Cromstrijen,Mannen,15 tot 25 jaar,low,
Cuijk,Mannen,15 tot 25 jaar,low,
Culemborg,Mannen,15 tot 25 jaar,low,823.0
Dalfsen,Mannen,15 tot 25 jaar,low,837.0
Dantumadiel,Mannen,15 tot 25 jaar,low,616.0
Delft,Mannen,15 tot 25 jaar,low,2288.0
Delfzijl,Mannen,15 tot 25 jaar,low,
Deurne,Mannen,15 tot 25 jaar,low,880.0
Deventer,Mannen,15 tot 25 jaar,low,3263.0
Diemen,Mannen,15 tot 25 jaar,low,692.0
Dijk en Waard,Mannen,15 tot 25 jaar,low,3041.0
Dinkelland,Mannen,15 tot 25 jaar,low,672.0
Doesburg,Mannen,15 tot 25 jaar,low,
Doetinchem,Mannen,15 tot 25 jaar,low,1613.0
Dongen,Mannen,15 tot 25 jaar,low,754.0
Dongeradeel,Mannen,15 tot 25 jaar,low,
Dordrecht,Mannen,15 tot 25 jaar,low,3791.0
Drechterland,Mannen,15 tot 25 jaar,low,554.0
Drimmelen,Mannen,15 tot 25 jaar,low,825.0
Dronten,Mannen,15 tot 25 jaar,low,1459.0
Druten,Mannen,15 tot 25 jaar,low,738.0
Duiven,Mannen,15 tot 25 jaar,low,706.0
Echt-Susteren,Mannen,15 tot 25 jaar,low,808.0
Edam-Volendam,Mannen,15 tot 25 jaar,low,1049.0
Ede,Mannen,15 tot 25 jaar,low,3791.0
Eemnes,Mannen,15 tot 25 jaar,low,
Eemsdelta,Mannen,15 tot 25 jaar,low,1370.0
Eemsmond,Mannen,15 tot 25 jaar,low,
Eersel,Mannen,15 tot 25 jaar,low,546.0
Eijsden-Margraten,Mannen,15 tot 25 jaar,low,624.0
Eindhoven,Mannen,15 tot 25 jaar,low,6874.0
Elburg,Mannen,15 tot 25 jaar,low,595.0
Emmen,Mannen,15 tot 25 jaar,low,3604.0
Enkhuizen,Mannen,15 tot 25 jaar,low,616.0
Enschede,Mannen,15 tot 25 jaar,low,4959.0
Epe,Mannen,15 tot 25 jaar,low,927.0
Ermelo,Mannen,15 tot 25 jaar,low,932.0
Etten-Leur,Mannen,15 tot 25 jaar,low,1344.0
Ferwerderadiel,Mannen,15 tot 25 jaar,low,
Franekeradeel,Mannen,15 tot 25 jaar,low,
De Friese Meren,Mannen,15 tot 25 jaar,low,
De Fryske Marren,Mannen,15 tot 25 jaar,low,1401.0
Gaasterlân-Sleat,Mannen,15 tot 25 jaar,low,
Geertruidenberg,Mannen,15 tot 25 jaar,low,638.0
Geldermalsen,Mannen,15 tot 25 jaar,low,
Geldrop-Mierlo,Mannen,15 tot 25 jaar,low,1138.0
Gemert-Bakel,Mannen,15 tot 25 jaar,low,923.0
Gennep,Mannen,15 tot 25 jaar,low,
Giessenlanden,Mannen,15 tot 25 jaar,low,
Gilze en Rijen,Mannen,15 tot 25 jaar,low,925.0
Goeree-Overflakkee,Mannen,15 tot 25 jaar,low,1440.0
Goes,Mannen,15 tot 25 jaar,low,1210.0
Goirle,Mannen,15 tot 25 jaar,low,717.0
Gooise Meren,Mannen,15 tot 25 jaar,low,1729.0
Gorinchem,Mannen,15 tot 25 jaar,low,1164.0
Gouda,Mannen,15 tot 25 jaar,low,2196.0
Graft-De Rijp,Mannen,15 tot 25 jaar,low,
Grave,Mannen,15 tot 25 jaar,low,
's-Gravenhage (gemeente),Mannen,15 tot 25 jaar,low,18190.0
Groesbeek,Mannen,15 tot 25 jaar,low,
Groningen (gemeente),Mannen,15 tot 25 jaar,low,6250.0
Grootegast,Mannen,15 tot 25 jaar,low,
Gulpen-Wittem,Mannen,15 tot 25 jaar,low,
Haaksbergen,Mannen,15 tot 25 jaar,low,634.0
Haaren,Mannen,15 tot 25 jaar,low,
Haarlem,Mannen,15 tot 25 jaar,low,4426.0
Haarlemmerliede en Spaarnwoude,Mannen,15 tot 25 jaar,low,
Haarlemmermeer,Mannen,15 tot 25 jaar,low,5286.0
Halderberge,Mannen,15 tot 25 jaar,low,830.0
Hardenberg,Mannen,15 tot 25 jaar,low,2068.0
Harderwijk,Mannen,15 tot 25 jaar,low,1593.0
Hardinxveld-Giessendam,Mannen,15 tot 25 jaar,low,569.0
Haren,Mannen,15 tot 25 jaar,low,
Harlingen,Mannen,15 tot 25 jaar,low,
Hattem,Mannen,15 tot 25 jaar,low,
Heemskerk,Mannen,15 tot 25 jaar,low,1107.0
Heemstede,Mannen,15 tot 25 jaar,low,690.0
Heerde,Mannen,15 tot 25 jaar,low,536.0
Heerenveen,Mannen,15 tot 25 jaar,low,1649.0
Heerhugowaard,Mannen,15 tot 25 jaar,low,
Heerlen,Mannen,15 tot 25 jaar,low,2387.0
Heeze-Leende,Mannen,15 tot 25 jaar,low,
Heiloo,Mannen,15 tot 25 jaar,low,619.0
Den Helder,Mannen,15 tot 25 jaar,low,1599.0
Hellendoorn,Mannen,15 tot 25 jaar,low,1056.0
Hellevoetsluis,Mannen,15 tot 25 jaar,low,
Helmond,Mannen,15 tot 25 jaar,low,3192.0
Hendrik-Ido-Ambacht,Mannen,15 tot 25 jaar,low,978.0
Hengelo (O.),Mannen,15 tot 25 jaar,low,2920.0
's-Hertogenbosch,Mannen,15 tot 25 jaar,low,4572.0
Heumen,Mannen,15 tot 25 jaar,low,
Heusden,Mannen,15 tot 25 jaar,low,1265.0
Hillegom,Mannen,15 tot 25 jaar,low,581.0
Hilvarenbeek,Mannen,15 tot 25 jaar,low,
Hilversum,Mannen,15 tot 25 jaar,low,2540.0
Hoeksche Waard,Mannen,15 tot 25 jaar,low,2449.0
Hof van Twente,Mannen,15 tot 25 jaar,low,1025.0
Het Hogeland,Mannen,15 tot 25 jaar,low,1439.0
Hollands Kroon,Mannen,15 tot 25 jaar,low,1556.0
Hoogeveen,Mannen,15 tot 25 jaar,low,2020.0
Hoogezand-Sappemeer,Mannen,15 tot 25 jaar,low,
Hoorn,Mannen,15 tot 25 jaar,low,2344.0
Horst aan de Maas,Mannen,15 tot 25 jaar,low,1118.0
Houten,Mannen,15 tot 25 jaar,low,1409.0
Huizen,Mannen,15 tot 25 jaar,low,1155.0
Hulst,Mannen,15 tot 25 jaar,low,612.0
IJsselstein,Mannen,15 tot 25 jaar,low,1265.0
Kaag en Braassem,Mannen,15 tot 25 jaar,low,728.0
Kampen,Mannen,15 tot 25 jaar,low,1866.0
Kapelle,Mannen,15 tot 25 jaar,low,
Katwijk,Mannen,15 tot 25 jaar,low,2108.0
Kerkrade,Mannen,15 tot 25 jaar,low,1426.0
Koggenland,Mannen,15 tot 25 jaar,low,681.0
Kollumerland en Nieuwkruisland,Mannen,15 tot 25 jaar,low,
Korendijk,Mannen,15 tot 25 jaar,low,
Krimpen aan den IJssel,Mannen,15 tot 25 jaar,low,1001.0
Krimpenerwaard,Mannen,15 tot 25 jaar,low,1771.0
Laarbeek,Mannen,15 tot 25 jaar,low,631.0
Land van Cuijk,Mannen,15 tot 25 jaar,low,2449.0
Landerd,Mannen,15 tot 25 jaar,low,
Landgraaf,Mannen,15 tot 25 jaar,low,955.0
Landsmeer,Mannen,15 tot 25 jaar,low,
Langedijk,Mannen,15 tot 25 jaar,low,
Lansingerland,Mannen,15 tot 25 jaar,low,2054.0
Laren (NH.),Mannen,15 tot 25 jaar,low,
Leek,Mannen,15 tot 25 jaar,low,
Leerdam,Mannen,15 tot 25 jaar,low,
Leeuwarden,Mannen,15 tot 25 jaar,low,3974.0
Leeuwarderadeel,Mannen,15 tot 25 jaar,low,
Leiden,Mannen,15 tot 25 jaar,low,2853.0
Leiderdorp,Mannen,15 tot 25 jaar,low,696.0
Leidschendam-Voorburg,Mannen,15 tot 25 jaar,low,2176.0
Lelystad,Mannen,15 tot 25 jaar,low,3262.0
Lemsterland,Mannen,15 tot 25 jaar,low,
Leudal,Mannen,15 tot 25 jaar,low,960.0
Leusden,Mannen,15 tot 25 jaar,low,853.0
Lingewaal,Mannen,15 tot 25 jaar,low,
Lingewaard,Mannen,15 tot 25 jaar,low,1425.0
Lisse,Mannen,15 tot 25 jaar,low,615.0
Littenseradiel,Mannen,15 tot 25 jaar,low,
Lochem,Mannen,15 tot 25 jaar,low,992.0
Loon op Zand,Mannen,15 tot 25 jaar,low,586.0
Lopik,Mannen,15 tot 25 jaar,low,436.0
Loppersum,Mannen,15 tot 25 jaar,low,
Losser,Mannen,15 tot 25 jaar,low,724.0
Maasdonk,Mannen,15 tot 25 jaar,low,
Maasdriel,Mannen,15 tot 25 jaar,low,776.0
Maasgouw,Mannen,15 tot 25 jaar,low,521.0
Maashorst,Mannen,15 tot 25 jaar,low,1727.0
Maassluis,Mannen,15 tot 25 jaar,low,1070.0
Maastricht,Mannen,15 tot 25 jaar,low,3446.0
De Marne,Mannen,15 tot 25 jaar,low,
Marum,Mannen,15 tot 25 jaar,low,
Medemblik,Mannen,15 tot 25 jaar,low,1386.0
Meerssen,Mannen,15 tot 25 jaar,low,
Meierijstad,Mannen,15 tot 25 jaar,low,2261.0
Menameradiel,Mannen,15 tot 25 jaar,low,
Menterwolde,Mannen,15 tot 25 jaar,low,
Meppel,Mannen,15 tot 25 jaar,low,1135.0
Middelburg (Z.),Mannen,15 tot 25 jaar,low,1451.0
Midden-Delfland,Mannen,15 tot 25 jaar,low,509.0
Midden-Drenthe,Mannen,15 tot 25 jaar,low,956.0
Midden-Groningen,Mannen,15 tot 25 jaar,low,2054.0
Mill en Sint Hubert,Mannen,15 tot 25 jaar,low,
Millingen aan de Rijn,Mannen,15 tot 25 jaar,low,
Moerdijk,Mannen,15 tot 25 jaar,low,1027.0
Molenlanden,Mannen,15 tot 25 jaar,low,1379.0
Molenwaard,Mannen,15 tot 25 jaar,low,
Montferland,Mannen,15 tot 25 jaar,low,1060.0
Montfoort,Mannen,15 tot 25 jaar,low,
Mook en Middelaar,Mannen,15 tot 25 jaar,low,
Muiden,Mannen,15 tot 25 jaar,low,
Naarden,Mannen,15 tot 25 jaar,low,
Neder-Betuwe,Mannen,15 tot 25 jaar,low,862.0
Nederlek,Mannen,15 tot 25 jaar,low,
Nederweert,Mannen,15 tot 25 jaar,low,
Neerijnen,Mannen,15 tot 25 jaar,low,
Nieuwegein,Mannen,15 tot 25 jaar,low,1768.0
Nieuwkoop,Mannen,15 tot 25 jaar,low,763.0
Nijkerk,Mannen,15 tot 25 jaar,low,1447.0
Nijmegen,Mannen,15 tot 25 jaar,low,4421.0
Nissewaard,Mannen,15 tot 25 jaar,low,3035.0
Noardeast-Fryslân,Mannen,15 tot 25 jaar,low,1485.0
Noord-Beveland,Mannen,15 tot 25 jaar,low,
Noordenveld,Mannen,15 tot 25 jaar,low,859.0
Noordoostpolder,Mannen,15 tot 25 jaar,low,1884.0
Noordwijk,Mannen,15 tot 25 jaar,low,1268.0
Noordwijkerhout,Mannen,15 tot 25 jaar,low,
"Nuenen, Gerwen en Nederwetten",Mannen,15 tot 25 jaar,low,611.0
Nunspeet,Mannen,15 tot 25 jaar,low,902.0
Nuth,Mannen,15 tot 25 jaar,low,
Oegstgeest,Mannen,15 tot 25 jaar,low,673.0
Oirschot,Mannen,15 tot 25 jaar,low,494.0
Oisterwijk,Mannen,15 tot 25 jaar,low,712.0
Oldambt,Mannen,15 tot 25 jaar,low,1197.0
Oldebroek,Mannen,15 tot 25 jaar,low,814.0
Oldenzaal,Mannen,15 tot 25 jaar,low,972.0
Olst-Wijhe,Mannen,15 tot 25 jaar,low,568.0
Ommen,Mannen,15 tot 25 jaar,low,543.0
Onderbanken,Mannen,15 tot 25 jaar,low,
Oost Gelre,Mannen,15 tot 25 jaar,low,837.0
Oosterhout,Mannen,15 tot 25 jaar,low,1637.0
Ooststellingwerf,Mannen,15 tot 25 jaar,low,759.0
Oostzaan,Mannen,15 tot 25 jaar,low,
Opmeer,Mannen,15 tot 25 jaar,low,
Opsterland,Mannen,15 tot 25 jaar,low,913.0
Oss,Mannen,15 tot 25 jaar,low,2987.0
Oud-Beijerland,Mannen,15 tot 25 jaar,low,
Oude IJsselstreek,Mannen,15 tot 25 jaar,low,1133.0
Ouder-Amstel,Mannen,15 tot 25 jaar,low,
Ouderkerk,Mannen,15 tot 25 jaar,low,
Oudewater,Mannen,15 tot 25 jaar,low,
Overbetuwe,Mannen,15 tot 25 jaar,low,1554.0
Papendrecht,Mannen,15 tot 25 jaar,low,738.0
Peel en Maas,Mannen,15 tot 25 jaar,low,1284.0
Pekela,Mannen,15 tot 25 jaar,low,
Pijnacker-Nootdorp,Mannen,15 tot 25 jaar,low,1849.0
Purmerend,Mannen,15 tot 25 jaar,low,2619.0
Putten,Mannen,15 tot 25 jaar,low,735.0
Raalte,Mannen,15 tot 25 jaar,low,1132.0
Reimerswaal,Mannen,15 tot 25 jaar,low,716.0
Renkum,Mannen,15 tot 25 jaar,low,802.0
Renswoude,Mannen,15 tot 25 jaar,low,
Reusel-De Mierden,Mannen,15 tot 25 jaar,low,
Rheden,Mannen,15 tot 25 jaar,low,1220.0
Rhenen,Mannen,15 tot 25 jaar,low,659.0
Ridderkerk,Mannen,15 tot 25 jaar,low,1279.0
Rijnwaarden,Mannen,15 tot 25 jaar,low,
Rijnwoude,Mannen,15 tot 25 jaar,low,
Rijssen-Holten,Mannen,15 tot 25 jaar,low,1280.0
Rijswijk (ZH.),Mannen,15 tot 25 jaar,low,1472.0
Roerdalen,Mannen,15 tot 25 jaar,low,
Roermond,Mannen,15 tot 25 jaar,low,1792.0
De Ronde Venen,Mannen,15 tot 25 jaar,low,1152.0
Roosendaal,Mannen,15 tot 25 jaar,low,2048.0
Rotterdam,Mannen,15 tot 25 jaar,low,20839.0
Rozendaal,Mannen,15 tot 25 jaar,low,
Rucphen,Mannen,15 tot 25 jaar,low,595.0
Schagen,Mannen,15 tot 25 jaar,low,1470.0
Schermer,Mannen,15 tot 25 jaar,low,
Scherpenzeel,Mannen,15 tot 25 jaar,low,
Schiedam,Mannen,15 tot 25 jaar,low,2410.0
Schiermonnikoog,Mannen,15 tot 25 jaar,low,
Schijndel,Mannen,15 tot 25 jaar,low,
Schinnen,Mannen,15 tot 25 jaar,low,
Schoonhoven,Mannen,15 tot 25 jaar,low,
Schouwen-Duiveland,Mannen,15 tot 25 jaar,low,853.0
Simpelveld,Mannen,15 tot 25 jaar,low,
Sint Anthonis,Mannen,15 tot 25 jaar,low,
Sint-Michielsgestel,Mannen,15 tot 25 jaar,low,850.0
Sint-Oedenrode,Mannen,15 tot 25 jaar,low,
Sittard-Geleen,Mannen,15 tot 25 jaar,low,2309.0
Skarsterlân,Mannen,15 tot 25 jaar,low,
Sliedrecht,Mannen,15 tot 25 jaar,low,782.0
Slochteren,Mannen,15 tot 25 jaar,low,
Sluis,Mannen,15 tot 25 jaar,low,417.0
Smallingerland,Mannen,15 tot 25 jaar,low,1932.0
Soest,Mannen,15 tot 25 jaar,low,1310.0
Someren,Mannen,15 tot 25 jaar,low,493.0
Son en Breugel,Mannen,15 tot 25 jaar,low,540.0
Spijkenisse,Mannen,15 tot 25 jaar,low,
Stadskanaal,Mannen,15 tot 25 jaar,low,992.0
Staphorst,Mannen,15 tot 25 jaar,low,451.0
Stede Broec,Mannen,15 tot 25 jaar,low,667.0
Steenbergen,Mannen,15 tot 25 jaar,low,612.0
Steenwijkerland,Mannen,15 tot 25 jaar,low,1300.0
Stein (L.),Mannen,15 tot 25 jaar,low,619.0
Stichtse Vecht,Mannen,15 tot 25 jaar,low,1696.0
Strijen,Mannen,15 tot 25 jaar,low,
Súdwest-Fryslân,Mannen,15 tot 25 jaar,low,2646.0
Terneuzen,Mannen,15 tot 25 jaar,low,1610.0
Terschelling,Mannen,15 tot 25 jaar,low,
Texel,Mannen,15 tot 25 jaar,low,
Teylingen,Mannen,15 tot 25 jaar,low,1049.0
Tholen,Mannen,15 tot 25 jaar,low,766.0
Tiel,Mannen,15 tot 25 jaar,low,1336.0
Tilburg,Mannen,15 tot 25 jaar,low,6615.0
Tubbergen,Mannen,15 tot 25 jaar,low,604.0
Twenterand,Mannen,15 tot 25 jaar,low,1320.0
Tynaarlo,Mannen,15 tot 25 jaar,low,992.0
Tytsjerksteradiel,Mannen,15 tot 25 jaar,low,1054.0
Ubbergen,Mannen,15 tot 25 jaar,low,
Uden,Mannen,15 tot 25 jaar,low,
Uitgeest,Mannen,15 tot 25 jaar,low,
Uithoorn,Mannen,15 tot 25 jaar,low,925.0
Urk,Mannen,15 tot 25 jaar,low,1016.0
Utrecht (gemeente),Mannen,15 tot 25 jaar,low,9396.0
Utrechtse Heuvelrug,Mannen,15 tot 25 jaar,low,1430.0
Vaals,Mannen,15 tot 25 jaar,low,
Valkenburg aan de Geul,Mannen,15 tot 25 jaar,low,
Valkenswaard,Mannen,15 tot 25 jaar,low,794.0
Veendam,Mannen,15 tot 25 jaar,low,893.0
Veenendaal,Mannen,15 tot 25 jaar,low,2308.0
Veere,Mannen,15 tot 25 jaar,low,521.0
Veghel,Mannen,15 tot 25 jaar,low,
Veldhoven,Mannen,15 tot 25 jaar,low,1243.0
Velsen,Mannen,15 tot 25 jaar,low,2056.0
Venlo,Mannen,15 tot 25 jaar,low,3156.0
Venray,Mannen,15 tot 25 jaar,low,1207.0
Vianen,Mannen,15 tot 25 jaar,low,
Vijfheerenlanden,Mannen,15 tot 25 jaar,low,1606.0
Vlaardingen,Mannen,15 tot 25 jaar,low,2071.0
Vlagtwedde,Mannen,15 tot 25 jaar,low,
Vlieland,Mannen,15 tot 25 jaar,low,
Vlissingen,Mannen,15 tot 25 jaar,low,1299.0
Vlist,Mannen,15 tot 25 jaar,low,
Voerendaal,Mannen,15 tot 25 jaar,low,
Voorne aan Zee,Mannen,15 tot 25 jaar,low,1952.0
Voorschoten,Mannen,15 tot 25 jaar,low,714.0
Voorst,Mannen,15 tot 25 jaar,low,753.0
Vught,Mannen,15 tot 25 jaar,low,916.0
Waadhoeke,Mannen,15 tot 25 jaar,low,1428.0
Waalre,Mannen,15 tot 25 jaar,low,
Waalwijk,Mannen,15 tot 25 jaar,low,1539.0
Waddinxveen,Mannen,15 tot 25 jaar,low,866.0
Wageningen,Mannen,15 tot 25 jaar,low,972.0
Wassenaar,Mannen,15 tot 25 jaar,low,1085.0
Waterland,Mannen,15 tot 25 jaar,low,
Weert,Mannen,15 tot 25 jaar,low,1372.0
Weesp,Mannen,15 tot 25 jaar,low,
Werkendam,Mannen,15 tot 25 jaar,low,
West Betuwe,Mannen,15 tot 25 jaar,low,1533.0
West Maas en Waal,Mannen,15 tot 25 jaar,low,478.0
Westerkwartier,Mannen,15 tot 25 jaar,low,1966.0
Westerveld,Mannen,15 tot 25 jaar,low,498.0
Westervoort,Mannen,15 tot 25 jaar,low,
Westerwolde,Mannen,15 tot 25 jaar,low,1216.0
Westland,Mannen,15 tot 25 jaar,low,3287.0
Weststellingwerf,Mannen,15 tot 25 jaar,low,792.0
Westvoorne,Mannen,15 tot 25 jaar,low,
Wierden,Mannen,15 tot 25 jaar,low,750.0
Wijchen,Mannen,15 tot 25 jaar,low,1210.0
Wijdemeren,Mannen,15 tot 25 jaar,low,612.0
Wijk bij Duurstede,Mannen,15 tot 25 jaar,low,623.0
Winsum,Mannen,15 tot 25 jaar,low,
Winterswijk,Mannen,15 tot 25 jaar,low,852.0
Woensdrecht,Mannen,15 tot 25 jaar,low,392.0
Woerden,Mannen,15 tot 25 jaar,low,1591.0
De Wolden,Mannen,15 tot 25 jaar,low,678.0
Wormerland,Mannen,15 tot 25 jaar,low,468.0
Woudenberg,Mannen,15 tot 25 jaar,low,
Woudrichem,Mannen,15 tot 25 jaar,low,
Zaanstad,Mannen,15 tot 25 jaar,low,5126.0
Zaltbommel,Mannen,15 tot 25 jaar,low,1025.0
Zandvoort,Mannen,15 tot 25 jaar,low,
Zederik,Mannen,15 tot 25 jaar,low,
Zeevang,Mannen,15 tot 25 jaar,low,
Zeewolde,Mannen,15 tot 25 jaar,low,816.0
Zeist,Mannen,15 tot 25 jaar,low,2216.0
Zevenaar,Mannen,15 tot 25 jaar,low,1164.0
Zoetermeer,Mannen,15 tot 25 jaar,low,4212.0
Zoeterwoude,Mannen,15 tot 25 jaar,low,
Zuidhorn,Mannen,15 tot 25 jaar,low,
Zuidplas,Mannen,15 tot 25 jaar,low,1358.0
Zundert,Mannen,15 tot 25 jaar,low,536.0
Zutphen,Mannen,15 tot 25 jaar,low,1604.0
Zwartewaterland,Mannen,15 tot 25 jaar,low,835.0
Zwijndrecht,Mannen,15 tot 25 jaar,low,1370.0
Zwolle,Mannen,15 tot 25 jaar,low,4180.0
Aa en Hunze,Mannen,25 tot 35 jaar,low,153.0
Aalburg,Mannen,25 tot 35 jaar,low,
Aalsmeer,Mannen,25 tot 35 jaar,low,277.0
Aalten,Mannen,25 tot 35 jaar,low,168.0
Achtkarspelen,Mannen,25 tot 35 jaar,low,302.0
Alblasserdam,Mannen,25 tot 35 jaar,low,346.0
Albrandswaard,Mannen,25 tot 35 jaar,low,194.0
Alkmaar,Mannen,25 tot 35 jaar,low,1102.0
Almelo,Mannen,25 tot 35 jaar,low,1058.0
Almere,Mannen,25 tot 35 jaar,low,3069.0
Alphen aan den Rijn,Mannen,25 tot 35 jaar,low,1288.0
Alphen-Chaam,Mannen,25 tot 35 jaar,low,
Altena,Mannen,25 tot 35 jaar,low,504.0
Ameland,Mannen,25 tot 35 jaar,low,
Amersfoort,Mannen,25 tot 35 jaar,low,1221.0
Amstelveen,Mannen,25 tot 35 jaar,low,643.0
Amsterdam,Mannen,25 tot 35 jaar,low,11077.0
Apeldoorn,Mannen,25 tot 35 jaar,low,1885.0
Appingedam,Mannen,25 tot 35 jaar,low,
Arnhem,Mannen,25 tot 35 jaar,low,2891.0
Assen,Mannen,25 tot 35 jaar,low,666.0
Asten,Mannen,25 tot 35 jaar,low,480.0
Baarle-Nassau,Mannen,25 tot 35 jaar,low,
Baarn,Mannen,25 tot 35 jaar,low,484.0
Barendrecht,Mannen,25 tot 35 jaar,low,240.0
Barneveld,Mannen,25 tot 35 jaar,low,725.0
Bedum,Mannen,25 tot 35 jaar,low,
Beek (L.),Mannen,25 tot 35 jaar,low,
Beekdaelen,Mannen,25 tot 35 jaar,low,482.0
Beemster,Mannen,25 tot 35 jaar,low,
Beesel,Mannen,25 tot 35 jaar,low,
Bellingwedde,Mannen,25 tot 35 jaar,low,
Berg en Dal,Mannen,25 tot 35 jaar,low,279.0
Bergambacht,Mannen,25 tot 35 jaar,low,
Bergeijk,Mannen,25 tot 35 jaar,low,106.0
Bergen (L.),Mannen,25 tot 35 jaar,low,
Bergen (NH.),Mannen,25 tot 35 jaar,low,144.0
Bergen op Zoom,Mannen,25 tot 35 jaar,low,1126.0
Berkelland,Mannen,25 tot 35 jaar,low,448.0
Bernheze,Mannen,25 tot 35 jaar,low,217.0
Bernisse,Mannen,25 tot 35 jaar,low,
Best,Mannen,25 tot 35 jaar,low,234.0
Beuningen,Mannen,25 tot 35 jaar,low,171.0
Beverwijk,Mannen,25 tot 35 jaar,low,499.0
het Bildt,Mannen,25 tot 35 jaar,low,
De Bilt,Mannen,25 tot 35 jaar,low,302.0
Binnenmaas,Mannen,25 tot 35 jaar,low,
Bladel,Mannen,25 tot 35 jaar,low,120.0
Blaricum,Mannen,25 tot 35 jaar,low,
Bloemendaal,Mannen,25 tot 35 jaar,low,
Boarnsterhim,Mannen,25 tot 35 jaar,low,
Bodegraven-Reeuwijk,Mannen,25 tot 35 jaar,low,253.0
Boekel,Mannen,25 tot 35 jaar,low,
Ten Boer,Mannen,25 tot 35 jaar,low,
Borger-Odoorn,Mannen,25 tot 35 jaar,low,187.0
Borne,Mannen,25 tot 35 jaar,low,111.0
Borsele,Mannen,25 tot 35 jaar,low,137.0
Boskoop,Mannen,25 tot 35 jaar,low,
Boxmeer,Mannen,25 tot 35 jaar,low,
Boxtel,Mannen,25 tot 35 jaar,low,359.0
Breda,Mannen,25 tot 35 jaar,low,1904.0
Brielle,Mannen,25 tot 35 jaar,low,
Bronckhorst,Mannen,25 tot 35 jaar,low,168.0
Brummen,Mannen,25 tot 35 jaar,low,176.0
Brunssum,Mannen,25 tot 35 jaar,low,328.0
Bunnik,Mannen,25 tot 35 jaar,low,
Bunschoten,Mannen,25 tot 35 jaar,low,222.0
Buren,Mannen,25 tot 35 jaar,low,508.0
Bussum,Mannen,25 tot 35 jaar,low,
Capelle aan den IJssel,Mannen,25 tot 35 jaar,low,680.0
Castricum,Mannen,25 tot 35 jaar,low,137.0
Coevorden,Mannen,25 tot 35 jaar,low,274.0
Cranendonck,Mannen,25 tot 35 jaar,low,618.0
Cromstrijen,Mannen,25 tot 35 jaar,low,
Cuijk,Mannen,25 tot 35 jaar,low,
Culemborg,Mannen,25 tot 35 jaar,low,258.0
Dalfsen,Mannen,25 tot 35 jaar,low,141.0
Dantumadiel,Mannen,25 tot 35 jaar,low,152.0
Delft,Mannen,25 tot 35 jaar,low,804.0
Delfzijl,Mannen,25 tot 35 jaar,low,
Deurne,Mannen,25 tot 35 jaar,low,491.0
Deventer,Mannen,25 tot 35 jaar,low,1174.0
Diemen,Mannen,25 tot 35 jaar,low,161.0
Dijk en Waard,Mannen,25 tot 35 jaar,low,852.0
Dinkelland,Mannen,25 tot 35 jaar,low,82.0
Doesburg,Mannen,25 tot 35 jaar,low,
Doetinchem,Mannen,25 tot 35 jaar,low,554.0
Dongen,Mannen,25 tot 35 jaar,low,207.0
Dongeradeel,Mannen,25 tot 35 jaar,low,
Dordrecht,Mannen,25 tot 35 jaar,low,1408.0
Drechterland,Mannen,25 tot 35 jaar,low,166.0
Drimmelen,Mannen,25 tot 35 jaar,low,416.0
Dronten,Mannen,25 tot 35 jaar,low,574.0
Druten,Mannen,25 tot 35 jaar,low,161.0
Duiven,Mannen,25 tot 35 jaar,low,228.0
Echt-Susteren,Mannen,25 tot 35 jaar,low,457.0
Edam-Volendam,Mannen,25 tot 35 jaar,low,237.0
Ede,Mannen,25 tot 35 jaar,low,1544.0
Eemnes,Mannen,25 tot 35 jaar,low,
Eemsdelta,Mannen,25 tot 35 jaar,low,382.0
Eemsmond,Mannen,25 tot 35 jaar,low,
Eersel,Mannen,25 tot 35 jaar,low,169.0
