region,gender,age_group,education,N
Midden-Noord-Brabant (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",3468
Midden-Noord-Brabant (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",5574
Midden-Noord-Brabant (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",16436
Midden-Noord-Brabant (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",13526
Midden-Noord-Brabant (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",6845
Midden-Noord-Brabant (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",13345
Midden-Noord-Brabant (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",11178
Midden-Noord-Brabant (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",7219
Midden-Noord-Brabant (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",13706
Midden-Noord-Brabant (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",10876
Midden-Noord-Brabant (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",9610
Midden-Noord-Brabant (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",15523
Midden-Noord-Brabant (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",10067
Midden-Noord-Brabant (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",8498
Midden-Noord-Brabant (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",11028
Midden-Noord-Brabant (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",7975
Midden-Noord-Brabant (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",12328
Midden-Noord-Brabant (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",15532
Midden-Noord-Brabant (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",4840
Midden-Noord-Brabant (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",3240
Midden-Noord-Brabant (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",13226
Midden-Noord-Brabant (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",16967
Midden-Noord-Brabant (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",5259
Midden-Noord-Brabant (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",11795
Midden-Noord-Brabant (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",13346
Midden-Noord-Brabant (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",6932
Midden-Noord-Brabant (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",13133
Midden-Noord-Brabant (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",11734
Midden-Noord-Brabant (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",11340
Midden-Noord-Brabant (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",15645
Midden-Noord-Brabant (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",8015
Midden-Noord-Brabant (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",12568
Midden-Noord-Brabant (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",10345
Midden-Noord-Brabant (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",5586
Noord-Drenthe (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",6238
Noord-Drenthe (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",4554
Noord-Drenthe (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",508
Noord-Drenthe (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",1372
Noord-Drenthe (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",5390
Noord-Drenthe (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",3048
Noord-Drenthe (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",1632
Noord-Drenthe (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",4995
Noord-Drenthe (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",4473
Noord-Drenthe (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",1888
Noord-Drenthe (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",5962
Noord-Drenthe (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",4650
Noord-Drenthe (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",3045
Noord-Drenthe (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",6930
Noord-Drenthe (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",5040
Noord-Drenthe (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",2611
Noord-Drenthe (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",5376
Noord-Drenthe (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",4813
Noord-Drenthe (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",4822
Noord-Drenthe (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",4175
Noord-Drenthe (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",804
Noord-Drenthe (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",1086
Noord-Drenthe (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",3956
Noord-Drenthe (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",4158
Noord-Drenthe (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",1010
Noord-Drenthe (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",4251
Noord-Drenthe (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",5828
Noord-Drenthe (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",1522
Noord-Drenthe (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",5599
Noord-Drenthe (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",5779
Noord-Drenthe (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",3188
Noord-Drenthe (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",7115
Noord-Drenthe (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",5097
Noord-Drenthe (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",4104
Noord-Drenthe (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",5818
Noord-Drenthe (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",3578
Noord-Friesland (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",10399
Noord-Friesland (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",10137
Noord-Friesland (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",1243
Noord-Friesland (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",3017
Noord-Friesland (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",11795
Noord-Friesland (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",6288
Noord-Friesland (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",3647
Noord-Friesland (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",9836
Noord-Friesland (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",5898
Noord-Friesland (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",4753
Noord-Friesland (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",10200
Noord-Friesland (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",5447
Noord-Friesland (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",6417
Noord-Friesland (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",10902
Noord-Friesland (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",5681
Noord-Friesland (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",6260
Noord-Friesland (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",8092
Noord-Friesland (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",5148
Noord-Friesland (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",8925
Noord-Friesland (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",10416
Noord-Friesland (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",1938
Noord-Friesland (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",2683
Noord-Friesland (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",8434
Noord-Friesland (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",8183
Noord-Friesland (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",2371
Noord-Friesland (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",7946
Noord-Friesland (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",7783
Noord-Friesland (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",3505
Noord-Friesland (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",9445
Noord-Friesland (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",6851
Noord-Friesland (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",6348
Noord-Friesland (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",10718
Noord-Friesland (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",5934
Noord-Friesland (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",7840
Noord-Friesland (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",7370
Noord-Friesland (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",4390
Noord-Limburg (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",8250
Noord-Limburg (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",7194
Noord-Limburg (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",1040
Noord-Limburg (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",3510
Noord-Limburg (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",9126
Noord-Limburg (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",5364
Noord-Limburg (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",3581
Noord-Limburg (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",7889
Noord-Limburg (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",5830
Noord-Limburg (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",4623
Noord-Limburg (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",8427
Noord-Limburg (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",5169
Noord-Limburg (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",6179
Noord-Limburg (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",10511
Noord-Limburg (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",6110
Noord-Limburg (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",6208
Noord-Limburg (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",7876
Noord-Limburg (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",5316
Noord-Limburg (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",7053
Noord-Limburg (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",6642
Noord-Limburg (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",1520
Noord-Limburg (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",2673
Noord-Limburg (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",6650
Noord-Limburg (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",6976
Noord-Limburg (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",2622
Noord-Limburg (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",7214
Noord-Limburg (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",6864
Noord-Limburg (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",4429
Noord-Limburg (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",8436
Noord-Limburg (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",5435
Noord-Limburg (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",7123
Noord-Limburg (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",10618
Noord-Limburg (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",4659
Noord-Limburg (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",8486
Noord-Limburg (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",7503
Noord-Limburg (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",2911
Noord-Overijssel (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",11985
Noord-Overijssel (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",11296
Noord-Overijssel (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",2193
Noord-Overijssel (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",3009
Noord-Overijssel (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",13413
Noord-Overijssel (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",9078
Noord-Overijssel (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",4325
Noord-Overijssel (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",11518
Noord-Overijssel (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",8456
Noord-Overijssel (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",5366
Noord-Overijssel (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",11123
Noord-Overijssel (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",8012
Noord-Overijssel (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",6656
Noord-Overijssel (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",11836
Noord-Overijssel (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",7407
Noord-Overijssel (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",6314
Noord-Overijssel (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",8549
Noord-Overijssel (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",5617
Noord-Overijssel (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",10320
Noord-Overijssel (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",10968
Noord-Overijssel (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",2712
Noord-Overijssel (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",2503
Noord-Overijssel (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",9720
Noord-Overijssel (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",12077
Noord-Overijssel (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",3165
Noord-Overijssel (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",9591
Noord-Overijssel (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",11067
Noord-Overijssel (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",4441
Noord-Overijssel (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",11248
Noord-Overijssel (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",8711
Noord-Overijssel (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",7787
Noord-Overijssel (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",11616
Noord-Overijssel (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",6296
Noord-Overijssel (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",9004
Noord-Overijssel (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",7721
Noord-Overijssel (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",3995
Noordoost-Noord-Brabant (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",19503
Noordoost-Noord-Brabant (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",16981
Noordoost-Noord-Brabant (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",2916
Noordoost-Noord-Brabant (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",5980
Noordoost-Noord-Brabant (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",20865
Noordoost-Noord-Brabant (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",17454
Noordoost-Noord-Brabant (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",7599
Noordoost-Noord-Brabant (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",17181
Noordoost-Noord-Brabant (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",16520
Noordoost-Noord-Brabant (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",9157
Noordoost-Noord-Brabant (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",19053
Noordoost-Noord-Brabant (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",15190
Noordoost-Noord-Brabant (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",13380
Noordoost-Noord-Brabant (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",21528
Noordoost-Noord-Brabant (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",15392
Noordoost-Noord-Brabant (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",12403
Noordoost-Noord-Brabant (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",15635
Noordoost-Noord-Brabant (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",12362
Noordoost-Noord-Brabant (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",15738
Noordoost-Noord-Brabant (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",16177
Noordoost-Noord-Brabant (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",4648
Noordoost-Noord-Brabant (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",3762
Noordoost-Noord-Brabant (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",15424
Noordoost-Noord-Brabant (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",22572
Noordoost-Noord-Brabant (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",5945
Noordoost-Noord-Brabant (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",14444
Noordoost-Noord-Brabant (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",19511
Noordoost-Noord-Brabant (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",8550
Noordoost-Noord-Brabant (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",17837
Noordoost-Noord-Brabant (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",17013
Noordoost-Noord-Brabant (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",15170
Noordoost-Noord-Brabant (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",21906
Noordoost-Noord-Brabant (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",12824
Noordoost-Noord-Brabant (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",16892
Noordoost-Noord-Brabant (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",15457
Noordoost-Noord-Brabant (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",8610
Oost-Groningen (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",4658
Oost-Groningen (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",3223
Oost-Groningen (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",320
Oost-Groningen (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",1894
Oost-Groningen (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",4404
Oost-Groningen (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",1401
Oost-Groningen (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",1672
Oost-Groningen (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",4358
Oost-Groningen (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",1478
Oost-Groningen (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",2172
Oost-Groningen (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",4690
Oost-Groningen (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",2038
Oost-Groningen (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",3143
Oost-Groningen (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",5670
Oost-Groningen (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",1987
Oost-Groningen (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",2911
Oost-Groningen (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",4297
Oost-Groningen (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",2092
Oost-Groningen (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",3809
Oost-Groningen (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",2909
Oost-Groningen (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",482
Oost-Groningen (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",910
Oost-Groningen (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",4039
Oost-Groningen (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",2051
Oost-Groningen (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",1504
Oost-Groningen (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",3672
Oost-Groningen (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",2124
Oost-Groningen (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",2252
Oost-Groningen (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",4539
Oost-Groningen (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",2109
Oost-Groningen (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",3910
Oost-Groningen (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",5108
Oost-Groningen (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",1793
Oost-Groningen (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",4617
Oost-Groningen (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",3392
Oost-Groningen (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",1492
Oost-Zuid-Holland (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",9812
Oost-Zuid-Holland (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",9098
Oost-Zuid-Holland (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",1489
Oost-Zuid-Holland (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",3616
Oost-Zuid-Holland (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",10871
Oost-Zuid-Holland (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",8113
Oost-Zuid-Holland (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",4446
Oost-Zuid-Holland (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",9308
Oost-Zuid-Holland (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",8147
Oost-Zuid-Holland (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",4665
Oost-Zuid-Holland (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",9502
Oost-Zuid-Holland (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",7233
Oost-Zuid-Holland (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",6244
Oost-Zuid-Holland (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",10382
Oost-Zuid-Holland (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",7575
Oost-Zuid-Holland (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",5557
Oost-Zuid-Holland (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",7333
Oost-Zuid-Holland (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",6010
Oost-Zuid-Holland (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",8369
Oost-Zuid-Holland (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",8859
Oost-Zuid-Holland (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",2372
Oost-Zuid-Holland (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",2597
Oost-Zuid-Holland (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",8813
Oost-Zuid-Holland (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",10789
Oost-Zuid-Holland (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",3182
