region,gender,age_group,education,N
Zuidwest-Friesland (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",1868
Zuidwest-Gelderland (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",7632
Zuidwest-Gelderland (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",7250
Zuidwest-Gelderland (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",1034
Zuidwest-Gelderland (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",2664
Zuidwest-Gelderland (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",8501
Zuidwest-Gelderland (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",4235
Zuidwest-Gelderland (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",3152
Zuidwest-Gelderland (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",7405
Zuidwest-Gelderland (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",4728
Zuidwest-Gelderland (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",4366
Zuidwest-Gelderland (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",7304
Zuidwest-Gelderland (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",4930
Zuidwest-Gelderland (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",5983
Zuidwest-Gelderland (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",7971
Zuidwest-Gelderland (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",5327
Zuidwest-Gelderland (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",4925
Zuidwest-Gelderland (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",5558
Zuidwest-Gelderland (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",3917
Zuidwest-Gelderland (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",6308
Zuidwest-Gelderland (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",6742
Zuidwest-Gelderland (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",1436
Zuidwest-Gelderland (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",1617
Zuidwest-Gelderland (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",6806
Zuidwest-Gelderland (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",6277
Zuidwest-Gelderland (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",2805
Zuidwest-Gelderland (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",6450
Zuidwest-Gelderland (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",5730
Zuidwest-Gelderland (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",4099
Zuidwest-Gelderland (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",7358
Zuidwest-Gelderland (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",5342
Zuidwest-Gelderland (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",6643
Zuidwest-Gelderland (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",7968
Zuidwest-Gelderland (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",4589
Zuidwest-Gelderland (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",6220
Zuidwest-Gelderland (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",4687
Zuidwest-Gelderland (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",3694
Zuidwest-Overijssel (CR),Mannen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",4960
Zuidwest-Overijssel (CR),Mannen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",4380
Zuidwest-Overijssel (CR),Mannen,15 tot 25 jaar,"3 Hbo, wo",650
Zuidwest-Overijssel (CR),Mannen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",1498
Zuidwest-Overijssel (CR),Mannen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",5096
Zuidwest-Overijssel (CR),Mannen,25 tot 35 jaar,"3 Hbo, wo",3806
Zuidwest-Overijssel (CR),Mannen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",1392
Zuidwest-Overijssel (CR),Mannen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",4147
Zuidwest-Overijssel (CR),Mannen,35 tot 45 jaar,"3 Hbo, wo",4061
Zuidwest-Overijssel (CR),Mannen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",2101
Zuidwest-Overijssel (CR),Mannen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",4315
Zuidwest-Overijssel (CR),Mannen,45 tot 55 jaar,"3 Hbo, wo",3774
Zuidwest-Overijssel (CR),Mannen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",2688
Zuidwest-Overijssel (CR),Mannen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",5172
Zuidwest-Overijssel (CR),Mannen,55 tot 65 jaar,"3 Hbo, wo",4140
Zuidwest-Overijssel (CR),Mannen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",2217
Zuidwest-Overijssel (CR),Mannen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",3956
Zuidwest-Overijssel (CR),Mannen,65 tot 75 jaar,"3 Hbo, wo",3027
Zuidwest-Overijssel (CR),Vrouwen,15 tot 25 jaar,"1 Basisonderwijs, vmbo, mbo1",4057
Zuidwest-Overijssel (CR),Vrouwen,15 tot 25 jaar,"2 Havo, vwo, mbo2-4",4149
Zuidwest-Overijssel (CR),Vrouwen,15 tot 25 jaar,"3 Hbo, wo",984
Zuidwest-Overijssel (CR),Vrouwen,25 tot 35 jaar,"1 Basisonderwijs, vmbo, mbo1",920
Zuidwest-Overijssel (CR),Vrouwen,25 tot 35 jaar,"2 Havo, vwo, mbo2-4",4090
Zuidwest-Overijssel (CR),Vrouwen,25 tot 35 jaar,"3 Hbo, wo",4990
Zuidwest-Overijssel (CR),Vrouwen,35 tot 45 jaar,"1 Basisonderwijs, vmbo, mbo1",1520
Zuidwest-Overijssel (CR),Vrouwen,35 tot 45 jaar,"2 Havo, vwo, mbo2-4",3458
Zuidwest-Overijssel (CR),Vrouwen,35 tot 45 jaar,"3 Hbo, wo",4522
Zuidwest-Overijssel (CR),Vrouwen,45 tot 55 jaar,"1 Basisonderwijs, vmbo, mbo1",1997
Zuidwest-Overijssel (CR),Vrouwen,45 tot 55 jaar,"2 Havo, vwo, mbo2-4",4108
Zuidwest-Overijssel (CR),Vrouwen,45 tot 55 jaar,"3 Hbo, wo",4295
Zuidwest-Overijssel (CR),Vrouwen,55 tot 65 jaar,"1 Basisonderwijs, vmbo, mbo1",3118
Zuidwest-Overijssel (CR),Vrouwen,55 tot 65 jaar,"2 Havo, vwo, mbo2-4",5379
Zuidwest-Overijssel (CR),Vrouwen,55 tot 65 jaar,"3 Hbo, wo",3403
Zuidwest-Overijssel (CR),Vrouwen,65 tot 75 jaar,"1 Basisonderwijs, vmbo, mbo1",3439
Zuidwest-Overijssel (CR),Vrouwen,65 tot 75 jaar,"2 Havo, vwo, mbo2-4",3734
Zuidwest-Overijssel (CR),Vrouwen,65 tot 75 jaar,"3 Hbo, wo",2337
