,birthyear,age,municipality,mun_code,number_of_children,Q91,gender,marital_status,living_situation,interest_in_politics,days_per_week_tv_news,days_per_week_newspaper,turnout_in_2022,vote_in_2022,vote_in_2019,party_attachment_strength,class_differences_perception,gross_annual_income,economic_security,social_class_identity,union_membership,employment_sector,school_education,higher_education
88,1965.0,61.0,København,101.0,2.0,1.0,Women,Married,Living with spouse,Very interested,7.0,7.0,"I usually vote, did not vote",Did not vote,A: Socialdemokraterne,,Yes,"150,000-199,999 kr.",Insecure,,"No, not a member",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
89,1966.0,60.0,København,101.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,2.0,7.0,Voted,A: Socialdemokratiet,F: SF - Socialistisk Folkeparti,,Yes,"600,000-699,999 kr.",Secure,Middle class,"Yes, member of a labor union",,H1030 Primary school 10th grade,H50 Vocational bachelors educations
90,1966.0,60.0,København,101.0,1.0,1.0,Women,Single,Living alone,Very interested,3.0,7.0,,A: Socialdemokratiet,A: Socialdemokraterne,,No,"450,000-499,999 kr.",Very secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
91,1966.0,60.0,København,101.0,2.0,3.0,Women,Divorced,Living alone,Very interested,7.0,7.0,,B: Det Radikale Venstre,B: Det Radikale Venstre,Strongly convinced supporter,Yes,"250,000-299,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",
92,1966.0,60.0,København,101.0,2.0,4.0,Women,Single,Living alone,Very interested,7.0,4.0,,D: Nye Borgerlige,O: Dansk Folkeparti,,Yes,"300,000-349,999 kr.",Insecure,Working class,"Yes, member of a labor union",,H1030 Primary school 10th grade,
93,1966.0,60.0,København,101.0,1.0,1.0,Men,Married,Living alone,Very interested,4.0,7.0,Voted,Å: Alternativet,Ø: Enhedslisten,Not strongly convinced supporter,Yes,"1,000,000-1,199,999 kr.",Very secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
94,1966.0,60.0,København,101.0,2.0,4.0,Women,In a steady relationship,Living alone,Somewhat interested,3.0,1.0,,Å: Alternativet,Ø: Enhedslisten,,Yes,"350,000-399,999 kr.",Secure,Middle class,"Yes, member of a labor union",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",
95,1966.0,60.0,København,101.0,2.0,1.0,Women,Married,Living with spouse,Not at all interested,7.0,7.0,Voted,Voted blank,,,Yes,,Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
96,1966.0,60.0,København,101.0,1.0,1.0,Men,In a steady relationship,Living with cohabitant,Somewhat interested,0.0,7.0,,,,Strongly convinced supporter,Yes,"500,000-599,999 kr.",Very secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
97,1967.0,59.0,København,101.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,1.0,7.0,,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"350,000-399,999 kr.",Secure,Middle class,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
98,1967.0,59.0,København,101.0,2.0,1.0,Men,In a steady relationship,Living with cohabitant,Only slightly interested,6.0,2.0,,V: Venstre,V: Venstre,,Yes,"500,000-599,999 kr.",Secure,,"Yes, member of a labor union",,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
99,1967.0,59.0,København,101.0,1.0,1.0,Men,Single,Living alone,Very interested,7.0,7.0,Voted,Å: Alternativet,Ø: Enhedslisten,,Yes,"450,000-499,999 kr.",Insecure,Middle class,"Yes, member of a labor union",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",
100,1968.0,58.0,København,101.0,1.0,1.0,Women,Married,Living with spouse,Very interested,4.0,7.0,,B: Det Radikale Venstre,B: Det Radikale Venstre,,Yes,"600,000-699,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
101,1968.0,58.0,København,101.0,2.0,1.0,Women,Divorced,Living alone,Somewhat interested,5.0,7.0,Voted,V: Venstre,V: Venstre,Not strongly convinced supporter,Yes,"400,000-449,999 kr.",Very secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
102,1968.0,58.0,København,101.0,2.0,1.0,Women,In a steady relationship,Living alone,Somewhat interested,6.0,2.0,Voted,Ø: Enhedslisten,Ø: Enhedslisten,,Yes,"100,000-149,999 kr.",Very insecure,Middle class,"Yes, member of a labor union",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
103,1969.0,57.0,København,101.0,2.0,1.0,Women,In a steady relationship,Living with cohabitant,Somewhat interested,5.0,7.0,,B: Det Radikale Venstre,B: Det Radikale Venstre,,Yes,"350,000-399,999 kr.",Neither secure nor insecure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
104,1969.0,57.0,København,101.0,2.0,1.0,Women,Single,Living alone,Only slightly interested,7.0,6.0,,F: SF - Socialistisk Folkeparti,F: SF - Socialistisk Folkeparti,,Yes,"250,000-299,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
105,1969.0,57.0,København,101.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,5.0,2.0,,M: Moderaterne,B: Det Radikale Venstre,,Yes,"1,000,000-1,199,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
106,1969.0,57.0,København,101.0,1.0,1.0,Women,In a steady relationship,Living with cohabitant,Somewhat interested,3.0,7.0,,V: Venstre,C: Det Konservative Folkeparti,,Yes,"200,000-249,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
107,1969.0,57.0,København,101.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,3.0,4.0,Voted,Å: Alternativet,Ø: Enhedslisten,Strongly convinced supporter,Yes,"400,000-449,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
108,1970.0,56.0,København,101.0,2.0,1.0,Women,Married,Living alone,Only slightly interested,2.0,7.0,Voted,F: SF - Socialistisk Folkeparti,A: Socialdemokraterne,,Yes,"600,000-699,999 kr.",Insecure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
109,1970.0,56.0,København,101.0,1.0,1.0,Women,Single,Living alone,Somewhat interested,7.0,0.0,Voted,F: SF - Socialistisk Folkeparti,A: Socialdemokraterne,Not strongly convinced supporter,Yes,"300,000-349,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
110,1971.0,55.0,København,101.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,4.0,1.0,,F: SF - Socialistisk Folkeparti,A: Socialdemokraterne,,Yes,"350,000-399,999 kr.",Insecure,,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
111,1971.0,55.0,København,101.0,1.0,4.0,Women,In a steady relationship,Living with cohabitant,Somewhat interested,7.0,7.0,,M: Moderaterne,V: Venstre,,Yes,"600,000-699,999 kr.",Insecure,,"No, not a member",,"H2020 Upper secondary education, General (hhx, htx)",
112,1971.0,55.0,København,101.0,1.0,1.0,Men,In a steady relationship,Living with cohabitant,Very interested,7.0,7.0,,M: Moderaterne,A: Socialdemokraterne,,Yes,"500,000-599,999 kr.",Neither secure nor insecure,Middle class,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
113,1971.0,55.0,København,101.0,2.0,1.0,Men,Married,Living with spouse,Only slightly interested,5.0,7.0,Voted,V: Venstre,A: Socialdemokraterne,,Yes,"1,000,000-1,199,999 kr.",Neither secure nor insecure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
114,1971.0,55.0,København,101.0,1.0,3.0,Women,Married,Living with spouse,Somewhat interested,1.0,1.0,Voted,Ø: Enhedslisten,Ø: Enhedslisten,,Yes,"350,000-399,999 kr.",Neither secure nor insecure,,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",
115,1971.0,55.0,København,101.0,1.0,1.0,Women,In a steady relationship,Living with other adults,Somewhat interested,7.0,7.0,,Voted blank,B: Det Radikale Venstre,,Yes,"800,000-999,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H60 Bachelors programs
116,1972.0,54.0,København,101.0,1.0,1.0,Women,Married,Living with spouse,Very interested,0.0,1.0,Voted,Å: Alternativet,Å: Alternativet,Not strongly convinced supporter,Yes,"200,000-249,999 kr.",Neither secure nor insecure,Middle class,"Yes, member of a labor union",Publicly employed,H1030 Primary school 10th grade,H50 Vocational bachelors educations
117,1973.0,53.0,København,101.0,1.0,1.0,Women,Married,Living with spouse,Only slightly interested,3.0,5.0,,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,No,"1,000,000-1,199,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
118,1973.0,53.0,København,101.0,2.0,1.0,Women,In a steady relationship,Living with cohabitant,Not at all interested,6.0,7.0,Voted,A: Socialdemokratiet,,,Yes,"450,000-499,999 kr.",Very secure,,"Yes, member of a labor union",,H90 Not stated,H30 Vocational Education and Training (VET)
119,1973.0,53.0,København,101.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,5.0,7.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"600,000-699,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
120,1973.0,53.0,København,101.0,2.0,1.0,Men,In a steady relationship,Living with cohabitant,Somewhat interested,7.0,0.0,,B: Det Radikale Venstre,B: Det Radikale Venstre,,Yes,"1,000,000-1,199,999 kr.",Secure,,"No, not a member",,"H2020 Upper secondary education, General (hhx, htx)",H40 Short cycle higher education
121,1973.0,53.0,København,101.0,1.0,1.0,Women,Divorced,Living alone,Only slightly interested,2.0,0.0,,I: Liberal Alliance,Å: Alternativet,,Yes,"400,000-449,999 kr.",Neither secure nor insecure,,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",H40 Short cycle higher education
122,1973.0,53.0,København,101.0,2.0,1.0,Women,Single,Living alone,Very interested,7.0,4.0,,I: Liberal Alliance,V: Venstre,,No,"450,000-499,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
123,1973.0,53.0,København,101.0,1.0,4.0,Women,Married,Living with spouse,Somewhat interested,3.0,4.0,,V: Venstre,V: Venstre,,Yes,"250,000-299,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",
124,1973.0,53.0,København,101.0,1.0,1.0,Women,In a steady relationship,Living with cohabitant,Somewhat interested,6.0,0.0,Voted,Another party,B: Det Radikale Venstre,,Yes,"Under 100,000 kr.",Insecure,Working class,"Yes, member of a labor union",Publicly employed,H90 Not stated,
125,1974.0,52.0,København,101.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,0.0,Voted,A: Socialdemokratiet,Voted blank,,Yes,"350,000-399,999 kr.",Very secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
126,1974.0,52.0,København,101.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,3.0,7.0,,B: Det Radikale Venstre,B: Det Radikale Venstre,Not strongly convinced supporter,Yes,"450,000-499,999 kr.",Insecure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
127,1974.0,52.0,København,101.0,,1.0,Women,Married,Living with spouse,Somewhat interested,5.0,2.0,Voted,B: Det Radikale Venstre,B: Det Radikale Venstre,,Yes,,Neither secure nor insecure,Middle class,"Yes, member of a labor union",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
128,1974.0,52.0,København,101.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,,Voted,B: Det Radikale Venstre,B: Det Radikale Venstre,,Yes,"350,000-399,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
129,1974.0,52.0,København,101.0,2.0,1.0,Men,Single,Living alone,Very interested,7.0,5.0,,C: Det Konservative Folkeparti,B: Det Radikale Venstre,,Yes,"300,000-349,999 kr.",Insecure,Middle class,"No, not a member",,"H2020 Upper secondary education, General (hhx, htx)",H70 Masters programs
130,1974.0,52.0,København,101.0,,1.0,Men,In a steady relationship,Living with cohabitant,Only slightly interested,0.0,0.0,I did not vote,Did not vote,Did not vote,,Yes,"350,000-399,999 kr.",Secure,Working class,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",
131,1975.0,51.0,København,101.0,1.0,1.0,Men,In a steady relationship,Living with cohabitant,Very interested,0.0,7.0,,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"700,000-799,999 kr.",Very secure,,"No, not a member",,"H2020 Upper secondary education, General (hhx, htx)",H50 Vocational bachelors educations
132,1975.0,51.0,København,101.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,5.0,7.0,,B: Det Radikale Venstre,B: Det Radikale Venstre,Not strongly convinced supporter,Yes,"700,000-799,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
133,1975.0,51.0,København,101.0,,1.0,Men,Married,Living with spouse,Somewhat interested,3.0,7.0,Voted,B: Det Radikale Venstre,B: Det Radikale Venstre,Not strongly convinced supporter,Yes,"800,000-999,999 kr.",Very secure,Middle class,"Yes, member of a labor union",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
134,1975.0,51.0,København,101.0,2.0,1.0,Men,Married,Living with spouse,Very interested,3.0,7.0,,C: Det Konservative Folkeparti,V: Venstre,,No,"500,000-599,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
135,1975.0,51.0,København,101.0,1.0,1.0,Women,Single,Living alone,Somewhat interested,7.0,0.0,,F: SF - Socialistisk Folkeparti,F: SF - Socialistisk Folkeparti,,Yes,"400,000-449,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H70 Masters programs
136,1975.0,51.0,København,101.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,6.0,7.0,,M: Moderaterne,C: Det Konservative Folkeparti,,Yes,"800,000-999,999 kr.",Secure,,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
137,1975.0,51.0,København,101.0,1.0,1.0,Men,Single,Living alone,Somewhat interested,7.0,1.0,Voted,V: Venstre,V: Venstre,Not strongly convinced supporter,Yes,"600,000-699,999 kr.",Neither secure nor insecure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H60 Bachelors programs
138,1976.0,50.0,København,101.0,2.0,1.0,Women,Single,Living alone,Somewhat interested,6.0,7.0,,A: Socialdemokratiet,V: Venstre,,Yes,"600,000-699,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
