,birthyear,age,municipality,mun_code,number_of_children,Q91,gender,marital_status,living_situation,interest_in_politics,days_per_week_tv_news,days_per_week_newspaper,turnout_in_2022,vote_in_2022,vote_in_2019,party_attachment_strength,class_differences_perception,gross_annual_income,economic_security,social_class_identity,union_membership,employment_sector,school_education,higher_education
1379,1974.0,52.0,Nyborg,450.0,1.0,1.0,Men,In a steady relationship,Living with cohabitant,Somewhat interested,7.0,0.0,,V: Venstre,V: Venstre,,Yes,"450,000-499,999 kr.",Secure,,"Yes, member of a labor union",,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
1380,1977.0,49.0,Nyborg,450.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,1.0,7.0,Voted,B: Det Radikale Venstre,Å: Alternativet,,Yes,"Under 100,000 kr.",Secure,Middle class,"No, not a member",Other/Not in workforce,H90 Not stated,H70 Masters programs
1381,1984.0,42.0,Nyborg,450.0,2.0,1.0,Men,Single,Living alone,Somewhat interested,5.0,0.0,Voted,Ø: Enhedslisten,Ø: Enhedslisten,Strongly convinced supporter,Yes,"150,000-199,999 kr.",Very insecure,Working class,"Yes, member of a labor union",Privately employed,"H2020 Upper secondary education, General (hhx, htx)",H30 Vocational Education and Training (VET)
1382,1998.0,28.0,Nyborg,450.0,2.0,3.0,Women,Single,Living alone,Somewhat interested,1.0,1.0,,F: SF - Socialistisk Folkeparti,F: SF - Socialistisk Folkeparti,Not strongly convinced supporter,Yes,"Under 100,000 kr.",Very insecure,,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",
1383,2003.0,23.0,Nyborg,450.0,2.0,,Men,In a steady relationship,Living with other adults,Only slightly interested,1.0,3.0,,V: Venstre,Did not vote,,No,"Under 100,000 kr.",Very secure,Middle class,"No, not a member",,H1030 Primary school 10th grade,
1384,,,Odense,461.0,2.0,4.0,Women,Divorced,Living alone,Somewhat interested,7.0,7.0,Voted,V: Venstre,V: Venstre,Not strongly convinced supporter,Yes,"350,000-399,999 kr.",Very secure,Middle class,"No, not a member",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",
1385,1932.0,94.0,Odense,461.0,1.0,1.0,Men,Married,,Very interested,7.0,7.0,Voted,Æ: Danmarksdemokraterne,O: Dansk Folkeparti,,,,Very secure,Middle class,"No, not a member",Other/Not in workforce,H1010 Primary school through to 6th grade,H30 Vocational Education and Training (VET)
1386,1941.0,85.0,Odense,461.0,1.0,1.0,Women,Married,Living alone,Only slightly interested,5.0,7.0,Voted,D: Nye Borgerlige,C: Det Konservative Folkeparti,Not strongly convinced supporter,Yes,"200,000-249,999 kr.",Very secure,Middle class,"Yes, member of a labor union",Self-employed,H1010 Primary school through to 6th grade,
1387,1942.0,84.0,Odense,461.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,7.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"200,000-249,999 kr.",Very secure,,"Yes, member of a labor union",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
1388,1943.0,83.0,Odense,461.0,2.0,1.0,Men,Married,Living with spouse,Somewhat interested,7.0,7.0,Voted,M: Moderaterne,V: Venstre,,Yes,"350,000-399,999 kr.",Secure,Middle class,"Yes, member of a labor union",Other/Not in workforce,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
1389,1944.0,82.0,Odense,461.0,2.0,1.0,Men,Married,Living with spouse,Only slightly interested,7.0,7.0,,A: Socialdemokratiet,A: Socialdemokraterne,Not strongly convinced supporter,Yes,"100,000-149,999 kr.",Very secure,,"No, not a member",Privately employed,H1010 Primary school through to 6th grade,H30 Vocational Education and Training (VET)
1390,1944.0,82.0,Odense,461.0,2.0,1.0,Men,Married,Living with spouse,Very interested,7.0,1.0,,D: Nye Borgerlige,D: Nye Borgerlige,,Yes,"400,000-449,999 kr.",Very secure,Middle class,"No, not a member",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
1391,1945.0,81.0,Odense,461.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,7.0,Voted,A: Socialdemokratiet,C: Det Konservative Folkeparti,Not strongly convinced supporter,Yes,"250,000-299,999 kr.",Very secure,Middle class,"No, not a member",Self-employed,,
1392,1945.0,81.0,Odense,461.0,2.0,1.0,Men,Married,Living with spouse,Very interested,7.0,7.0,Voted,B: Det Radikale Venstre,B: Det Radikale Venstre,Not strongly convinced supporter,Yes,"300,000-349,999 kr.",Secure,Middle class,"No, not a member",Self-employed,"H2020 Upper secondary education, General (hhx, htx)",H70 Masters programs
1393,1945.0,81.0,Odense,461.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,6.0,6.0,Voted,V: Venstre,K: Kristendemokraterne,,Yes,"100,000-149,999 kr.",Neither secure nor insecure,Middle class,"No, not a member",Publicly employed,H1010 Primary school through to 6th grade,H30 Vocational Education and Training (VET)
1394,1946.0,80.0,Odense,461.0,1.0,1.0,Women,Single,Living alone,Very interested,7.0,7.0,Voted,M: Moderaterne,V: Venstre,,Yes,"200,000-249,999 kr.",Secure,,"Yes, member of a labor union",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",
1395,1948.0,78.0,Odense,461.0,2.0,4.0,Women,Married,Living with spouse,Very interested,7.0,7.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"100,000-149,999 kr.",Secure,Working class,"Yes, member of a labor union",Self-employed,H1010 Primary school through to 6th grade,
1396,1948.0,78.0,Odense,461.0,2.0,,Men,Married,Living with spouse,Somewhat interested,6.0,7.0,Voted,V: Venstre,V: Venstre,Not strongly convinced supporter,Yes,"150,000-199,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",Privately employed,H1010 Primary school through to 6th grade,
1397,1948.0,78.0,Odense,461.0,2.0,1.0,Women,Married,Living with spouse,Only slightly interested,7.0,7.0,,V: Venstre,V: Venstre,Strongly convinced supporter,No,"100,000-149,999 kr.",Very secure,Middle class,"No, not a member",Other/Not in workforce,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
1398,1950.0,76.0,Odense,461.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,7.0,Voted,C: Det Konservative Folkeparti,,,Yes,"100,000-149,999 kr.",Secure,,"No, not a member",Publicly employed,H1020 Primary school 7th-9th grade,H30 Vocational Education and Training (VET)
1399,1950.0,76.0,Odense,461.0,2.0,1.0,Women,Married,Living with spouse,Not at all interested,1.0,7.0,,Did not vote,O: Dansk Folkeparti,,Yes,,Neither secure nor insecure,,"No, not a member",Publicly employed,H90 Not stated,H30 Vocational Education and Training (VET)
1400,1952.0,74.0,Odense,461.0,2.0,1.0,Women,Married,Living with spouse,Not at all interested,7.0,0.0,,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"100,000-149,999 kr.",Secure,Middle class,"No, not a member",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
1401,1952.0,74.0,Odense,461.0,2.0,4.0,Women,Married,Living with spouse,Somewhat interested,7.0,7.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,Not strongly convinced supporter,Yes,"150,000-199,999 kr.",Secure,Working class,"No, not a member",Publicly employed,H1030 Primary school 10th grade,
1402,1952.0,74.0,Odense,461.0,2.0,1.0,Men,Married,Living with spouse,Somewhat interested,7.0,7.0,,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"200,000-249,999 kr.",Secure,Working class,"No, not a member",Self-employed,H90 Not stated,H30 Vocational Education and Training (VET)
1403,1953.0,73.0,Odense,461.0,2.0,1.0,Men,Married,Living with spouse,Very interested,7.0,7.0,,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"150,000-199,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",Privately employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H90 Not stated
1404,1953.0,73.0,Odense,461.0,2.0,1.0,Men,Married,Living with spouse,Very interested,7.0,0.0,,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"100,000-149,999 kr.",Neither secure nor insecure,Working class,"Yes, member of a labor union",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
1405,1953.0,73.0,Odense,461.0,2.0,1.0,Women,Divorced,Living alone,Somewhat interested,6.0,0.0,,F: SF - Socialistisk Folkeparti,B: Det Radikale Venstre,,Yes,"600,000-699,999 kr.",Very secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
1406,1953.0,73.0,Odense,461.0,2.0,4.0,Women,Widow/widower,Living alone,Very interested,7.0,7.0,,Ø: Enhedslisten,Ø: Enhedslisten,Strongly convinced supporter,Yes,,Insecure,,"No, not a member",Self-employed,H90 Not stated,
1407,1954.0,72.0,Odense,461.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,7.0,,A: Socialdemokratiet,A: Socialdemokraterne,Not strongly convinced supporter,Yes,"300,000-349,999 kr.",Very secure,,"No, not a member",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H40 Short cycle higher education
1408,1954.0,72.0,Odense,461.0,2.0,1.0,Women,Married,Living with spouse,Very interested,7.0,7.0,Voted,F: SF - Socialistisk Folkeparti,A: Socialdemokraterne,,No,"150,000-199,999 kr.",Very insecure,Middle class,"No, not a member",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
1409,1956.0,70.0,Odense,461.0,1.0,1.0,Women,Married,Living with spouse,Only slightly interested,,7.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"100,000-149,999 kr.",Neither secure nor insecure,Working class,"Yes, member of a labor union",Self-employed,,
1410,1956.0,70.0,Odense,461.0,2.0,4.0,Women,Married,Living with spouse,Only slightly interested,7.0,7.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"200,000-249,999 kr.",Very secure,,"Yes, member of a labor union",Self-employed,H1030 Primary school 10th grade,
1411,1956.0,70.0,Odense,461.0,2.0,1.0,Women,Married,Living with spouse,Very interested,5.0,5.0,Voted,F: SF - Socialistisk Folkeparti,Ø: Enhedslisten,,Yes,"150,000-199,999 kr.",Very secure,,"Yes, member of a labor union",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
1412,1956.0,70.0,Odense,461.0,2.0,2.0,Men,Single,Living alone,Somewhat interested,7.0,0.0,,Ø: Enhedslisten,Ø: Enhedslisten,,Yes,"200,000-249,999 kr.",Very secure,Working class,"No, not a member",Self-employed,H1030 Primary school 10th grade,
1413,1957.0,69.0,Odense,461.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,1.0,,A: Socialdemokratiet,A: Socialdemokraterne,Not strongly convinced supporter,Yes,"300,000-349,999 kr.",Secure,Working class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H40 Short cycle higher education
1414,1957.0,69.0,Odense,461.0,2.0,1.0,Women,In a steady relationship,Living alone,Somewhat interested,5.0,6.0,Voted,O: Dansk Folkeparti,O: Dansk Folkeparti,,,"200,000-249,999 kr.",Neither secure nor insecure,Working class,"Yes, member of a labor union",Publicly employed,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
1415,1958.0,68.0,Odense,461.0,2.0,1.0,Men,Married,Living with spouse,Very interested,5.0,7.0,,A: Socialdemokratiet,B: Det Radikale Venstre,,Yes,"500,000-599,999 kr.",Secure,Middle class,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
1416,1958.0,68.0,Odense,461.0,2.0,4.0,Women,Widow/widower,Living alone,Not at all interested,5.0,0.0,,Did not vote,,,,"150,000-199,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",Self-employed,H1030 Primary school 10th grade,
1417,1959.0,67.0,Odense,461.0,2.0,1.0,Men,Married,Living with spouse,Somewhat interested,4.0,7.0,,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"500,000-599,999 kr.",Neither secure nor insecure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H40 Short cycle higher education
1418,1959.0,67.0,Odense,461.0,2.0,4.0,Women,Married,Living with spouse,Only slightly interested,7.0,7.0,Voted,C: Det Konservative Folkeparti,V: Venstre,,Yes,"300,000-349,999 kr.",Very insecure,,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",
1419,1959.0,67.0,Odense,461.0,2.0,1.0,Men,In a steady relationship,Living alone,Somewhat interested,6.0,0.0,,D: Nye Borgerlige,D: Nye Borgerlige,Not strongly convinced supporter,Yes,"300,000-349,999 kr.",Neither secure nor insecure,Working class,"No, not a member",,H1020 Primary school 7th-9th grade,H30 Vocational Education and Training (VET)
1420,1960.0,66.0,Odense,461.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,6.0,7.0,,I: Liberal Alliance,V: Venstre,,No,"1,200,000 kr. or more",Secure,Middle class,"Yes, member of a labor union",Privately employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
1421,1960.0,66.0,Odense,461.0,2.0,1.0,Men,Married,Living with spouse,Somewhat interested,7.0,4.0,Voted,M: Moderaterne,A: Socialdemokraterne,,No,"1,200,000 kr. or more",Secure,,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H30 Vocational Education and Training (VET)
1422,1961.0,65.0,Odense,461.0,2.0,1.0,Women,In a steady relationship,Living with cohabitant,Very interested,7.0,5.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"450,000-499,999 kr.",Very secure,Middle class,"Yes, member of a labor union",,H30 – Vocational Education and Training (VET),H30 Vocational Education and Training (VET)
1423,1961.0,65.0,Odense,461.0,2.0,1.0,Men,Married,Living with spouse,Somewhat interested,3.0,6.0,,C: Det Konservative Folkeparti,C: Det Konservative Folkeparti,,No,"500,000-599,999 kr.",Secure,Middle class,"No, not a member",,"H2020 Upper secondary education, General (hhx, htx)",H30 Vocational Education and Training (VET)
1424,1961.0,65.0,Odense,461.0,2.0,4.0,Men,Married,Living with spouse,Very interested,7.0,7.0,,Å: Alternativet,Ø: Enhedslisten,,Yes,"200,000-249,999 kr.",Insecure,Working class,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",
1425,1962.0,64.0,Odense,461.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,7.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"800,000-999,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
1426,1962.0,64.0,Odense,461.0,1.0,1.0,Women,Married,Living with spouse,Very interested,7.0,7.0,Voted,B: Det Radikale Venstre,B: Det Radikale Venstre,,Yes,"400,000-449,999 kr.",Neither secure nor insecure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
1427,1962.0,64.0,Odense,461.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,4.0,1.0,Voted,F: SF - Socialistisk Folkeparti,F: SF - Socialistisk Folkeparti,,Yes,"350,000-399,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
1428,1962.0,64.0,Odense,461.0,2.0,4.0,Women,Married,Living with spouse,Somewhat interested,7.0,0.0,,M: Moderaterne,V: Venstre,,Yes,"150,000-199,999 kr.",Insecure,,"No, not a member",Other/Not in workforce,"H2010 Upper secondary education, General (stx, hf, student courses)",
1429,1962.0,64.0,Odense,461.0,2.0,1.0,Men,Married,Living with spouse,Somewhat interested,6.0,7.0,Voted,M: Moderaterne,O: Dansk Folkeparti,,Yes,"400,000-449,999 kr.",Neither secure nor insecure,Middle class,"No, not a member",,H1030 Primary school 10th grade,H50 Vocational bachelors educations
1430,1964.0,62.0,Odense,461.0,2.0,4.0,Women,Married,Living with spouse,Only slightly interested,7.0,0.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"300,000-349,999 kr.",Very secure,Working class,"Yes, member of a labor union",,H1030 Primary school 10th grade,
1431,1964.0,62.0,Odense,461.0,2.0,1.0,Men,Single,Living alone,Somewhat interested,6.0,7.0,,V: Venstre,V: Venstre,Strongly convinced supporter,No,"500,000-599,999 kr.",Secure,,"No, not a member",,H1020 Primary school 7th-9th grade,H30 Vocational Education and Training (VET)
1432,1964.0,62.0,Odense,461.0,2.0,4.0,Women,In a steady relationship,Living alone,Only slightly interested,7.0,0.0,I did not vote,Did not vote,A: Socialdemokraterne,,Yes,"600,000-699,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",
1433,1965.0,61.0,Odense,461.0,2.0,1.0,Women,Divorced,Living alone,Somewhat interested,0.0,0.0,Voted,D: Nye Borgerlige,A: Socialdemokraterne,,Yes,"250,000-299,999 kr.",Insecure,Working class,"No, not a member",Publicly employed,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
1434,1966.0,60.0,Odense,461.0,2.0,4.0,Women,In a steady relationship,Living with cohabitant,Somewhat interested,7.0,7.0,Voted,C: Det Konservative Folkeparti,B: Det Radikale Venstre,,Yes,"500,000-599,999 kr.",Secure,,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",
1435,1966.0,60.0,Odense,461.0,1.0,1.0,Women,Married,Living with spouse,Very interested,7.0,7.0,Voted,I: Liberal Alliance,V: Venstre,Strongly convinced supporter,No,"600,000-699,999 kr.",Very secure,Middle class,"No, not a member",Privately employed,,H30 Vocational Education and Training (VET)
1436,1966.0,60.0,Odense,461.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,5.0,3.0,Voted,M: Moderaterne,A: Socialdemokraterne,,Yes,,Secure,Working class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
1437,1967.0,59.0,Odense,461.0,2.0,1.0,Men,Single,Living alone,Only slightly interested,7.0,1.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,Not strongly convinced supporter,Yes,"450,000-499,999 kr.",Secure,,"Yes, member of a labor union",,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
1438,1968.0,58.0,Odense,461.0,1.0,1.0,Women,In a steady relationship,Living with cohabitant,Not at all interested,2.0,0.0,,Did not vote,Did not vote,,,"250,000-299,999 kr.",,,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H30 Vocational Education and Training (VET)
1439,1969.0,57.0,Odense,461.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,6.0,7.0,,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"600,000-699,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
1440,1969.0,57.0,Odense,461.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,2.0,0.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"300,000-349,999 kr.",Very secure,Middle class,"Yes, member of a labor union",,"H2020 Upper secondary education, General (hhx, htx)",H30 Vocational Education and Training (VET)
1441,1969.0,57.0,Odense,461.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,5.0,1.0,,C: Det Konservative Folkeparti,V: Venstre,,,"700,000-799,999 kr.",Insecure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
1442,1970.0,56.0,Odense,461.0,2.0,1.0,Women,In a steady relationship,Living with cohabitant,Somewhat interested,4.0,4.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"Under 100,000 kr.",Secure,,"Yes, member of a labor union",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
1443,1970.0,56.0,Odense,461.0,2.0,1.0,Women,Single,Living alone,Somewhat interested,4.0,5.0,,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,No,"500,000-599,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
1444,1970.0,56.0,Odense,461.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,3.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,Strongly convinced supporter,Yes,"350,000-399,999 kr.",Insecure,Middle class,"Yes, member of a labor union",Self-employed,H1020 Primary school 7th-9th grade,H50 Vocational bachelors educations
1445,1970.0,56.0,Odense,461.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,5.0,Voted,F: SF - Socialistisk Folkeparti,B: Det Radikale Venstre,,Yes,"450,000-499,999 kr.",Insecure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
1446,1970.0,56.0,Odense,461.0,1.0,1.0,Women,Married,Living with spouse,Only slightly interested,1.0,1.0,,I: Liberal Alliance,B: Det Radikale Venstre,,Yes,"400,000-449,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
1447,1971.0,55.0,Odense,461.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,3.0,3.0,Voted,A: Socialdemokratiet,Ø: Enhedslisten,Not strongly convinced supporter,Yes,"400,000-449,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
1448,1971.0,55.0,Odense,461.0,1.0,1.0,Men,In a steady relationship,Living with other adults,Somewhat interested,3.0,4.0,Voted,I: Liberal Alliance,I: Liberal Alliance,Not strongly convinced supporter,Yes,"400,000-449,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",,H90 Not stated,H40 Short cycle higher education
1449,1971.0,55.0,Odense,461.0,1.0,1.0,Men,Single,Living alone,Somewhat interested,5.0,5.0,Voted,Ø: Enhedslisten,Ø: Enhedslisten,,Yes,"150,000-199,999 kr.",Very insecure,Working class,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
1450,1972.0,54.0,Odense,461.0,2.0,1.0,Women,Married,Living with spouse,Somewhat interested,1.0,7.0,Voted,C: Det Konservative Folkeparti,B: Det Radikale Venstre,,Yes,"600,000-699,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H60 Bachelors programs
1451,1972.0,54.0,Odense,461.0,2.0,1.0,Men,Married,Living with spouse,Somewhat interested,6.0,4.0,Voted,F: SF - Socialistisk Folkeparti,A: Socialdemokraterne,,Yes,"500,000-599,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
1452,1974.0,52.0,Odense,461.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,5.0,7.0,,D: Nye Borgerlige,O: Dansk Folkeparti,,Yes,"400,000-449,999 kr.",Secure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H40 Short cycle higher education
1453,1975.0,51.0,Odense,461.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,5.0,0.0,,F: SF - Socialistisk Folkeparti,Ø: Enhedslisten,,Yes,"600,000-699,999 kr.",Very secure,Middle class,"No, not a member",,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
1454,1975.0,51.0,Odense,461.0,1.0,1.0,Women,Married,Living with spouse,Somewhat interested,7.0,0.0,,F: SF - Socialistisk Folkeparti,A: Socialdemokraterne,,Yes,"300,000-349,999 kr.",Neither secure nor insecure,Working class,"Yes, member of a labor union",Self-employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
1455,1975.0,51.0,Odense,461.0,1.0,1.0,Women,Married,Living with cohabitant,Somewhat interested,7.0,1.0,Voted,V: Venstre,C: Det Konservative Folkeparti,,Yes,"450,000-499,999 kr.",Secure,,"No, not a member",,"H2010 Upper secondary education, General (stx, hf, student courses)",H60 Bachelors programs
1456,1976.0,50.0,Odense,461.0,1.0,,Men,Married,Living with spouse,Not at all interested,2.0,2.0,Voted,A: Socialdemokratiet,A: Socialdemokraterne,Not strongly convinced supporter,No,"250,000-299,999 kr.",Secure,,"Yes, member of a labor union",Publicly employed,H90 Not stated,
1457,1976.0,50.0,Odense,461.0,1.0,1.0,Women,Single,Living with other adults,Very interested,7.0,,,F: SF - Socialistisk Folkeparti,B: Det Radikale Venstre,,Yes,"350,000-399,999 kr.",Neither secure nor insecure,Working class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
1458,1976.0,50.0,Odense,461.0,2.0,1.0,Women,Divorced,Living alone,Somewhat interested,3.0,0.0,Voted,M: Moderaterne,V: Venstre,,No,"300,000-349,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",,H90 Not stated,H40 Short cycle higher education
1459,1976.0,50.0,Odense,461.0,1.0,1.0,Men,Single,Living alone,Only slightly interested,6.0,6.0,Voted,M: Moderaterne,K: Kristendemokraterne,,Yes,"200,000-249,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",Publicly employed,"H2010 Upper secondary education, General (stx, hf, student courses)",H40 Short cycle higher education
1460,1976.0,50.0,Odense,461.0,2.0,,Men,Divorced,Living alone,Only slightly interested,5.0,5.0,Voted,,,,Yes,,,,"No, not a member",Privately employed,,
1461,1976.0,50.0,Odense,461.0,2.0,1.0,Men,In a steady relationship,Living alone,Only slightly interested,7.0,0.0,,Did not vote,Did not vote,,,"450,000-499,999 kr.",Secure,,"Yes, member of a labor union",,H1030 Primary school 10th grade,H30 Vocational Education and Training (VET)
1462,1977.0,49.0,Odense,461.0,1.0,1.0,Men,Married,Living with spouse,Very interested,7.0,1.0,,K: Kristendemokraterne,K: Kristendemokraterne,,Yes,"450,000-499,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H70 Masters programs
1463,1978.0,48.0,Odense,461.0,1.0,1.0,Men,Single,Living alone,Very interested,7.0,7.0,Voted,C: Det Konservative Folkeparti,C: Det Konservative Folkeparti,,Yes,"700,000-799,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H30 Vocational Education and Training (VET)
1464,1979.0,47.0,Odense,461.0,1.0,1.0,Men,Married,Living with spouse,Somewhat interested,3.0,7.0,,A: Socialdemokratiet,A: Socialdemokraterne,,Yes,"400,000-449,999 kr.",Secure,Middle class,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
1465,1979.0,47.0,Odense,461.0,2.0,2.0,Men,Single,Living alone,Very interested,5.0,5.0,Voted,D: Nye Borgerlige,D: Nye Borgerlige,Not strongly convinced supporter,Yes,"250,000-299,999 kr.",Secure,,"No, not a member",Publicly employed,H1030 Primary school 10th grade,
1466,1981.0,45.0,Odense,461.0,2.0,1.0,Men,Single,Living alone,Somewhat interested,3.0,7.0,,V: Venstre,A: Socialdemokraterne,Not strongly convinced supporter,Yes,"400,000-449,999 kr.",Neither secure nor insecure,,"Yes, member of a labor union",,"H2010 Upper secondary education, General (stx, hf, student courses)",H50 Vocational bachelors educations
