,Unnamed: 0,municipality,origin,education,age_group,gender,year,N
130891,10747052,Thisted,Persons of Danish origin,H30 Vocational Education and Training (VET),40-44,Men,2024,502
130892,10747054,Thisted,Persons of Danish origin,H30 Vocational Education and Training (VET),45-49,Women,2024,454
130893,10747055,Thisted,Persons of Danish origin,H30 Vocational Education and Training (VET),45-49,Men,2024,628
130894,10747057,Thisted,Persons of Danish origin,H30 Vocational Education and Training (VET),50-54,Women,2024,511
130895,10747058,Thisted,Persons of Danish origin,H30 Vocational Education and Training (VET),50-54,Men,2024,646
130896,10747060,Thisted,Persons of Danish origin,H30 Vocational Education and Training (VET),55-59,Women,2024,635
130897,10747061,Thisted,Persons of Danish origin,H30 Vocational Education and Training (VET),55-59,Men,2024,769
130898,10747063,Thisted,Persons of Danish origin,H30 Vocational Education and Training (VET),60-64,Women,2024,689
130899,10747064,Thisted,Persons of Danish origin,H30 Vocational Education and Training (VET),60-64,Men,2024,779
130900,10747066,Thisted,Persons of Danish origin,H30 Vocational Education and Training (VET),65-69,Women,2024,576
130901,10747067,Thisted,Persons of Danish origin,H30 Vocational Education and Training (VET),65-69,Men,2024,773
131000,10751642,Vesthimmerlands,Persons of Danish origin,H1010 Primary school through to 6th grade,15-19,Women,2024,2
131001,10751643,Vesthimmerlands,Persons of Danish origin,H1010 Primary school through to 6th grade,15-19,Men,2024,1
131002,10751645,Vesthimmerlands,Persons of Danish origin,H1010 Primary school through to 6th grade,20-24,Men,2024,1
131003,10751647,Vesthimmerlands,Persons of Danish origin,H1010 Primary school through to 6th grade,25-29,Women,2024,1
131004,10751648,Vesthimmerlands,Persons of Danish origin,H1010 Primary school through to 6th grade,25-29,Men,2024,1
131005,10751653,Vesthimmerlands,Persons of Danish origin,H1020 Primary school 7th-9th grade,15-19,Women,2024,538
131006,10751654,Vesthimmerlands,Persons of Danish origin,H1020 Primary school 7th-9th grade,15-19,Men,2024,653
131007,10751656,Vesthimmerlands,Persons of Danish origin,H1020 Primary school 7th-9th grade,20-24,Women,2024,67
131008,10751657,Vesthimmerlands,Persons of Danish origin,H1020 Primary school 7th-9th grade,20-24,Men,2024,158
131009,10751659,Vesthimmerlands,Persons of Danish origin,H1020 Primary school 7th-9th grade,25-29,Women,2024,59
131010,10751660,Vesthimmerlands,Persons of Danish origin,H1020 Primary school 7th-9th grade,25-29,Men,2024,101
131011,10751662,Vesthimmerlands,Persons of Danish origin,H1020 Primary school 7th-9th grade,30-34,Women,2024,70
131012,10751663,Vesthimmerlands,Persons of Danish origin,H1020 Primary school 7th-9th grade,30-34,Men,2024,120
131013,10751665,Vesthimmerlands,Persons of Danish origin,H1020 Primary school 7th-9th grade,35-39,Women,2024,60
131014,10751666,Vesthimmerlands,Persons of Danish origin,H1020 Primary school 7th-9th grade,35-39,Men,2024,93
131015,10751668,Vesthimmerlands,Persons of Danish origin,H1020 Primary school 7th-9th grade,40-44,Women,2024,37
131016,10751669,Vesthimmerlands,Persons of Danish origin,H1020 Primary school 7th-9th grade,40-44,Men,2024,103
131017,10751671,Vesthimmerlands,Persons of Danish origin,H1020 Primary school 7th-9th grade,45-49,Women,2024,29
131018,10751672,Vesthimmerlands,Persons of Danish origin,H1020 Primary school 7th-9th grade,45-49,Men,2024,100
131019,10751674,Vesthimmerlands,Persons of Danish origin,H1020 Primary school 7th-9th grade,50-54,Women,2024,64
131020,10751675,Vesthimmerlands,Persons of Danish origin,H1020 Primary school 7th-9th grade,50-54,Men,2024,162
131021,10751677,Vesthimmerlands,Persons of Danish origin,H1020 Primary school 7th-9th grade,55-59,Women,2024,83
131022,10751678,Vesthimmerlands,Persons of Danish origin,H1020 Primary school 7th-9th grade,55-59,Men,2024,204
131023,10751680,Vesthimmerlands,Persons of Danish origin,H1020 Primary school 7th-9th grade,60-64,Women,2024,92
131024,10751681,Vesthimmerlands,Persons of Danish origin,H1020 Primary school 7th-9th grade,60-64,Men,2024,236
131025,10751683,Vesthimmerlands,Persons of Danish origin,H1020 Primary school 7th-9th grade,65-69,Women,2024,164
131026,10751684,Vesthimmerlands,Persons of Danish origin,H1020 Primary school 7th-9th grade,65-69,Men,2024,191
131027,10751689,Vesthimmerlands,Persons of Danish origin,H1030 Primary school 10th grade,15-19,Women,2024,302
131028,10751690,Vesthimmerlands,Persons of Danish origin,H1030 Primary school 10th grade,15-19,Men,2024,314
131029,10751692,Vesthimmerlands,Persons of Danish origin,H1030 Primary school 10th grade,20-24,Women,2024,115
131030,10751693,Vesthimmerlands,Persons of Danish origin,H1030 Primary school 10th grade,20-24,Men,2024,182
131031,10751695,Vesthimmerlands,Persons of Danish origin,H1030 Primary school 10th grade,25-29,Women,2024,71
131032,10751696,Vesthimmerlands,Persons of Danish origin,H1030 Primary school 10th grade,25-29,Men,2024,111
131033,10751698,Vesthimmerlands,Persons of Danish origin,H1030 Primary school 10th grade,30-34,Women,2024,63
131034,10751699,Vesthimmerlands,Persons of Danish origin,H1030 Primary school 10th grade,30-34,Men,2024,85
131035,10751701,Vesthimmerlands,Persons of Danish origin,H1030 Primary school 10th grade,35-39,Women,2024,64
131036,10751702,Vesthimmerlands,Persons of Danish origin,H1030 Primary school 10th grade,35-39,Men,2024,82
131037,10751704,Vesthimmerlands,Persons of Danish origin,H1030 Primary school 10th grade,40-44,Women,2024,63
131038,10751705,Vesthimmerlands,Persons of Danish origin,H1030 Primary school 10th grade,40-44,Men,2024,121
131039,10751707,Vesthimmerlands,Persons of Danish origin,H1030 Primary school 10th grade,45-49,Women,2024,93
131040,10751708,Vesthimmerlands,Persons of Danish origin,H1030 Primary school 10th grade,45-49,Men,2024,135
131041,10751710,Vesthimmerlands,Persons of Danish origin,H1030 Primary school 10th grade,50-54,Women,2024,100
131042,10751711,Vesthimmerlands,Persons of Danish origin,H1030 Primary school 10th grade,50-54,Men,2024,122
131043,10751713,Vesthimmerlands,Persons of Danish origin,H1030 Primary school 10th grade,55-59,Women,2024,162
131044,10751714,Vesthimmerlands,Persons of Danish origin,H1030 Primary school 10th grade,55-59,Men,2024,148
131045,10751716,Vesthimmerlands,Persons of Danish origin,H1030 Primary school 10th grade,60-64,Women,2024,202
131046,10751717,Vesthimmerlands,Persons of Danish origin,H1030 Primary school 10th grade,60-64,Men,2024,172
131047,10751719,Vesthimmerlands,Persons of Danish origin,H1030 Primary school 10th grade,65-69,Women,2024,233
131048,10751720,Vesthimmerlands,Persons of Danish origin,H1030 Primary school 10th grade,65-69,Men,2024,131
131071,10751761,Vesthimmerlands,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",15-19,Women,2024,66
131072,10751762,Vesthimmerlands,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",15-19,Men,2024,17
131073,10751764,Vesthimmerlands,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",20-24,Women,2024,224
131074,10751765,Vesthimmerlands,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",20-24,Men,2024,83
131075,10751767,Vesthimmerlands,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",25-29,Women,2024,62
131076,10751768,Vesthimmerlands,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",25-29,Men,2024,30
131077,10751770,Vesthimmerlands,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",30-34,Women,2024,29
131078,10751771,Vesthimmerlands,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",30-34,Men,2024,18
131079,10751773,Vesthimmerlands,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",35-39,Women,2024,18
131080,10751774,Vesthimmerlands,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",35-39,Men,2024,13
131081,10751776,Vesthimmerlands,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",40-44,Women,2024,13
131082,10751777,Vesthimmerlands,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",40-44,Men,2024,1
131083,10751779,Vesthimmerlands,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",45-49,Women,2024,19
131084,10751780,Vesthimmerlands,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",45-49,Men,2024,20
131085,10751782,Vesthimmerlands,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",50-54,Women,2024,20
131086,10751783,Vesthimmerlands,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",50-54,Men,2024,19
131087,10751785,Vesthimmerlands,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",55-59,Women,2024,22
131088,10751786,Vesthimmerlands,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",55-59,Men,2024,19
131089,10751788,Vesthimmerlands,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",60-64,Women,2024,29
131090,10751789,Vesthimmerlands,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",60-64,Men,2024,18
131091,10751791,Vesthimmerlands,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",65-69,Women,2024,26
131092,10751792,Vesthimmerlands,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",65-69,Men,2024,19
131093,10751797,Vesthimmerlands,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",15-19,Women,2024,14
131094,10751798,Vesthimmerlands,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",15-19,Men,2024,22
131095,10751800,Vesthimmerlands,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",20-24,Women,2024,51
131096,10751801,Vesthimmerlands,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",20-24,Men,2024,74
131097,10751803,Vesthimmerlands,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",25-29,Women,2024,13
131098,10751804,Vesthimmerlands,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",25-29,Men,2024,18
131099,10751806,Vesthimmerlands,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",30-34,Women,2024,5
131100,10751807,Vesthimmerlands,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",30-34,Men,2024,9
131101,10751809,Vesthimmerlands,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",35-39,Women,2024,3
131102,10751810,Vesthimmerlands,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",35-39,Men,2024,8
131103,10751812,Vesthimmerlands,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",40-44,Women,2024,4
131104,10751813,Vesthimmerlands,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",40-44,Men,2024,10
131105,10751815,Vesthimmerlands,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",45-49,Women,2024,11
131106,10751816,Vesthimmerlands,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",45-49,Men,2024,11
131107,10751818,Vesthimmerlands,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",50-54,Women,2024,19
131108,10751819,Vesthimmerlands,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",50-54,Men,2024,15
131109,10751821,Vesthimmerlands,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",55-59,Women,2024,41
131110,10751822,Vesthimmerlands,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",55-59,Men,2024,23
131111,10751824,Vesthimmerlands,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",60-64,Women,2024,32
131112,10751825,Vesthimmerlands,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",60-64,Men,2024,16
131113,10751827,Vesthimmerlands,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",65-69,Women,2024,7
131114,10751828,Vesthimmerlands,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",65-69,Men,2024,1
131115,10751832,Vesthimmerlands,Persons of Danish origin,H2030 International upper secondary education,15-19,Women,2024,1
131116,10751834,Vesthimmerlands,Persons of Danish origin,H2030 International upper secondary education,20-24,Women,2024,1
131117,10751836,Vesthimmerlands,Persons of Danish origin,H2030 International upper secondary education,25-29,Women,2024,1
131656,10761856,Skive,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",25-29,Men,2024,84
131657,10761858,Skive,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",30-34,Women,2024,34
131658,10761859,Skive,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",30-34,Men,2024,38
131659,10761861,Skive,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",35-39,Women,2024,30
131660,10761862,Skive,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",35-39,Men,2024,11
131661,10761864,Skive,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",40-44,Women,2024,7
131662,10761865,Skive,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",40-44,Men,2024,8
131663,10761867,Skive,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",45-49,Women,2024,31
131664,10761868,Skive,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",45-49,Men,2024,13
131665,10761870,Skive,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",50-54,Women,2024,28
131666,10761871,Skive,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",50-54,Men,2024,21
131667,10761873,Skive,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",55-59,Women,2024,27
131668,10761874,Skive,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",55-59,Men,2024,19
131669,10761876,Skive,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",60-64,Women,2024,20
131670,10761877,Skive,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",60-64,Men,2024,16
131671,10761879,Skive,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",65-69,Women,2024,21
131672,10761880,Skive,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",65-69,Men,2024,19
131673,10761885,Skive,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",15-19,Women,2024,21
131674,10761886,Skive,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",15-19,Men,2024,31
131675,10761888,Skive,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",20-24,Women,2024,118
131676,10761889,Skive,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",20-24,Men,2024,193
131677,10761891,Skive,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",25-29,Women,2024,20
131678,10761892,Skive,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",25-29,Men,2024,70
131679,10761894,Skive,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",30-34,Women,2024,8
131680,10761895,Skive,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",30-34,Men,2024,24
131681,10761897,Skive,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",35-39,Women,2024,3
131682,10761898,Skive,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",35-39,Men,2024,15
131683,10761900,Skive,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",40-44,Women,2024,11
131684,10761901,Skive,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",40-44,Men,2024,14
131685,10761903,Skive,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",45-49,Women,2024,12
131686,10761904,Skive,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",45-49,Men,2024,22
131687,10761906,Skive,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",50-54,Women,2024,51
131688,10761907,Skive,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",50-54,Men,2024,23
131689,10761909,Skive,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",55-59,Women,2024,70
131690,10761910,Skive,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",55-59,Men,2024,22
131691,10761912,Skive,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",60-64,Women,2024,80
131692,10761913,Skive,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",60-64,Men,2024,41
131693,10761915,Skive,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",65-69,Women,2024,27
131694,10761916,Skive,Persons of Danish origin,"H2020 Upper secondary education, General (hhx, htx)",65-69,Men,2024,20
131695,10761921,Skive,Persons of Danish origin,H2030 International upper secondary education,15-19,Women,2024,1
131696,10761922,Skive,Persons of Danish origin,H2030 International upper secondary education,15-19,Men,2024,1
131697,10761924,Skive,Persons of Danish origin,H2030 International upper secondary education,20-24,Women,2024,4
131698,10761925,Skive,Persons of Danish origin,H2030 International upper secondary education,20-24,Men,2024,2
131699,10761927,Skive,Persons of Danish origin,H2030 International upper secondary education,25-29,Women,2024,2
131700,10761928,Skive,Persons of Danish origin,H2030 International upper secondary education,25-29,Men,2024,2
131701,10761930,Skive,Persons of Danish origin,H2030 International upper secondary education,45-49,Men,2024,1
131702,10761932,Skive,Persons of Danish origin,H2030 International upper secondary education,60-64,Women,2024,1
131703,10761933,Skive,Persons of Danish origin,H2030 International upper secondary education,60-64,Men,2024,1
131704,10761938,Skive,Persons of Danish origin,H30 Vocational Education and Training (VET),15-19,Women,2024,15
131705,10761939,Skive,Persons of Danish origin,H30 Vocational Education and Training (VET),15-19,Men,2024,8
131706,10761941,Skive,Persons of Danish origin,H30 Vocational Education and Training (VET),20-24,Women,2024,121
131707,10761942,Skive,Persons of Danish origin,H30 Vocational Education and Training (VET),20-24,Men,2024,234
131708,10761944,Skive,Persons of Danish origin,H30 Vocational Education and Training (VET),25-29,Women,2024,232
131709,10761945,Skive,Persons of Danish origin,H30 Vocational Education and Training (VET),25-29,Men,2024,400
131710,10761947,Skive,Persons of Danish origin,H30 Vocational Education and Training (VET),30-34,Women,2024,314
131711,10761948,Skive,Persons of Danish origin,H30 Vocational Education and Training (VET),30-34,Men,2024,509
131712,10761950,Skive,Persons of Danish origin,H30 Vocational Education and Training (VET),35-39,Women,2024,330
131713,10761951,Skive,Persons of Danish origin,H30 Vocational Education and Training (VET),35-39,Men,2024,505
131714,10761953,Skive,Persons of Danish origin,H30 Vocational Education and Training (VET),40-44,Women,2024,358
131715,10761954,Skive,Persons of Danish origin,H30 Vocational Education and Training (VET),40-44,Men,2024,524
131716,10761956,Skive,Persons of Danish origin,H30 Vocational Education and Training (VET),45-49,Women,2024,460
131717,10761957,Skive,Persons of Danish origin,H30 Vocational Education and Training (VET),45-49,Men,2024,674
131718,10761959,Skive,Persons of Danish origin,H30 Vocational Education and Training (VET),50-54,Women,2024,568
131719,10761960,Skive,Persons of Danish origin,H30 Vocational Education and Training (VET),50-54,Men,2024,700
131720,10761962,Skive,Persons of Danish origin,H30 Vocational Education and Training (VET),55-59,Women,2024,690
131721,10761963,Skive,Persons of Danish origin,H30 Vocational Education and Training (VET),55-59,Men,2024,801
131722,10761965,Skive,Persons of Danish origin,H30 Vocational Education and Training (VET),60-64,Women,2024,664
131723,10761966,Skive,Persons of Danish origin,H30 Vocational Education and Training (VET),60-64,Men,2024,779
131724,10761968,Skive,Persons of Danish origin,H30 Vocational Education and Training (VET),65-69,Women,2024,596
131725,10761969,Skive,Persons of Danish origin,H30 Vocational Education and Training (VET),65-69,Men,2024,729
132044,10765701,Thisted,Persons of Danish origin,H40 Short cycle higher education,20-24,Women,2024,7
132045,10765702,Thisted,Persons of Danish origin,H40 Short cycle higher education,20-24,Men,2024,5
132046,10765704,Thisted,Persons of Danish origin,H40 Short cycle higher education,25-29,Women,2024,37
132047,10765705,Thisted,Persons of Danish origin,H40 Short cycle higher education,25-29,Men,2024,37
132048,10765707,Thisted,Persons of Danish origin,H40 Short cycle higher education,30-34,Women,2024,58
132049,10765708,Thisted,Persons of Danish origin,H40 Short cycle higher education,30-34,Men,2024,46
132050,10765710,Thisted,Persons of Danish origin,H40 Short cycle higher education,35-39,Women,2024,71
132051,10765711,Thisted,Persons of Danish origin,H40 Short cycle higher education,35-39,Men,2024,53
132052,10765713,Thisted,Persons of Danish origin,H40 Short cycle higher education,40-44,Women,2024,59
132053,10765714,Thisted,Persons of Danish origin,H40 Short cycle higher education,40-44,Men,2024,60
132054,10765716,Thisted,Persons of Danish origin,H40 Short cycle higher education,45-49,Women,2024,69
132055,10765717,Thisted,Persons of Danish origin,H40 Short cycle higher education,45-49,Men,2024,68
132056,10765719,Thisted,Persons of Danish origin,H40 Short cycle higher education,50-54,Women,2024,56
132057,10765720,Thisted,Persons of Danish origin,H40 Short cycle higher education,50-54,Men,2024,92
132058,10765722,Thisted,Persons of Danish origin,H40 Short cycle higher education,55-59,Women,2024,49
132059,10765723,Thisted,Persons of Danish origin,H40 Short cycle higher education,55-59,Men,2024,96
132060,10765725,Thisted,Persons of Danish origin,H40 Short cycle higher education,60-64,Women,2024,47
132061,10765726,Thisted,Persons of Danish origin,H40 Short cycle higher education,60-64,Men,2024,67
132062,10765728,Thisted,Persons of Danish origin,H40 Short cycle higher education,65-69,Women,2024,38
132063,10765729,Thisted,Persons of Danish origin,H40 Short cycle higher education,65-69,Men,2024,68
132122,10766649,Frederikshavn,Persons of Danish origin,H1010 Primary school through to 6th grade,15-19,Women,2024,1
132123,10766650,Frederikshavn,Persons of Danish origin,H1010 Primary school through to 6th grade,15-19,Men,2024,3
132124,10766652,Frederikshavn,Persons of Danish origin,H1010 Primary school through to 6th grade,20-24,Men,2024,1
132125,10766654,Frederikshavn,Persons of Danish origin,H1010 Primary school through to 6th grade,25-29,Women,2024,2
132126,10766655,Frederikshavn,Persons of Danish origin,H1010 Primary school through to 6th grade,25-29,Men,2024,3
132127,10766657,Frederikshavn,Persons of Danish origin,H1010 Primary school through to 6th grade,65-69,Women,2024,1
132128,10766662,Frederikshavn,Persons of Danish origin,H1020 Primary school 7th-9th grade,15-19,Women,2024,872
132129,10766663,Frederikshavn,Persons of Danish origin,H1020 Primary school 7th-9th grade,15-19,Men,2024,1044
132130,10766665,Frederikshavn,Persons of Danish origin,H1020 Primary school 7th-9th grade,20-24,Women,2024,94
132131,10766666,Frederikshavn,Persons of Danish origin,H1020 Primary school 7th-9th grade,20-24,Men,2024,228
132132,10766668,Frederikshavn,Persons of Danish origin,H1020 Primary school 7th-9th grade,25-29,Women,2024,89
132133,10766669,Frederikshavn,Persons of Danish origin,H1020 Primary school 7th-9th grade,25-29,Men,2024,141
132134,10766671,Frederikshavn,Persons of Danish origin,H1020 Primary school 7th-9th grade,30-34,Women,2024,93
132135,10766672,Frederikshavn,Persons of Danish origin,H1020 Primary school 7th-9th grade,30-34,Men,2024,116
132136,10766674,Frederikshavn,Persons of Danish origin,H1020 Primary school 7th-9th grade,35-39,Women,2024,66
132137,10766675,Frederikshavn,Persons of Danish origin,H1020 Primary school 7th-9th grade,35-39,Men,2024,105
132138,10766677,Frederikshavn,Persons of Danish origin,H1020 Primary school 7th-9th grade,40-44,Women,2024,64
132139,10766678,Frederikshavn,Persons of Danish origin,H1020 Primary school 7th-9th grade,40-44,Men,2024,110
132140,10766680,Frederikshavn,Persons of Danish origin,H1020 Primary school 7th-9th grade,45-49,Women,2024,53
132141,10766681,Frederikshavn,Persons of Danish origin,H1020 Primary school 7th-9th grade,45-49,Men,2024,135
132142,10766683,Frederikshavn,Persons of Danish origin,H1020 Primary school 7th-9th grade,50-54,Women,2024,86
132143,10766684,Frederikshavn,Persons of Danish origin,H1020 Primary school 7th-9th grade,50-54,Men,2024,193
132144,10766686,Frederikshavn,Persons of Danish origin,H1020 Primary school 7th-9th grade,55-59,Women,2024,141
132145,10766687,Frederikshavn,Persons of Danish origin,H1020 Primary school 7th-9th grade,55-59,Men,2024,267
132146,10766689,Frederikshavn,Persons of Danish origin,H1020 Primary school 7th-9th grade,60-64,Women,2024,166
132147,10766690,Frederikshavn,Persons of Danish origin,H1020 Primary school 7th-9th grade,60-64,Men,2024,303
132148,10766692,Frederikshavn,Persons of Danish origin,H1020 Primary school 7th-9th grade,65-69,Women,2024,299
132149,10766693,Frederikshavn,Persons of Danish origin,H1020 Primary school 7th-9th grade,65-69,Men,2024,236
132150,10766698,Frederikshavn,Persons of Danish origin,H1030 Primary school 10th grade,15-19,Women,2024,354
132151,10766699,Frederikshavn,Persons of Danish origin,H1030 Primary school 10th grade,15-19,Men,2024,299
132152,10766701,Frederikshavn,Persons of Danish origin,H1030 Primary school 10th grade,20-24,Women,2024,129
132153,10766702,Frederikshavn,Persons of Danish origin,H1030 Primary school 10th grade,20-24,Men,2024,250
132154,10766704,Frederikshavn,Persons of Danish origin,H1030 Primary school 10th grade,25-29,Women,2024,124
132155,10766705,Frederikshavn,Persons of Danish origin,H1030 Primary school 10th grade,25-29,Men,2024,149
132156,10766707,Frederikshavn,Persons of Danish origin,H1030 Primary school 10th grade,30-34,Women,2024,99
132157,10766708,Frederikshavn,Persons of Danish origin,H1030 Primary school 10th grade,30-34,Men,2024,117
132158,10766710,Frederikshavn,Persons of Danish origin,H1030 Primary school 10th grade,35-39,Women,2024,84
132159,10766711,Frederikshavn,Persons of Danish origin,H1030 Primary school 10th grade,35-39,Men,2024,115
132160,10766713,Frederikshavn,Persons of Danish origin,H1030 Primary school 10th grade,40-44,Women,2024,89
132161,10766714,Frederikshavn,Persons of Danish origin,H1030 Primary school 10th grade,40-44,Men,2024,127
132162,10766716,Frederikshavn,Persons of Danish origin,H1030 Primary school 10th grade,45-49,Women,2024,131
132163,10766717,Frederikshavn,Persons of Danish origin,H1030 Primary school 10th grade,45-49,Men,2024,146
132164,10766719,Frederikshavn,Persons of Danish origin,H1030 Primary school 10th grade,50-54,Women,2024,174
132165,10766720,Frederikshavn,Persons of Danish origin,H1030 Primary school 10th grade,50-54,Men,2024,183
132166,10766722,Frederikshavn,Persons of Danish origin,H1030 Primary school 10th grade,55-59,Women,2024,216
132167,10766723,Frederikshavn,Persons of Danish origin,H1030 Primary school 10th grade,55-59,Men,2024,202
132168,10766725,Frederikshavn,Persons of Danish origin,H1030 Primary school 10th grade,60-64,Women,2024,344
132169,10766726,Frederikshavn,Persons of Danish origin,H1030 Primary school 10th grade,60-64,Men,2024,207
132170,10766728,Frederikshavn,Persons of Danish origin,H1030 Primary school 10th grade,65-69,Women,2024,424
132171,10766729,Frederikshavn,Persons of Danish origin,H1030 Primary school 10th grade,65-69,Men,2024,213
132194,10766770,Frederikshavn,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",15-19,Women,2024,96
132195,10766771,Frederikshavn,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",15-19,Men,2024,51
132196,10766773,Frederikshavn,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",20-24,Women,2024,264
132197,10766774,Frederikshavn,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",20-24,Men,2024,154
132198,10766776,Frederikshavn,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",25-29,Women,2024,93
132199,10766777,Frederikshavn,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",25-29,Men,2024,64
132200,10766779,Frederikshavn,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",30-34,Women,2024,45
132201,10766780,Frederikshavn,Persons of Danish origin,"H2010 Upper secondary education, General (stx, hf, student courses)",30-34,Men,2024,31
