draw,predicted_vote_party,share
209,Socialdemokratiet (A),0.26480905832143675
209,Venstre (V),0.11026229556686593
209,Other - Right,0.10760287579941397
209,Other - Left,0.13108424683912448
209,Moderaterne (M),0.08486265519320793
209,Danmarksdemokraterne (Æ),0.05953885237552818
209,Socialistisk Folkeparti (F),0.09545992389596909
209,Liberal Alliance (I),0.09691412035101724
209,Other,0.005910800113485288
210,Did not vote,0.04370309974796261
210,Socialdemokratiet (A),0.26445537416313164
210,Venstre (V),0.11036345337915379
210,Other - Right,0.1077177435713168
210,Other - Left,0.13109200575708135
210,Moderaterne (M),0.08494776628499386
210,Danmarksdemokraterne (Æ),0.059539129815444104
210,Socialistisk Folkeparti (F),0.09546099780112531
210,Liberal Alliance (I),0.0968125727743253
210,Other,0.005907856705465232
211,Did not vote,0.04368257398867792
211,Socialdemokratiet (A),0.2645999097885992
211,Venstre (V),0.11027948665421342
211,Other - Right,0.10770670356417406
211,Other - Left,0.13107269939926894
211,Moderaterne (M),0.08490904183668341
211,Danmarksdemokraterne (Æ),0.059539008932654965
211,Socialistisk Folkeparti (F),0.09546163893387934
211,Liberal Alliance (I),0.09684027717041009
211,Other,0.005908659731438704
212,Did not vote,0.04370557287100476
212,Socialdemokratiet (A),0.2645936849890579
212,Venstre (V),0.11027864962354078
212,Other - Right,0.10771265225727929
212,Other - Left,0.13118665242792305
212,Moderaterne (M),0.08482755653194755
212,Danmarksdemokraterne (Æ),0.05953951003179406
212,Socialistisk Folkeparti (F),0.09546007324879392
212,Liberal Alliance (I),0.09678848938252119
212,Other,0.005907158636137577
213,Did not vote,0.043264623670772745
213,Socialdemokratiet (A),0.2651038903746846
213,Venstre (V),0.11034698646400665
213,Other - Right,0.10777411420069805
213,Other - Left,0.13102460930469326
213,Moderaterne (M),0.0847942395965529
213,Danmarksdemokraterne (Æ),0.05953925014562651
213,Socialistisk Folkeparti (F),0.09546099250945998
213,Liberal Alliance (I),0.09678425775328758
213,Other,0.005907035980217762
214,Did not vote,0.0434873081295389
214,Socialdemokratiet (A),0.2648014117723864
214,Venstre (V),0.1102521595320066
214,Other - Right,0.1077446397450885
214,Other - Left,0.13112139933763375
214,Moderaterne (M),0.08489464792616351
214,Danmarksdemokraterne (Æ),0.05953889081072482
214,Socialistisk Folkeparti (F),0.09546223595914645
214,Liberal Alliance (I),0.09679010142529595
214,Other,0.005907205362015106
215,Did not vote,0.043775554552816835
215,Socialdemokratiet (A),0.2645667561127792
215,Venstre (V),0.11023617261785457
215,Other - Right,0.10757780785986676
215,Other - Left,0.13120006734891235
215,Moderaterne (M),0.08479738597381647
215,Danmarksdemokraterne (Æ),0.05953945988426903
215,Socialistisk Folkeparti (F),0.09546093521608826
215,Liberal Alliance (I),0.09693447046182695
215,Other,0.005911389971769628
216,Did not vote,0.0432147388914629
216,Socialdemokratiet (A),0.26506559458067736
216,Venstre (V),0.11037096422365336
216,Other - Right,0.1077398450534289
216,Other - Left,0.13107767313092764
216,Moderaterne (M),0.08485944197317762
216,Danmarksdemokraterne (Æ),0.0595387753752936
216,Socialistisk Folkeparti (F),0.09546000259033888
216,Liberal Alliance (I),0.09676644452624357
216,Other,0.005906519654796196
217,Did not vote,0.043749395114813086
217,Socialdemokratiet (A),0.2644757707115725
217,Venstre (V),0.11026732609081602
217,Other - Right,0.10768388587462979
217,Other - Left,0.13108401580295778
217,Moderaterne (M),0.0849401390900715
217,Danmarksdemokraterne (Æ),0.05953892821136901
217,Socialistisk Folkeparti (F),0.09546230956564235
217,Liberal Alliance (I),0.09688818128172366
217,Other,0.005910048256404315
218,Did not vote,0.04389394806058719
218,Socialdemokratiet (A),0.26447175129843864
218,Venstre (V),0.11028283721029922
218,Other - Right,0.10771215896584582
218,Other - Left,0.1310584528284031
218,Moderaterne (M),0.08487166433117775
218,Danmarksdemokraterne (Æ),0.05953938893385537
218,Socialistisk Folkeparti (F),0.09546092560407776
218,Liberal Alliance (I),0.09680134160304646
218,Other,0.005907531164268744
219,Did not vote,0.04367662370244164
219,Socialdemokratiet (A),0.2646831728658546
219,Venstre (V),0.11025880094215189
219,Other - Right,0.10769691119096464
219,Other - Left,0.13118010450389386
219,Moderaterne (M),0.08478013309240252
219,Danmarksdemokraterne (Æ),0.05953848973052737
219,Socialistisk Folkeparti (F),0.09545941295055754
219,Liberal Alliance (I),0.09681832751175723
219,Other,0.005908023509448766
220,Did not vote,0.04365149668145317
220,Socialdemokratiet (A),0.264591301896822
220,Venstre (V),0.11036871315112531
220,Other - Right,0.10777224034972696
220,Other - Left,0.1310369459132622
220,Moderaterne (M),0.08484658659607501
220,Danmarksdemokraterne (Æ),0.05953849530851183
220,Socialistisk Folkeparti (F),0.09546245733676471
220,Liberal Alliance (I),0.0968235868132874
220,Other,0.00590817595297138
221,Did not vote,0.04364582174639726
221,Socialdemokratiet (A),0.2646496252838737
221,Venstre (V),0.11028654891917324
221,Other - Right,0.1077844307128976
221,Other - Left,0.13113215428875952
221,Moderaterne (M),0.08489257067387927
221,Danmarksdemokraterne (Æ),0.05957952644452618
221,Socialistisk Folkeparti (F),0.09553093859227499
221,Liberal Alliance (I),0.09659678145364242
221,Other,0.005901601884575874
222,Did not vote,0.04348142514941774
222,Socialdemokratiet (A),0.2647362773324926
222,Venstre (V),0.11035476180881577
222,Other - Right,0.10773290251634615
222,Other - Left,0.13106863203840075
222,Moderaterne (M),0.08500774413639525
222,Danmarksdemokraterne (Æ),0.059539439486303
222,Socialistisk Folkeparti (F),0.09553427324234816
222,Liberal Alliance (I),0.09664164209641846
222,Other,0.0059029021930621355
223,Did not vote,0.043681295310967545
223,Socialdemokratiet (A),0.26467162834084673
223,Venstre (V),0.11026233568323263
223,Other - Right,0.10776368781777138
223,Other - Left,0.13116280933884025
223,Moderaterne (M),0.08477867351107612
223,Danmarksdemokraterne (Æ),0.05970996202917687
223,Socialistisk Folkeparti (F),0.09546003079932239
223,Liberal Alliance (I),0.09660765996501984
223,Other,0.005901917203746233
224,Did not vote,0.04372913410200974
224,Socialdemokratiet (A),0.2645896073808418
224,Venstre (V),0.11022064752602644
224,Other - Right,0.10778968688734611
224,Other - Left,0.13109295783333516
224,Moderaterne (M),0.08497182085508956
224,Danmarksdemokraterne (Æ),0.059587364906939236
224,Socialistisk Folkeparti (F),0.09554997573399213
224,Liberal Alliance (I),0.09656803608882422
224,Other,0.005900768685595636
225,Did not vote,0.043522928568760874
225,Socialdemokratiet (A),0.26486796851390765
225,Venstre (V),0.11024676467448472
225,Other - Right,0.10772049255235751
225,Other - Left,0.1310830263342815
225,Moderaterne (M),0.08484486600398605
225,Danmarksdemokraterne (Æ),0.05953864413579797
225,Socialistisk Folkeparti (F),0.0955049783730135
225,Liberal Alliance (I),0.09676388536713885
225,Other,0.005906445476271422
226,Did not vote,0.04351445530815805
226,Socialdemokratiet (A),0.2646698066058415
226,Venstre (V),0.11043128394084929
226,Other - Right,0.10776041252528476
226,Other - Left,0.13108589853061361
226,Moderaterne (M),0.08487562819021267
226,Danmarksdemokraterne (Æ),0.05953827096185207
226,Socialistisk Folkeparti (F),0.09545950871643151
226,Liberal Alliance (I),0.09675844736765848
226,Other,0.005906287853098078
227,Did not vote,0.043580975552483
227,Socialdemokratiet (A),0.2647489682287085
227,Venstre (V),0.11022326145986172
227,Other - Right,0.10772149616496486
227,Other - Left,0.13116011432646954
227,Moderaterne (M),0.0848279820167385
227,Danmarksdemokraterne (Æ),0.05953937358970011
227,Socialistisk Folkeparti (F),0.0956728635397798
227,Liberal Alliance (I),0.09662261445409626
227,Other,0.005902350667197723
228,Did not vote,0.04370600114160096
228,Socialdemokratiet (A),0.2647013884718222
228,Venstre (V),0.11030452037664124
228,Other - Right,0.10772518056434555
228,Other - Left,0.13104405586953835
228,Moderaterne (M),0.08478128543255466
228,Danmarksdemokraterne (Æ),0.059539335245656
228,Socialistisk Folkeparti (F),0.09546111030039156
228,Liberal Alliance (I),0.09682879566331781
228,Other,0.005908326934131682
229,Did not vote,0.04364781448280638
229,Socialdemokratiet (A),0.2647300321053976
229,Venstre (V),0.11024470815775703
229,Other - Right,0.10776028958775036
229,Other - Left,0.13108875994455896
229,Moderaterne (M),0.08487120718168101
229,Danmarksdemokraterne (Æ),0.05960879648394009
229,Socialistisk Folkeparti (F),0.09546109295692855
229,Liberal Alliance (I),0.09668319254528131
229,Other,0.0059041065538987395
230,Did not vote,0.04326258324004813
230,Socialdemokratiet (A),0.2650458711451511
230,Venstre (V),0.11033001065181987
230,Other - Right,0.10771485518188707
230,Other - Left,0.1310717338550061
230,Moderaterne (M),0.08486456056328724
230,Danmarksdemokraterne (Æ),0.05953915366761358
230,Socialistisk Folkeparti (F),0.09546048489004064
230,Liberal Alliance (I),0.09680316285107957
230,Other,0.005907583954066805
231,Did not vote,0.043585198774934046
231,Socialdemokratiet (A),0.2647259515031988
231,Venstre (V),0.11024956318185719
231,Other - Right,0.107674787798432
231,Other - Left,0.1310978656504291
231,Moderaterne (M),0.08488999264992057
231,Danmarksdemokraterne (Æ),0.05953912885310873
231,Socialistisk Folkeparti (F),0.09547991968717587
231,Liberal Alliance (I),0.09684868836671359
231,Other,0.00590890353423011
232,Did not vote,0.043789275538988044
232,Socialdemokratiet (A),0.2644871637269314
232,Venstre (V),0.11029619151894614
232,Other - Right,0.10766279040323531
232,Other - Left,0.13106982094832392
232,Moderaterne (M),0.08495333062660919
232,Danmarksdemokraterne (Æ),0.059538767732105966
232,Socialistisk Folkeparti (F),0.09546067399826316
232,Liberal Alliance (I),0.096833521589109
232,Other,0.005908463917487948
233,Did not vote,0.04379475425829032
233,Socialdemokratiet (A),0.26453811677378697
233,Venstre (V),0.11020895091340231
233,Other - Right,0.10772595892618557
233,Other - Left,0.13104945336550572
233,Moderaterne (M),0.08495089696106099
233,Danmarksdemokraterne (Æ),0.059538128208604366
233,Socialistisk Folkeparti (F),0.09546145175868709
233,Liberal Alliance (I),0.09682409806268233
233,Other,0.005908190771794422
234,Did not vote,0.043528867497743734
234,Socialdemokratiet (A),0.26487828717626855
234,Venstre (V),0.11027516683720205
234,Other - Right,0.1076926657798178
234,Other - Left,0.1310683208247425
234,Moderaterne (M),0.08481288884619988
234,Danmarksdemokraterne (Æ),0.05953913356722475
234,Socialistisk Folkeparti (F),0.09546059529193932
234,Liberal Alliance (I),0.09683555142553509
234,Other,0.005908522753326384
235,Did not vote,0.043563521412469726
235,Socialdemokratiet (A),0.2648022134224702
235,Venstre (V),0.11023711560121346
235,Other - Right,0.1076808738341739
235,Other - Left,0.13107957220222816
235,Moderaterne (M),0.08486695285779892
235,Danmarksdemokraterne (Æ),0.05953757739520345
235,Socialistisk Folkeparti (F),0.09546226898184143
235,Liberal Alliance (I),0.09686065393043669
235,Other,0.005909250362164113
236,Did not vote,0.04309479026579686
236,Socialdemokratiet (A),0.2651668169824582
236,Venstre (V),0.11034880259813569
236,Other - Right,0.10780083032289263
236,Other - Left,0.13107214546242366
236,Moderaterne (M),0.08486353778095071
236,Danmarksdemokraterne (Æ),0.05953939149423195
236,Socialistisk Folkeparti (F),0.0954607984317618
236,Liberal Alliance (I),0.09674693257048732
236,Other,0.005905954090861233
237,Did not vote,0.04368276844822042
237,Socialdemokratiet (A),0.2646745774780567
237,Venstre (V),0.11024564157104608
237,Other - Right,0.1077155045469473
237,Other - Left,0.1311006646477049
237,Moderaterne (M),0.08487550888922964
237,Danmarksdemokraterne (Æ),0.05953845885710053
237,Socialistisk Folkeparti (F),0.09546080838702635
237,Liberal Alliance (I),0.09679861504117816
237,Other,0.005907452133489953
238,Did not vote,0.04343004715586232
238,Socialdemokratiet (A),0.2648238194133518
238,Venstre (V),0.11035574461633485
238,Other - Right,0.10768286476599737
238,Other - Left,0.13108033116245063
238,Moderaterne (M),0.08491048858786689
238,Danmarksdemokraterne (Æ),0.059538753563275704
238,Socialistisk Folkeparti (F),0.09546035771169178
238,Liberal Alliance (I),0.09680981621788999
238,Other,0.0059077768052787005
239,Did not vote,0.04384491138959544
239,Socialdemokratiet (A),0.2644897775296935
239,Venstre (V),0.11023425697572489
239,Other - Right,0.1077227961657464
239,Other - Left,0.13120003382205359
239,Moderaterne (M),0.08479503665230466
239,Danmarksdemokraterne (Æ),0.05953918898023776
239,Socialistisk Folkeparti (F),0.09546143925711663
239,Liberal Alliance (I),0.0968049242193088
239,Other,0.005907635008218377
240,Did not vote,0.043518599827601506
240,Socialdemokratiet (A),0.26469259558132135
240,Venstre (V),0.11024991856073495
240,Other - Right,0.1078146669485944
240,Other - Left,0.13113526730752423
240,Moderaterne (M),0.08491624911707306
240,Danmarksdemokraterne (Æ),0.05953911219836856
240,Socialistisk Folkeparti (F),0.09556585425573123
240,Liberal Alliance (I),0.0966641807166486
240,Other,0.0059035554864021395
241,Did not vote,0.04324212470693134
241,Socialdemokratiet (A),0.2650130226305818
241,Venstre (V),0.11031176088001701
241,Other - Right,0.10769561055873221
241,Other - Left,0.131148477707841
241,Moderaterne (M),0.08485464795885853
241,Danmarksdemokraterne (Æ),0.059539581830407286
241,Socialistisk Folkeparti (F),0.09546023396261794
241,Liberal Alliance (I),0.0968262855857527
241,Other,0.0059082541782602286
242,Did not vote,0.04361154290052613
242,Socialdemokratiet (A),0.2647085191971093
242,Venstre (V),0.11028714147017565
242,Other - Right,0.10777955834281462
242,Other - Left,0.13110555660895168
242,Moderaterne (M),0.08487112355096044
242,Danmarksdemokraterne (Æ),0.05953901047293215
242,Socialistisk Folkeparti (F),0.09546102636044825
242,Liberal Alliance (I),0.09673102800705914
242,Other,0.005905493089022735
243,Did not vote,0.0436492220876405
243,Socialdemokratiet (A),0.26475186939816187
243,Venstre (V),0.11024072767306763
243,Other - Right,0.10772764818646058
243,Other - Left,0.13110365572671082
243,Moderaterne (M),0.08494622873933988
243,Danmarksdemokraterne (Æ),0.05953821925056388
243,Socialistisk Folkeparti (F),0.0954745442229487
243,Liberal Alliance (I),0.0966643250452659
243,Other,0.005903559669840322
244,Did not vote,0.043691150885395005
244,Socialdemokratiet (A),0.2645453820559732
244,Venstre (V),0.11041902601218953
244,Other - Right,0.10767886247315964
244,Other - Left,0.13111035091336737
244,Moderaterne (M),0.08480324632579239
244,Danmarksdemokraterne (Æ),0.05953809186774915
244,Socialistisk Folkeparti (F),0.09546033462939398
244,Liberal Alliance (I),0.09684476502286131
244,Other,0.00590878981411845
245,Did not vote,0.04364421851171703
245,Socialdemokratiet (A),0.26471971875776373
245,Venstre (V),0.11032211499077528
245,Other - Right,0.10772345579187266
245,Other - Left,0.13108086630829674
245,Moderaterne (M),0.0848108405064989
245,Danmarksdemokraterne (Æ),0.05953814945010645
245,Socialistisk Folkeparti (F),0.09546155976575348
245,Liberal Alliance (I),0.09679182072055548
245,Other,0.00590725519666031
246,Did not vote,0.04367776233054321
246,Socialdemokratiet (A),0.26460106277625794
246,Venstre (V),0.11023656553143683
246,Other - Right,0.10777050195491382
246,Other - Left,0.13107024826854222
246,Moderaterne (M),0.08494655753933798
246,Danmarksdemokraterne (Æ),0.05953861785696099
246,Socialistisk Folkeparti (F),0.09546090309964941
246,Liberal Alliance (I),0.096790561932313
246,Other,0.005907218710044585
247,Did not vote,0.043471068899904
247,Socialdemokratiet (A),0.26491045925311163
247,Venstre (V),0.1103034291422167
247,Other - Right,0.10771490030750505
247,Other - Left,0.13109119092655175
247,Moderaterne (M),0.08479946469291454
247,Danmarksdemokraterne (Æ),0.05953849400385154
247,Socialistisk Folkeparti (F),0.09563191831572321
247,Liberal Alliance (I),0.0966363263449132
247,Other,0.005902748113308359
248,Did not vote,0.04373031243178877
248,Socialdemokratiet (A),0.2646207070412619
248,Venstre (V),0.11026297432177079
248,Other - Right,0.10775561965803357
248,Other - Left,0.13110932526026098
248,Moderaterne (M),0.08482146699785396
248,Danmarksdemokraterne (Æ),0.05953732150574799
248,Socialistisk Folkeparti (F),0.09546085380117147
248,Liberal Alliance (I),0.0967940977836223
248,Other,0.005907321198488334
249,Did not vote,0.043966087066261
249,Socialdemokratiet (A),0.26430555888150875
249,Venstre (V),0.11023076094952193
249,Other - Right,0.1077603545363213
249,Other - Left,0.1310561742705694
249,Moderaterne (M),0.0850071997433527
249,Danmarksdemokraterne (Æ),0.0595568050886618
249,Socialistisk Folkeparti (F),0.09545989289106901
249,Liberal Alliance (I),0.09675109192098882
249,Other,0.005906074651745335
250,Did not vote,0.04353655554549621
250,Socialdemokratiet (A),0.2648137692839992
250,Venstre (V),0.11023399083197712
250,Other - Right,0.10781181777611747
250,Other - Left,0.13115198119465094
250,Moderaterne (M),0.08484413706447702
250,Danmarksdemokraterne (Æ),0.059735235437624074
250,Socialistisk Folkeparti (F),0.09546646370888398
250,Liberal Alliance (I),0.09650704823505576
250,Other,0.005899000921718288
