draw,predicted_vote_party,share
70,Socialdemokratiet (A),0.26489629009590004
70,Venstre (V),0.11019642068117354
70,Other - Right,0.10770253368794135
70,Other - Left,0.13110522333006744
70,Moderaterne (M),0.08481470553724212
70,Danmarksdemokraterne (Æ),0.059539826258963306
70,Socialistisk Folkeparti (F),0.09546119896662374
70,Liberal Alliance (I),0.09690683284659647
70,Other,0.005910588881473093
71,Did not vote,0.043649399147868084
71,Socialdemokratiet (A),0.26456856865412143
71,Venstre (V),0.11023666560787868
71,Other - Right,0.10765373376319981
71,Other - Left,0.13113220939168477
71,Moderaterne (M),0.08498830750023631
71,Danmarksdemokraterne (Æ),0.059539171355988074
71,Socialistisk Folkeparti (F),0.09546197513905563
71,Liberal Alliance (I),0.09686071724266607
71,Other,0.005909252197301196
72,Did not vote,0.043734546548671316
72,Socialdemokratiet (A),0.26467174108697505
72,Venstre (V),0.11024614733678717
72,Other - Right,0.107818138341483
72,Other - Left,0.13111143067159658
72,Moderaterne (M),0.08479942395569305
72,Danmarksdemokraterne (Æ),0.05953924198518008
72,Socialistisk Folkeparti (F),0.09558738330057287
72,Liberal Alliance (I),0.09659052620016016
72,Other,0.005901420572880736
73,Did not vote,0.04366395570380702
73,Socialdemokratiet (A),0.26472549279290664
73,Venstre (V),0.11024762575420666
73,Other - Right,0.10775609086210958
73,Other - Left,0.13110435640942017
73,Moderaterne (M),0.08484453212317819
73,Danmarksdemokraterne (Æ),0.059539583032603365
73,Socialistisk Folkeparti (F),0.09548809955095662
73,Liberal Alliance (I),0.09672494694447265
73,Other,0.005905316826339068
74,Did not vote,0.04332680122299788
74,Socialdemokratiet (A),0.26490025095331127
74,Venstre (V),0.11023419654596908
74,Other - Right,0.10771935034106805
74,Other - Left,0.13115893567768164
74,Moderaterne (M),0.08482929019118926
74,Danmarksdemokraterne (Æ),0.05953857079637194
74,Socialistisk Folkeparti (F),0.09546124979542271
74,Liberal Alliance (I),0.09692037312274276
74,Other,0.0059109813532454486
75,Did not vote,0.043624224154284595
75,Socialdemokratiet (A),0.26472462797238866
75,Venstre (V),0.11023054161523152
75,Other - Right,0.10763406728508748
75,Other - Left,0.13111266380794137
75,Moderaterne (M),0.08491282161305881
75,Danmarksdemokraterne (Æ),0.059539017578311385
75,Socialistisk Folkeparti (F),0.09546096710602227
75,Liberal Alliance (I),0.09685206739071904
75,Other,0.005909001476954906
76,Did not vote,0.043667212135423586
76,Socialdemokratiet (A),0.26469025379028904
76,Venstre (V),0.11025790393605119
76,Other - Right,0.10768468067216069
76,Other - Left,0.13115257370925218
76,Moderaterne (M),0.08482059708558225
76,Danmarksdemokraterne (Æ),0.059538365435317056
76,Socialistisk Folkeparti (F),0.09546039966386381
76,Liberal Alliance (I),0.09681994323019304
76,Other,0.005908070341867196
77,Did not vote,0.043724853933274896
77,Socialdemokratiet (A),0.2647362715155619
77,Venstre (V),0.11026381153496989
77,Other - Right,0.10774953029071338
77,Other - Left,0.13107135200796496
77,Moderaterne (M),0.08478505776802478
77,Danmarksdemokraterne (Æ),0.05953846689953765
77,Socialistisk Folkeparti (F),0.09545999499546512
77,Liberal Alliance (I),0.09676420627649553
77,Other,0.0059064547779919055
78,Did not vote,0.04352501878580355
78,Socialdemokratiet (A),0.26478021012431496
78,Venstre (V),0.11036510990498839
78,Other - Right,0.10768658411187912
78,Other - Left,0.13106355659462005
78,Moderaterne (M),0.08480542942255656
78,Danmarksdemokraterne (Æ),0.059540072335642125
78,Socialistisk Folkeparti (F),0.0954586820950557
78,Liberal Alliance (I),0.09686593323952362
78,Other,0.005909403385615909
79,Did not vote,0.04367606214002191
79,Socialdemokratiet (A),0.26448888491761724
79,Venstre (V),0.11025858132155014
79,Other - Right,0.10773568469292072
79,Other - Left,0.13116793474405306
79,Moderaterne (M),0.08494443921888829
79,Danmarksdemokraterne (Æ),0.05953913604103039
79,Socialistisk Folkeparti (F),0.09557850053429916
79,Liberal Alliance (I),0.09670600850359536
79,Other,0.005904767886023785
80,Did not vote,0.04341873264416238
80,Socialdemokratiet (A),0.264894905551266
80,Venstre (V),0.11038300502404856
80,Other - Right,0.10771592806863478
80,Other - Left,0.13109931182132703
80,Moderaterne (M),0.08478111964377368
80,Danmarksdemokraterne (Æ),0.05953861759610662
80,Socialistisk Folkeparti (F),0.0954597978325233
80,Liberal Alliance (I),0.09680105884963985
80,Other,0.005907522968517828
81,Did not vote,0.04378799422079474
81,Socialdemokratiet (A),0.2645930212254866
81,Venstre (V),0.11024399042932971
81,Other - Right,0.1077071619002496
81,Other - Left,0.13110995153003221
81,Moderaterne (M),0.08480321527636893
81,Danmarksdemokraterne (Æ),0.05953856340884886
81,Socialistisk Folkeparti (F),0.09546138516875691
81,Liberal Alliance (I),0.09684589429353081
81,Other,0.0059088225466016235
82,Did not vote,0.043694677818939306
82,Socialdemokratiet (A),0.26452600966345186
82,Venstre (V),0.11033373652727217
82,Other - Right,0.10775226332954273
82,Other - Left,0.13119250191122062
82,Moderaterne (M),0.08482884988444447
82,Danmarksdemokraterne (Æ),0.05953991387354195
82,Socialistisk Folkeparti (F),0.0954600983671331
82,Liberal Alliance (I),0.09676545757688543
82,Other,0.005906491047568425
83,Did not vote,0.043631578973299695
83,Socialdemokratiet (A),0.26453953557077386
83,Venstre (V),0.11031081467792204
83,Other - Right,0.10771472173194713
83,Other - Left,0.13108591396351602
83,Moderaterne (M),0.08499502225556695
83,Danmarksdemokraterne (Æ),0.05953838690722641
83,Socialistisk Folkeparti (F),0.09546071997859906
83,Liberal Alliance (I),0.09681536820860312
83,Other,0.005907937732545748
84,Did not vote,0.04321669961759725
84,Socialdemokratiet (A),0.26507671202452215
84,Venstre (V),0.11022996171187283
84,Other - Right,0.10773352184537383
84,Other - Left,0.1311912276695597
84,Moderaterne (M),0.08485280324063511
84,Danmarksdemokraterne (Æ),0.059538829201924735
84,Socialistisk Folkeparti (F),0.09546016944507989
84,Liberal Alliance (I),0.09679279189673987
84,Other,0.00590728334669464
85,Did not vote,0.043189047839095517
85,Socialdemokratiet (A),0.26504842728223366
85,Venstre (V),0.11026241629001338
85,Other - Right,0.10775070206128731
85,Other - Left,0.1311888595018496
85,Moderaterne (M),0.08481771349300476
85,Danmarksdemokraterne (Æ),0.059538338615708314
85,Socialistisk Folkeparti (F),0.09546105397542942
85,Liberal Alliance (I),0.09683493602572724
85,Other,0.005908504915650796
86,Did not vote,0.04348401404221882
86,Socialdemokratiet (A),0.264760482847244
86,Venstre (V),0.11030289839612478
86,Other - Right,0.10762987032196318
86,Other - Left,0.13108912505932135
86,Moderaterne (M),0.08482798456236354
86,Danmarksdemokraterne (Æ),0.05953958790947519
86,Socialistisk Folkeparti (F),0.09547602043605075
86,Liberal Alliance (I),0.09697738262271831
86,Other,0.005912633802520101
87,Did not vote,0.043536997997512726
87,Socialdemokratiet (A),0.26473012900142057
87,Venstre (V),0.11026088223863939
87,Other - Right,0.10773431772986072
87,Other - Left,0.13121088284559482
87,Moderaterne (M),0.08483602540705328
87,Danmarksdemokraterne (Æ),0.059539091551778694
87,Socialistisk Folkeparti (F),0.09546026957004752
87,Liberal Alliance (I),0.0967843645814073
87,Other,0.005907039076685
88,Did not vote,0.04350497905387774
88,Socialdemokratiet (A),0.2646752755693175
88,Venstre (V),0.11026027083467396
88,Other - Right,0.10768812876849188
88,Other - Left,0.13130200750684973
88,Moderaterne (M),0.08481122724418763
88,Danmarksdemokraterne (Æ),0.05953901292454262
88,Socialistisk Folkeparti (F),0.09546081039023625
88,Liberal Alliance (I),0.09684936457339882
88,Other,0.005908923134423884
89,Did not vote,0.04356217779653964
89,Socialdemokratiet (A),0.26464639215400293
89,Venstre (V),0.1102385868882315
89,Other - Right,0.10754201736295049
89,Other - Left,0.13112648295850549
89,Moderaterne (M),0.08495055767394856
89,Danmarksdemokraterne (Æ),0.05953955161607701
89,Socialistisk Folkeparti (F),0.09546281300609426
89,Liberal Alliance (I),0.09701762042793532
89,Other,0.005913800115714798
90,Did not vote,0.043859672316031356
90,Socialdemokratiet (A),0.2645233051821918
90,Venstre (V),0.11028286766398875
90,Other - Right,0.10773621459359436
90,Other - Left,0.13106891214868407
90,Moderaterne (M),0.08483131652056532
90,Danmarksdemokraterne (Æ),0.05953888603293643
90,Socialistisk Folkeparti (F),0.09561920382894196
90,Liberal Alliance (I),0.09663685818412815
90,Other,0.005902763528937779
91,Did not vote,0.04388808152776716
91,Socialdemokratiet (A),0.2645485404317863
91,Venstre (V),0.11026160825372112
91,Other - Right,0.10768141807730533
91,Other - Left,0.1310619743168886
91,Moderaterne (M),0.08507498508792255
91,Danmarksdemokraterne (Æ),0.059538646095348834
91,Socialistisk Folkeparti (F),0.0954597254646515
91,Liberal Alliance (I),0.09658379527112029
91,Other,0.005901225473488276
92,Did not vote,0.04363278596027662
92,Socialdemokratiet (A),0.2647077451129783
92,Venstre (V),0.11037041116715485
92,Other - Right,0.10772835192910889
92,Other - Left,0.13103743398743323
92,Moderaterne (M),0.08480688834195074
92,Danmarksdemokraterne (Æ),0.05956337601998376
92,Socialistisk Folkeparti (F),0.09545963475279737
92,Liberal Alliance (I),0.09678627818486436
92,Other,0.005907094543451872
93,Did not vote,0.043349917752098954
93,Socialdemokratiet (A),0.26466374115562774
93,Venstre (V),0.11021593761627156
93,Other - Right,0.10778447591768736
93,Other - Left,0.13124279528592628
93,Moderaterne (M),0.0849052096491338
93,Danmarksdemokraterne (Æ),0.059539394422194344
93,Socialistisk Folkeparti (F),0.09545925581194643
93,Liberal Alliance (I),0.09692806799606177
93,Other,0.005911204393051797
94,Did not vote,0.043522200323796924
94,Socialdemokratiet (A),0.2644554983306989
94,Venstre (V),0.11050102845047358
94,Other - Right,0.10750007646755864
94,Other - Left,0.13126974863762988
94,Moderaterne (M),0.08479752319845131
94,Danmarksdemokraterne (Æ),0.05953943009016643
94,Socialistisk Folkeparti (F),0.09546108986723463
94,Liberal Alliance (I),0.09703898524812445
94,Other,0.005914419385865208
95,Did not vote,0.043454933278697205
95,Socialdemokratiet (A),0.26494680896641903
95,Venstre (V),0.11020285442760491
95,Other - Right,0.10780849665970169
95,Other - Left,0.1311153171631557
95,Moderaterne (M),0.08482077493054792
95,Danmarksdemokraterne (Æ),0.0595386304572085
95,Socialistisk Folkeparti (F),0.09546098237951735
95,Liberal Alliance (I),0.09674529510894005
95,Other,0.005905906628207689
96,Did not vote,0.04338332586031028
96,Socialdemokratiet (A),0.26494855744739426
96,Venstre (V),0.11022962075019335
96,Other - Right,0.10759649478569627
96,Other - Left,0.1310674042304676
96,Moderaterne (M),0.08491731209456037
96,Danmarksdemokraterne (Æ),0.059541651692817124
96,Socialistisk Folkeparti (F),0.09545989863112281
96,Liberal Alliance (I),0.09694406639274324
96,Other,0.005911668114694737
97,Did not vote,0.04378583271606053
97,Socialdemokratiet (A),0.2646021855787039
97,Venstre (V),0.11027740752054997
97,Other - Right,0.10777158794253819
97,Other - Left,0.13112207698517261
97,Moderaterne (M),0.08480207848900748
97,Danmarksdemokraterne (Æ),0.059543421322111816
97,Socialistisk Folkeparti (F),0.0954574011977635
97,Liberal Alliance (I),0.09673247326746338
97,Other,0.005905534980628654
98,Did not vote,0.043694219750690176
98,Socialdemokratiet (A),0.26463693910641556
98,Venstre (V),0.11024535365898117
98,Other - Right,0.10764425963080299
98,Other - Left,0.1311607062671098
98,Moderaterne (M),0.08485162075581629
98,Danmarksdemokraterne (Æ),0.059538988872426604
98,Socialistisk Folkeparti (F),0.09546226662593937
98,Liberal Alliance (I),0.0968565149403802
98,Other,0.005909130391437838
99,Did not vote,0.04359062912038661
99,Socialdemokratiet (A),0.2646682726789403
99,Venstre (V),0.11039663742416087
99,Other - Right,0.10763994732660247
99,Other - Left,0.131086621487783
99,Moderaterne (M),0.08482765979055858
99,Danmarksdemokraterne (Æ),0.05953881746910339
99,Socialistisk Folkeparti (F),0.09546211824723824
99,Liberal Alliance (I),0.09687949983496032
99,Other,0.005909796620266247
100,Did not vote,0.04369789676409128
100,Socialdemokratiet (A),0.2646224157354081
100,Venstre (V),0.11034170580818474
100,Other - Right,0.10776501640886607
100,Other - Left,0.13110151314767304
100,Moderaterne (M),0.08481012918703253
100,Danmarksdemokraterne (Æ),0.059539383871299506
100,Socialistisk Folkeparti (F),0.09561584175885077
100,Liberal Alliance (I),0.09660427813879627
100,Other,0.0059018191797977244
101,Did not vote,0.04361493292702781
101,Socialdemokratiet (A),0.2646294191110309
101,Venstre (V),0.11040636415423437
101,Other - Right,0.10769155491625768
101,Other - Left,0.13106662659534515
101,Moderaterne (M),0.08484615617587189
101,Danmarksdemokraterne (Æ),0.05953910669582155
101,Socialistisk Folkeparti (F),0.09546026823493547
101,Liberal Alliance (I),0.09683700626683577
101,Other,0.005908564922639448
102,Did not vote,0.0435388371719939
102,Socialdemokratiet (A),0.2647643658916882
102,Venstre (V),0.1102049173450221
102,Other - Right,0.107652959989311
102,Other - Left,0.13109495868995097
102,Moderaterne (M),0.08496318151765349
102,Danmarksdemokraterne (Æ),0.059539009270866465
102,Socialistisk Folkeparti (F),0.09546168895806116
102,Liberal Alliance (I),0.09687054413081389
102,Other,0.005909537034638815
103,Did not vote,0.04358471697902431
103,Socialdemokratiet (A),0.2646075691326873
103,Venstre (V),0.11025702760339748
103,Other - Right,0.1077474391891492
103,Other - Left,0.13109749955178887
103,Moderaterne (M),0.0850492803561453
103,Danmarksdemokraterne (Æ),0.059538897463327696
103,Socialistisk Folkeparti (F),0.09557280223678649
103,Liberal Alliance (I),0.09664185900735764
103,Other,0.005902908480335735
104,Did not vote,0.04312032582574318
104,Socialdemokratiet (A),0.26505845005341727
104,Venstre (V),0.110252027313961
104,Other - Right,0.10770331533863461
104,Other - Left,0.13107490808678043
104,Moderaterne (M),0.08507213478197771
104,Danmarksdemokraterne (Æ),0.059539261141840036
104,Socialistisk Folkeparti (F),0.09546115409610978
104,Liberal Alliance (I),0.09681062316644409
104,Other,0.005907800195091864
105,Did not vote,0.04359525078577524
105,Socialdemokratiet (A),0.26482403713063596
105,Venstre (V),0.11024694625781963
105,Other - Right,0.10778120998072563
105,Other - Left,0.13112307456368674
105,Moderaterne (M),0.08479799922174598
105,Danmarksdemokraterne (Æ),0.059538639183910134
105,Socialistisk Folkeparti (F),0.09547255026959135
105,Liberal Alliance (I),0.09671525665764921
105,Other,0.0059050359484601285
106,Did not vote,0.04370125530134967
106,Socialdemokratiet (A),0.26457385402914735
106,Venstre (V),0.11023546888265716
106,Other - Right,0.1077153917126417
106,Other - Left,0.13117209225183166
106,Moderaterne (M),0.08497060447905304
106,Danmarksdemokraterne (Æ),0.05953867694225648
106,Socialistisk Folkeparti (F),0.0954608325209643
106,Liberal Alliance (I),0.09672646310701916
106,Other,0.0059053607730795475
107,Did not vote,0.04369673052505162
107,Socialdemokratiet (A),0.2647549829144662
107,Venstre (V),0.11017734163715355
107,Other - Right,0.1077744902450923
107,Other - Left,0.13112647357048962
107,Moderaterne (M),0.08479435400986068
107,Danmarksdemokraterne (Æ),0.059538083133405334
107,Socialistisk Folkeparti (F),0.0954586210418963
107,Liberal Alliance (I),0.09677223541591376
107,Other,0.005906687506670695
108,Did not vote,0.04357117215453071
108,Socialdemokratiet (A),0.26472564485822664
108,Venstre (V),0.11034771844927584
108,Other - Right,0.10759932732432598
108,Other - Left,0.1310833969399033
108,Moderaterne (M),0.08479728633080068
108,Danmarksdemokraterne (Æ),0.05953893932838579
108,Socialistisk Folkeparti (F),0.0954597440802814
108,Liberal Alliance (I),0.0969645098554388
108,Other,0.00591226067883084
109,Did not vote,0.043836685210791766
109,Socialdemokratiet (A),0.26458270850311366
109,Venstre (V),0.11025867319801316
109,Other - Right,0.10781628638021959
109,Other - Left,0.13108260297814647
109,Moderaterne (M),0.08486358439043919
109,Danmarksdemokraterne (Æ),0.05953908519899074
109,Socialistisk Folkeparti (F),0.09546143267600017
109,Liberal Alliance (I),0.09665563371700332
109,Other,0.005903307747281987
110,Did not vote,0.04336268516993284
110,Socialdemokratiet (A),0.2648270201790462
110,Venstre (V),0.1103330825300677
110,Other - Right,0.10779398116824906
110,Other - Left,0.13110230556103517
110,Moderaterne (M),0.08490849213786053
110,Danmarksdemokraterne (Æ),0.05953987094045325
110,Socialistisk Folkeparti (F),0.09546121606596328
110,Liberal Alliance (I),0.09676487216819153
110,Other,0.005906474079200485
111,Did not vote,0.043649718259866854
111,Socialdemokratiet (A),0.2646327505633873
111,Venstre (V),0.11022517936302563
111,Other - Right,0.10778750871182553
111,Other - Left,0.1311587827029383
111,Moderaterne (M),0.08482760288371474
111,Danmarksdemokraterne (Æ),0.05953848123675316
111,Socialistisk Folkeparti (F),0.09546139408765689
111,Liberal Alliance (I),0.09681077752167505
111,Other,0.00590780466915653
112,Did not vote,0.043373699233399815
112,Socialdemokratiet (A),0.26481655350843214
112,Venstre (V),0.11033934125189071
112,Other - Right,0.10763000517562422
112,Other - Left,0.13115953813148845
112,Moderaterne (M),0.08486303610590873
112,Danmarksdemokraterne (Æ),0.059538595595797016
112,Socialistisk Folkeparti (F),0.09546071100908626
112,Liberal Alliance (I),0.0969079001699896
112,Other,0.005910619818383038
113,Did not vote,0.043508934220972344
113,Socialdemokratiet (A),0.26490480640588937
113,Venstre (V),0.11030647333055468
113,Other - Right,0.10780286212748628
113,Other - Left,0.13107001158474338
113,Moderaterne (M),0.0847974449974779
113,Danmarksdemokraterne (Æ),0.05953845790671012
113,Socialistisk Folkeparti (F),0.0954597317796115
113,Liberal Alliance (I),0.096706495640617
113,Other,0.0059047820059374544
114,Did not vote,0.04313562750933012
114,Socialdemokratiet (A),0.26500716007690905
114,Venstre (V),0.11039950112035633
114,Other - Right,0.10778197470514682
114,Other - Left,0.13122530793080095
114,Moderaterne (M),0.08478456156037971
114,Danmarksdemokraterne (Æ),0.059538977327378166
114,Socialistisk Folkeparti (F),0.09547216727020154
114,Liberal Alliance (I),0.09674871669488544
114,Other,0.005906005804611902
115,Did not vote,0.04375781815489155
115,Socialdemokratiet (A),0.26465931119731406
115,Venstre (V),0.11024676832147802
115,Other - Right,0.10770722087060712
115,Other - Left,0.1310429314072851
115,Moderaterne (M),0.08485370627808496
115,Danmarksdemokraterne (Æ),0.05953894946667522
115,Socialistisk Folkeparti (F),0.09546043805990048
115,Liberal Alliance (I),0.09682464948860893
115,Other,0.0059082067551546125
116,Did not vote,0.04363170827288286
116,Socialdemokratiet (A),0.26461552443921793
116,Venstre (V),0.1102733519402442
116,Other - Right,0.10770880133593119
116,Other - Left,0.13118854193521284
116,Moderaterne (M),0.0848693040712576
116,Danmarksdemokraterne (Æ),0.05953912691738957
116,Socialistisk Folkeparti (F),0.09546269132161449
116,Liberal Alliance (I),0.09680336009496837
116,Other,0.005907589671280973
117,Did not vote,0.043665762086029535
117,Socialdemokratiet (A),0.2646275220065688
117,Venstre (V),0.11028427496211685
117,Other - Right,0.1077682397551441
117,Other - Left,0.13112549295168302
117,Moderaterne (M),0.08483381576124964
117,Danmarksdemokraterne (Æ),0.05954132466033362
117,Socialistisk Folkeparti (F),0.09546097282642414
117,Liberal Alliance (I),0.09678552235510735
117,Other,0.005907072635342973
118,Did not vote,0.043497265539244524
118,Socialdemokratiet (A),0.2648855909066593
118,Venstre (V),0.11024414868709681
118,Other - Right,0.10767293651776334
118,Other - Left,0.13115795629683125
118,Moderaterne (M),0.08479270407595128
118,Danmarksdemokraterne (Æ),0.0595393213383274
118,Socialistisk Folkeparti (F),0.09545998983333245
118,Liberal Alliance (I),0.0968413946817227
118,Other,0.005908692123070954
119,Did not vote,0.04351430184967535
119,Socialdemokratiet (A),0.2648182442253055
119,Venstre (V),0.11037465362475071
119,Other - Right,0.10775104427823558
119,Other - Left,0.13106064983786792
119,Moderaterne (M),0.08478829804913862
119,Danmarksdemokraterne (Æ),0.059537930461238196
119,Socialistisk Folkeparti (F),0.09547588666028811
119,Liberal Alliance (I),0.09677230158877544
119,Other,0.005906689424724657
120,Did not vote,0.04339572243456796
120,Socialdemokratiet (A),0.2644944781045748
120,Venstre (V),0.11030974748173851
120,Other - Right,0.10766850883063175
120,Other - Left,0.13139374197444054
120,Moderaterne (M),0.08499329927010357
120,Danmarksdemokraterne (Æ),0.05953891904288092
120,Socialistisk Folkeparti (F),0.09556656180175568
120,Liberal Alliance (I),0.09673345754878425
120,Other,0.0059055635105220135
121,Did not vote,0.043473928806840555
121,Socialdemokratiet (A),0.2648335948793742
121,Venstre (V),0.11029922622294444
121,Other - Right,0.10756360188785208
121,Other - Left,0.13104842854715706
121,Moderaterne (M),0.08486416660404146
121,Danmarksdemokraterne (Æ),0.05953882261733565
121,Socialistisk Folkeparti (F),0.09547021673784557
121,Liberal Alliance (I),0.09699487292869818
121,Other,0.0059131407679108225
122,Did not vote,0.04370291522566246
122,Socialdemokratiet (A),0.2646555336872988
122,Venstre (V),0.11032976018880221
122,Other - Right,0.10779827308155948
122,Other - Left,0.13107900045755375
122,Moderaterne (M),0.08478601917321628
122,Danmarksdemokraterne (Æ),0.05953772888616471
122,Socialistisk Folkeparti (F),0.0954684383742717
122,Liberal Alliance (I),0.09673667417928196
122,Other,0.005905656746188613
123,Did not vote,0.04362237844379107
123,Socialdemokratiet (A),0.2647049277398314
123,Venstre (V),0.11022309524067309
123,Other - Right,0.1077929543856832
123,Other - Left,0.1310680500956228
123,Moderaterne (M),0.08491959096116963
123,Danmarksdemokraterne (Æ),0.0595781976123963
123,Socialistisk Folkeparti (F),0.09559670663155596
123,Liberal Alliance (I),0.09659261769340328
123,Other,0.005901481195873289
124,Did not vote,0.04381663906468318
124,Socialdemokratiet (A),0.26448059507518784
124,Venstre (V),0.11025560031902978
124,Other - Right,0.10774865365896408
124,Other - Left,0.13109090281063301
124,Moderaterne (M),0.08495068029151165
124,Danmarksdemokraterne (Æ),0.05954207478864927
124,Socialistisk Folkeparti (F),0.09556741784651683
124,Liberal Alliance (I),0.0966444524910483
124,Other,0.005902983653776044
125,Did not vote,0.04369823557100816
125,Socialdemokratiet (A),0.2645894968946672
125,Venstre (V),0.11024497372589885
125,Other - Right,0.10770731487633829
125,Other - Left,0.13107999766221154
125,Moderaterne (M),0.08485786366755545
125,Danmarksdemokraterne (Æ),0.05953885229448829
125,Socialistisk Folkeparti (F),0.09545802879067522
125,Liberal Alliance (I),0.0969144275007801
125,Other,0.005910809016376965
126,Did not vote,0.0434072456463655
126,Socialdemokratiet (A),0.26503630204562706
126,Venstre (V),0.11023516054424015
126,Other - Right,0.1077051498948127
126,Other - Left,0.1311076673493438
126,Moderaterne (M),0.08481320814825463
126,Danmarksdemokraterne (Æ),0.05953919731965546
126,Socialistisk Folkeparti (F),0.09546022348514709
126,Liberal Alliance (I),0.09678868136568662
126,Other,0.005907164200867009
127,Did not vote,0.043591693480160336
127,Socialdemokratiet (A),0.26480216833645875
127,Venstre (V),0.11029045146807559
127,Other - Right,0.1077744716422396
127,Other - Left,0.1310559122595791
127,Moderaterne (M),0.08481937059546558
127,Danmarksdemokraterne (Æ),0.05953835777452035
127,Socialistisk Folkeparti (F),0.09548317401265331
127,Liberal Alliance (I),0.09673868538873266
127,Other,0.00590571504211472
128,Did not vote,0.0435503697342657
128,Socialdemokratiet (A),0.2648228678663225
128,Venstre (V),0.11028868333934277
128,Other - Right,0.10777498203197643
128,Other - Left,0.131070788903457
128,Moderaterne (M),0.0848322531025885
128,Danmarksdemokraterne (Æ),0.059539520490364845
128,Socialistisk Folkeparti (F),0.09546064031018109
128,Liberal Alliance (I),0.09675374273457936
128,Other,0.005906151486921872
129,Did not vote,0.04355617541989079
129,Socialdemokratiet (A),0.26459440181674704
129,Venstre (V),0.11030047799882793
129,Other - Right,0.10764924369465956
129,Other - Left,0.13116201823464999
129,Moderaterne (M),0.08495428817143907
129,Danmarksdemokraterne (Æ),0.059539577164621604
129,Socialistisk Folkeparti (F),0.09546137761844443
129,Liberal Alliance (I),0.09687283640339722
129,Other,0.005909603477322389
130,Did not vote,0.04352256724216552
130,Socialdemokratiet (A),0.26477589702760335
130,Venstre (V),0.11026058496089845
130,Other - Right,0.10771925361146494
130,Other - Left,0.13124270190901693
130,Moderaterne (M),0.08480672083544395
130,Danmarksdemokraterne (Æ),0.05954003023392464
130,Socialistisk Folkeparti (F),0.09545850847304477
130,Liberal Alliance (I),0.09676719431853151
130,Other,0.005906541387905992
131,Did not vote,0.044033217686942565
131,Socialdemokratiet (A),0.2642592052302041
131,Venstre (V),0.1102627705500114
131,Other - Right,0.1077972729583882
131,Other - Left,0.1311820532644422
131,Moderaterne (M),0.0848076974423603
131,Danmarksdemokraterne (Æ),0.05953831292256384
131,Socialistisk Folkeparti (F),0.09546000122641059
131,Liberal Alliance (I),0.09675332921775004
131,Other,0.005906139500926819
132,Did not vote,0.04395059305164018
132,Socialdemokratiet (A),0.2644219466870912
132,Venstre (V),0.11024223065667994
132,Other - Right,0.10783584577191377
132,Other - Left,0.13117418823985452
132,Moderaterne (M),0.08481318131631724
132,Danmarksdemokraterne (Æ),0.059539209893771296
132,Socialistisk Folkeparti (F),0.09546011899154316
132,Liberal Alliance (I),0.09665927218117705
132,Other,0.00590341321001166
133,Did not vote,0.043750016671238415
133,Socialdemokratiet (A),0.26468051897747186
133,Venstre (V),0.11021578179793252
133,Other - Right,0.10767938972989233
133,Other - Left,0.13110391907540536
133,Moderaterne (M),0.08482014953096467
133,Danmarksdemokraterne (Æ),0.059539760578174165
133,Socialistisk Folkeparti (F),0.09546208332627892
133,Liberal Alliance (I),0.09683973625977235
133,Other,0.005908644052869495
134,Did not vote,0.04370228969886624
134,Socialdemokratiet (A),0.2646538633641086
134,Venstre (V),0.11023941196217504
134,Other - Right,0.10762957730406733
134,Other - Left,0.13105470185848742
134,Moderaterne (M),0.08502974974185748
134,Danmarksdemokraterne (Æ),0.059538928132264975
134,Socialistisk Folkeparti (F),0.09546056855809057
134,Liberal Alliance (I),0.0967838842267216
134,Other,0.005907025153360778
135,Did not vote,0.04364532932908958
135,Socialdemokratiet (A),0.26477876194043215
135,Venstre (V),0.11024445283120193
135,Other - Right,0.10773745396250148
135,Other - Left,0.13116131224637576
135,Moderaterne (M),0.08487997548687157
135,Danmarksdemokraterne (Æ),0.05953917750695805
135,Socialistisk Folkeparti (F),0.09546057064570122
135,Liberal Alliance (I),0.09664982662509099
135,Other,0.005903139425777281
136,Did not vote,0.04361701148583077
136,Socialdemokratiet (A),0.2646582243877887
136,Venstre (V),0.11026672633796832
136,Other - Right,0.1077037559671246
136,Other - Left,0.13113428121274293
136,Moderaterne (M),0.08485427816120317
136,Danmarksdemokraterne (Æ),0.05953877398707752
136,Socialistisk Folkeparti (F),0.09546099873376634
136,Liberal Alliance (I),0.09685681076056184
136,Other,0.005909138965935857
137,Did not vote,0.043086844967068175
137,Socialdemokratiet (A),0.26523974513731124
137,Venstre (V),0.11035001256983261
137,Other - Right,0.10775939492537075
137,Other - Left,0.1310840054599039
137,Moderaterne (M),0.08482358664774735
137,Danmarksdemokraterne (Æ),0.059538621002636107
137,Socialistisk Folkeparti (F),0.09546252996366211
137,Liberal Alliance (I),0.09674923839996942
137,Other,0.005906020926498395
138,Did not vote,0.0437407395618376
138,Socialdemokratiet (A),0.26457392135245406
138,Venstre (V),0.11023024599492984
138,Other - Right,0.10766369213107674
138,Other - Left,0.13113190184386894
138,Moderaterne (M),0.08483500565763494
138,Danmarksdemokraterne (Æ),0.05953881248040279
138,Socialistisk Folkeparti (F),0.09545978815220403
138,Liberal Alliance (I),0.09691506532165259
138,Other,0.005910827503938487
139,Did not vote,0.04361523167391367
139,Socialdemokratiet (A),0.2645922560817556
139,Venstre (V),0.1102389527096594
139,Other - Right,0.1077801197408756
139,Other - Left,0.13123911997070112
139,Moderaterne (M),0.08483122876075005
