Did not vote,Socialdemokratiet (A),Venstre (V),Other - Right,Other - Left,Moderaterne (M),Danmarksdemokraterne (Æ),Socialistisk Folkeparti (F),Liberal Alliance (I),Other
0.04355971729291629,0.26472897730622896,0.110282377667448,0.10776879571968129,0.1311836718054434,0.08482327705789727,0.05953876644139711,0.09546038932025627,0.09674804116470452,0.005905986224026948
0.04379755534376911,0.26464742307776534,0.11027907584596978,0.10780201283539352,0.13105114888176764,0.08479545413040575,0.059539868840823525,0.09546008515448216,0.09672214041205002,0.005905235477573195
0.04381216137236503,0.26460616872000453,0.11024856319748881,0.10764535440013197,0.13107728978832786,0.08485277963788834,0.05953862625087368,0.09560457151262289,0.0967096127629864,0.005904872357310482
0.04372254422507849,0.2644804775289034,0.11034132757651803,0.10776934604517284,0.13105811603574466,0.08483521332406535,0.05953919807955877,0.09545852910102964,0.09688528381214984,0.005909964271778987
0.043317347776213266,0.2650399905484363,0.11027208280785662,0.10766310933080643,0.13102883789952294,0.08479120486041052,0.059538556601239176,0.09546545086650163,0.09697097134075287,0.005912447968260234
0.043454655523727015,0.2648011714376522,0.11029403299864557,0.10780119083353656,0.13121755985266947,0.08482445381686277,0.05953885367798479,0.09566696467035514,0.09650225519553007,0.005898861993036385
0.04376831574064433,0.26425262179238307,0.11044973444875772,0.10776027446553287,0.1312451821662447,0.08485050417632949,0.059538474030671334,0.09553316200518734,0.09669721808302459,0.005904513091224632
0.0438676947686281,0.26441852412919914,0.11023493163564796,0.10768749722972987,0.1312118456297961,0.0848444924995507,0.05953844428951382,0.09546164868496665,0.09682665621191996,0.005908264921047687
0.04363616914387549,0.2645424673850165,0.1102652740080074,0.10771914036691006,0.13120679886302622,0.08492374352865534,0.05953959927132298,0.095603900678968,0.0966594873086281,0.00590341944558995
0.04360782581192527,0.26480928238464474,0.11024758085185084,0.10766902368821729,0.13107152687053977,0.08483023288656295,0.05953902376097764,0.0956172004386045,0.09670360508496145,0.0059046982217155555
0.04386233218223989,0.2644806894882855,0.11024592317062001,0.10760022320064289,0.13108537230214024,0.08488860859173343,0.059539465347727145,0.09546092901805003,0.09692533162073588,0.005911125077824959
0.04344449803830503,0.26491178361574125,0.11030952347334423,0.10777451085851993,0.1310744062729259,0.08481187089602485,0.05953895763861299,0.09546146388950992,0.09676646506684011,0.0059065202501758065
0.04343665734261109,0.26501884162397443,0.11024884373981082,0.1076724817386479,0.13110671704184396,0.08481268687827524,0.059542455026689554,0.09545884783088548,0.0967951180070788,0.0059073507701827245
0.04357305556396803,0.26481142016322523,0.11024552221822019,0.10757089999945503,0.13114699155047438,0.08479112275692942,0.05953903001238243,0.0956603512580546,0.0967554067578114,0.005906199719479322
0.043699424230903894,0.2646014221749662,0.11030806320739084,0.10778165164530762,0.13117395708848292,0.08478754461196569,0.05968076629256994,0.09546129787515642,0.09660406001586272,0.005901812857393853
0.0434407755235247,0.26486046760397053,0.11024565763931694,0.1077625923291657,0.1311591463192343,0.08483992637563123,0.05953902210387158,0.09546074886783855,0.09678461684866702,0.005907046388779485
0.043279109783007585,0.2651527258999855,0.11024365228016482,0.10774626909040942,0.13109141477176772,0.08480994436740183,0.05953959100891675,0.0954594849392108,0.09677115176270287,0.005906656096432698
0.043761230383389825,0.26426882416368247,0.11025377175984666,0.10779202130700238,0.13122860666411745,0.08495637548527733,0.0595391103903817,0.09570571024653747,0.09659286134162415,0.005901488258140561
0.04324002410345463,0.2649827881059317,0.11033788636498514,0.10772762049994994,0.13107740957934522,0.08496630381639693,0.059538736713561066,0.09546034921484821,0.09676247694897082,0.005906404652556406
0.04354190453344866,0.2647112554043398,0.11027348750814336,0.10778118818949117,0.1313635522342694,0.08484066877772199,0.05953881693703431,0.09546028238857598,0.09658751085539224,0.005901333171583115
0.043630351529914825,0.2647990141540346,0.11020859490472884,0.10776115604473237,0.13110636596526923,0.08479047989061127,0.05953894270596996,0.0954668951732144,0.0967909691189682,0.005907230512556331
0.043565405832713754,0.2648437921059113,0.11024879903161504,0.10771683966364644,0.13108542139741172,0.08482028376390238,0.059538400020511244,0.09545903331639823,0.09681412322191485,0.005907901645975074
0.04377497755852979,0.26457369806689357,0.11028035366348227,0.10773045023688357,0.13105126231931244,0.08485430692694225,0.05953917122415713,0.09546018617248732,0.09682730996101489,0.005908283870296814
0.04352479188249323,0.264519844687463,0.11029469904118949,0.10780795615411187,0.1314340106624117,0.08481323301034856,0.05953818669421452,0.0954606088351549,0.09670201684678632,0.005904652185826422
0.043119888189642824,0.26482425108460655,0.11039209929570272,0.10767360551828697,0.1314133744435982,0.08491765044358918,0.05953928859992969,0.09565772465562818,0.09656153744976949,0.005900580319246223
0.04340266423235675,0.2649282808950329,0.11026805316283293,0.10776242791684734,0.13116205003708853,0.08479210480213564,0.059538705495602175,0.09546125607775277,0.09677761397346153,0.005906843406889471
0.04350209797700504,0.26481240404807826,0.11025431764728481,0.10771699684074132,0.13113823594893217,0.08485848168992378,0.059539029509684364,0.09556224617490382,0.09671126977675144,0.005904920386694976
0.04330172588687253,0.2650695224699276,0.11026947370146177,0.10778960569091577,0.13113550071381816,0.0848006775604444,0.05953885664158261,0.09545926644135252,0.09672991020467117,0.005905460688953518
0.043624132955634304,0.26470173361828503,0.11031960130803813,0.10774065586273365,0.13107822231472033,0.08479551669420898,0.05953971124465884,0.09545866842135635,0.09683330008333374,0.005908457497030694
0.04346726850502233,0.2647557103294741,0.11023728067409466,0.1077918970037007,0.13111720560793574,0.08498814893475212,0.05953919593210854,0.09546073634784556,0.09673689356001583,0.005905663105050465
0.04365450128714353,0.2646338023979275,0.11027536386169584,0.10774380933395968,0.13119713447885453,0.0848958801953198,0.05953842932556441,0.09545964726387814,0.09669692719594163,0.00590450465971498
