MunicipalityCode,MunicipalityName,Age,Sex,Education,N
1463,Mariestad,51-60,Male,Tertiary <2yr,272.6
1463,Mariestad,51-60,Male,Upper secondary,1209.4
1463,Mariestad,61-70,Female,Postgraduate,7.4
1463,Mariestad,61-70,Female,Primary 9-10yr,267.4
1463,Mariestad,61-70,Female,Primary <9yr,72.4
1463,Mariestad,61-70,Female,Tertiary 2yr+,321.5
1463,Mariestad,61-70,Female,Tertiary <2yr,331.7
1463,Mariestad,61-70,Female,Upper secondary,1000.2
1463,Mariestad,61-70,Male,Postgraduate,13.9
1463,Mariestad,61-70,Male,Primary 9-10yr,493.4
1463,Mariestad,61-70,Male,Primary <9yr,73.9
1463,Mariestad,61-70,Male,Tertiary 2yr+,191.1
1463,Mariestad,61-70,Male,Tertiary <2yr,246.5
1463,Mariestad,61-70,Male,Upper secondary,1029.1
1463,Mariestad,71-104,Female,Postgraduate,4.3
1463,Mariestad,71-104,Female,Primary 9-10yr,384.9
1463,Mariestad,71-104,Female,Primary <9yr,803.3
1463,Mariestad,71-104,Female,Tertiary 2yr+,358.7
1463,Mariestad,71-104,Female,Tertiary <2yr,369.2
1463,Mariestad,71-104,Female,Upper secondary,1264.0
1463,Mariestad,71-104,Male,Postgraduate,16.3
1463,Mariestad,71-104,Male,Primary 9-10yr,407.9
1463,Mariestad,71-104,Male,Primary <9yr,864.6
1463,Mariestad,71-104,Male,Tertiary 2yr+,234.3
1463,Mariestad,71-104,Male,Tertiary <2yr,238.0
1463,Mariestad,71-104,Male,Upper secondary,1013.2
1465,Lidköping,18-22,Female,Primary 9-10yr,213.2
1465,Lidköping,18-22,Female,Primary <9yr,1.1
1465,Lidköping,18-22,Female,Tertiary 2yr+,6.3
1465,Lidköping,18-22,Female,Tertiary <2yr,18.0
1465,Lidköping,18-22,Female,Upper secondary,175.2
1465,Lidköping,18-22,Male,Primary 9-10yr,238.0
1465,Lidköping,18-22,Male,Primary <9yr,3.3
1465,Lidköping,18-22,Male,Tertiary 2yr+,3.3
1465,Lidköping,18-22,Male,Tertiary <2yr,17.4
1465,Lidköping,18-22,Male,Upper secondary,228.3
1465,Lidköping,23-30,Female,Primary 9-10yr,12.9
1465,Lidköping,23-30,Female,Primary <9yr,2.7
1465,Lidköping,23-30,Female,Tertiary 2yr+,38.4
1465,Lidköping,23-30,Female,Tertiary <2yr,34.0
1465,Lidköping,23-30,Female,Upper secondary,92.5
1465,Lidköping,23-30,Male,Primary 9-10yr,29.5
1465,Lidköping,23-30,Male,Primary <9yr,4.2
1465,Lidköping,23-30,Male,Tertiary 2yr+,12.6
1465,Lidköping,23-30,Male,Tertiary <2yr,26.8
1465,Lidköping,23-30,Male,Upper secondary,128.2
1465,Lidköping,31-40,Female,Postgraduate,1.0
1465,Lidköping,31-40,Female,Primary 9-10yr,45.7
1465,Lidköping,31-40,Female,Primary <9yr,12.3
1465,Lidköping,31-40,Female,Tertiary 2yr+,149.1
1465,Lidköping,31-40,Female,Tertiary <2yr,108.3
1465,Lidköping,31-40,Female,Upper secondary,300.7
1465,Lidköping,31-40,Male,Postgraduate,2.4
1465,Lidköping,31-40,Male,Primary 9-10yr,84.8
1465,Lidköping,31-40,Male,Primary <9yr,15.6
1465,Lidköping,31-40,Male,Tertiary 2yr+,51.1
1465,Lidköping,31-40,Male,Tertiary <2yr,73.8
1465,Lidköping,31-40,Male,Upper secondary,355.3
1465,Lidköping,41-50,Female,Postgraduate,1.3
1465,Lidköping,41-50,Female,Primary 9-10yr,41.4
1465,Lidköping,41-50,Female,Primary <9yr,14.1
1465,Lidköping,41-50,Female,Tertiary 2yr+,127.1
1465,Lidköping,41-50,Female,Tertiary <2yr,74.9
1465,Lidköping,41-50,Female,Upper secondary,240.1
1465,Lidköping,41-50,Male,Postgraduate,3.4
1465,Lidköping,41-50,Male,Primary 9-10yr,77.3
1465,Lidköping,41-50,Male,Primary <9yr,16.1
1465,Lidköping,41-50,Male,Tertiary 2yr+,54.8
1465,Lidköping,41-50,Male,Tertiary <2yr,60.7
1465,Lidköping,41-50,Male,Upper secondary,313.6
1465,Lidköping,51-60,Female,Postgraduate,1.5
1465,Lidköping,51-60,Female,Primary 9-10yr,64.2
1465,Lidköping,51-60,Female,Primary <9yr,15.0
1465,Lidköping,51-60,Female,Tertiary 2yr+,116.4
1465,Lidköping,51-60,Female,Tertiary <2yr,86.7
1465,Lidköping,51-60,Female,Upper secondary,351.7
1465,Lidköping,51-60,Male,Postgraduate,2.6
1465,Lidköping,51-60,Male,Primary 9-10yr,150.7
1465,Lidköping,51-60,Male,Primary <9yr,15.0
1465,Lidköping,51-60,Male,Tertiary 2yr+,55.9
1465,Lidköping,51-60,Male,Tertiary <2yr,76.2
1465,Lidköping,51-60,Male,Upper secondary,403.7
1465,Lidköping,61-70,Female,Postgraduate,1.4
1465,Lidköping,61-70,Female,Primary 9-10yr,93.2
1465,Lidköping,61-70,Female,Primary <9yr,34.1
1465,Lidköping,61-70,Female,Tertiary 2yr+,76.9
1465,Lidköping,61-70,Female,Tertiary <2yr,81.3
1465,Lidköping,61-70,Female,Upper secondary,362.9
1465,Lidköping,61-70,Male,Postgraduate,1.9
1465,Lidköping,61-70,Male,Primary 9-10yr,182.3
1465,Lidköping,61-70,Male,Primary <9yr,60.5
1465,Lidköping,61-70,Male,Tertiary 2yr+,37.6
1465,Lidköping,61-70,Male,Tertiary <2yr,65.2
1465,Lidköping,61-70,Male,Upper secondary,326.0
1465,Lidköping,71-104,Female,Postgraduate,0.5
1465,Lidköping,71-104,Female,Primary 9-10yr,120.4
1465,Lidköping,71-104,Female,Primary <9yr,290.2
1465,Lidköping,71-104,Female,Tertiary 2yr+,87.7
1465,Lidköping,71-104,Female,Tertiary <2yr,86.1
1465,Lidköping,71-104,Female,Upper secondary,417.4
1465,Lidköping,71-104,Male,Postgraduate,2.7
1465,Lidköping,71-104,Male,Primary 9-10yr,131.4
1465,Lidköping,71-104,Male,Primary <9yr,347.5
1465,Lidköping,71-104,Male,Tertiary 2yr+,62.0
1465,Lidköping,71-104,Male,Tertiary <2yr,59.6
1465,Lidköping,71-104,Male,Upper secondary,351.7
1466,Götene,18-22,Female,Primary 9-10yr,218.1
1466,Götene,18-22,Female,Tertiary 2yr+,8.5
1466,Götene,18-22,Female,Tertiary <2yr,24.5
1466,Götene,18-22,Female,Upper secondary,163.9
1466,Götene,18-22,Male,Primary 9-10yr,188.5
1466,Götene,18-22,Male,Primary <9yr,4.2
1466,Götene,18-22,Male,Tertiary 2yr+,2.0
1466,Götene,18-22,Male,Tertiary <2yr,15.7
1466,Götene,18-22,Male,Upper secondary,238.4
1466,Götene,23-30,Female,Postgraduate,0.8
1466,Götene,23-30,Female,Primary 9-10yr,13.3
1466,Götene,23-30,Female,Primary <9yr,5.5
1466,Götene,23-30,Female,Tertiary 2yr+,48.5
1466,Götene,23-30,Female,Tertiary <2yr,23.1
1466,Götene,23-30,Female,Upper secondary,90.3
1466,Götene,23-30,Male,Primary 9-10yr,28.1
1466,Götene,23-30,Male,Primary <9yr,4.0
1466,Götene,23-30,Male,Tertiary 2yr+,24.2
1466,Götene,23-30,Male,Tertiary <2yr,31.2
1466,Götene,23-30,Male,Upper secondary,164.0
1466,Götene,31-40,Female,Postgraduate,2.6
1466,Götene,31-40,Female,Primary 9-10yr,34.7
1466,Götene,31-40,Female,Primary <9yr,12.7
1466,Götene,31-40,Female,Tertiary 2yr+,162.2
1466,Götene,31-40,Female,Tertiary <2yr,79.5
1466,Götene,31-40,Female,Upper secondary,229.4
1466,Götene,31-40,Male,Postgraduate,1.5
1466,Götene,31-40,Male,Primary 9-10yr,66.8
1466,Götene,31-40,Male,Primary <9yr,10.8
1466,Götene,31-40,Male,Tertiary 2yr+,73.5
1466,Götene,31-40,Male,Tertiary <2yr,62.1
1466,Götene,31-40,Male,Upper secondary,340.6
1466,Götene,41-50,Female,Postgraduate,2.7
1466,Götene,41-50,Female,Primary 9-10yr,31.6
1466,Götene,41-50,Female,Primary <9yr,10.9
1466,Götene,41-50,Female,Tertiary 2yr+,151.2
1466,Götene,41-50,Female,Tertiary <2yr,83.0
1466,Götene,41-50,Female,Upper secondary,191.4
1466,Götene,41-50,Male,Postgraduate,3.1
1466,Götene,41-50,Male,Primary 9-10yr,56.2
1466,Götene,41-50,Male,Primary <9yr,10.3
1466,Götene,41-50,Male,Tertiary 2yr+,68.3
1466,Götene,41-50,Male,Tertiary <2yr,53.3
1466,Götene,41-50,Male,Upper secondary,293.0
1466,Götene,51-60,Female,Postgraduate,2.1
1466,Götene,51-60,Female,Primary 9-10yr,49.9
1466,Götene,51-60,Female,Primary <9yr,14.8
1466,Götene,51-60,Female,Tertiary 2yr+,131.4
1466,Götene,51-60,Female,Tertiary <2yr,97.3
1466,Götene,51-60,Female,Upper secondary,294.6
1466,Götene,51-60,Male,Postgraduate,2.5
1466,Götene,51-60,Male,Primary 9-10yr,92.2
1466,Götene,51-60,Male,Primary <9yr,12.0
1466,Götene,51-60,Male,Tertiary 2yr+,52.4
1466,Götene,51-60,Male,Tertiary <2yr,74.2
1466,Götene,51-60,Male,Upper secondary,369.7
1466,Götene,61-70,Female,Postgraduate,1.9
1466,Götene,61-70,Female,Primary 9-10yr,73.0
1466,Götene,61-70,Female,Primary <9yr,24.8
1466,Götene,61-70,Female,Tertiary 2yr+,78.9
1466,Götene,61-70,Female,Tertiary <2yr,82.2
1466,Götene,61-70,Female,Upper secondary,296.1
1466,Götene,61-70,Male,Postgraduate,1.0
1466,Götene,61-70,Male,Primary 9-10yr,144.2
1466,Götene,61-70,Male,Primary <9yr,24.2
1466,Götene,61-70,Male,Tertiary 2yr+,43.1
1466,Götene,61-70,Male,Tertiary <2yr,66.7
1466,Götene,61-70,Male,Upper secondary,292.3
1466,Götene,71-104,Female,Postgraduate,1.4
1466,Götene,71-104,Female,Primary 9-10yr,116.9
1466,Götene,71-104,Female,Primary <9yr,226.7
1466,Götene,71-104,Female,Tertiary 2yr+,75.9
1466,Götene,71-104,Female,Tertiary <2yr,86.3
1466,Götene,71-104,Female,Upper secondary,367.0
1466,Götene,71-104,Male,Postgraduate,3.4
1466,Götene,71-104,Male,Primary 9-10yr,134.3
1466,Götene,71-104,Male,Primary <9yr,262.9
1466,Götene,71-104,Male,Tertiary 2yr+,63.2
1466,Götene,71-104,Male,Tertiary <2yr,64.9
1466,Götene,71-104,Male,Upper secondary,327.9
1470,Tibro,18-22,Female,Primary 9-10yr,344.2
1470,Tibro,18-22,Female,Primary <9yr,4.3
1470,Tibro,18-22,Female,Tertiary 2yr+,8.7
1470,Tibro,18-22,Female,Tertiary <2yr,32.3
1470,Tibro,18-22,Female,Upper secondary,311.9
1470,Tibro,18-22,Male,Primary 9-10yr,378.1
1470,Tibro,18-22,Male,Primary <9yr,5.3
1470,Tibro,18-22,Male,Tertiary 2yr+,3.2
1470,Tibro,18-22,Male,Tertiary <2yr,27.5
1470,Tibro,18-22,Male,Upper secondary,378.0
1470,Tibro,23-30,Female,Postgraduate,0.4
1470,Tibro,23-30,Female,Primary 9-10yr,34.6
1470,Tibro,23-30,Female,Primary <9yr,2.3
1470,Tibro,23-30,Female,Tertiary 2yr+,73.5
1470,Tibro,23-30,Female,Tertiary <2yr,49.8
1470,Tibro,23-30,Female,Upper secondary,150.8
1470,Tibro,23-30,Male,Primary 9-10yr,43.6
1470,Tibro,23-30,Male,Primary <9yr,7.0
1470,Tibro,23-30,Male,Tertiary 2yr+,24.3
1470,Tibro,23-30,Male,Tertiary <2yr,36.6
1470,Tibro,23-30,Male,Upper secondary,248.7
1470,Tibro,31-40,Female,Postgraduate,1.6
1470,Tibro,31-40,Female,Primary 9-10yr,83.4
1470,Tibro,31-40,Female,Primary <9yr,11.7
1470,Tibro,31-40,Female,Tertiary 2yr+,228.9
1470,Tibro,31-40,Female,Tertiary <2yr,144.9
1470,Tibro,31-40,Female,Upper secondary,391.6
1470,Tibro,31-40,Male,Postgraduate,0.5
1470,Tibro,31-40,Male,Primary 9-10yr,102.6
1470,Tibro,31-40,Male,Primary <9yr,18.1
1470,Tibro,31-40,Male,Tertiary 2yr+,78.3
1470,Tibro,31-40,Male,Tertiary <2yr,99.2
1470,Tibro,31-40,Male,Upper secondary,580.0
1470,Tibro,41-50,Female,Postgraduate,2.7
1470,Tibro,41-50,Female,Primary 9-10yr,66.1
1470,Tibro,41-50,Female,Primary <9yr,17.7
1470,Tibro,41-50,Female,Tertiary 2yr+,221.5
1470,Tibro,41-50,Female,Tertiary <2yr,128.6
1470,Tibro,41-50,Female,Upper secondary,365.5
1470,Tibro,41-50,Male,Postgraduate,3.7
1470,Tibro,41-50,Male,Primary 9-10yr,103.8
1470,Tibro,41-50,Male,Primary <9yr,15.8
1470,Tibro,41-50,Male,Tertiary 2yr+,99.6
1470,Tibro,41-50,Male,Tertiary <2yr,88.0
1470,Tibro,41-50,Male,Upper secondary,544.0
1470,Tibro,51-60,Female,Postgraduate,4.0
1470,Tibro,51-60,Female,Primary 9-10yr,86.8
1470,Tibro,51-60,Female,Primary <9yr,17.7
1470,Tibro,51-60,Female,Tertiary 2yr+,187.5
1470,Tibro,51-60,Female,Tertiary <2yr,147.6
1470,Tibro,51-60,Female,Upper secondary,507.7
1470,Tibro,51-60,Male,Postgraduate,5.2
1470,Tibro,51-60,Male,Primary 9-10yr,156.7
1470,Tibro,51-60,Male,Primary <9yr,15.5
1470,Tibro,51-60,Male,Tertiary 2yr+,101.5
1470,Tibro,51-60,Male,Tertiary <2yr,103.8
1470,Tibro,51-60,Male,Upper secondary,652.2
1470,Tibro,61-70,Female,Postgraduate,3.3
1470,Tibro,61-70,Female,Primary 9-10yr,114.5
1470,Tibro,61-70,Female,Primary <9yr,28.9
1470,Tibro,61-70,Female,Tertiary 2yr+,124.5
1470,Tibro,61-70,Female,Tertiary <2yr,144.5
1470,Tibro,61-70,Female,Upper secondary,536.7
1470,Tibro,61-70,Male,Postgraduate,2.2
1470,Tibro,61-70,Male,Primary 9-10yr,201.0
1470,Tibro,61-70,Male,Primary <9yr,55.2
1470,Tibro,61-70,Male,Tertiary 2yr+,61.3
1470,Tibro,61-70,Male,Tertiary <2yr,98.6
1470,Tibro,61-70,Male,Upper secondary,542.9
1470,Tibro,71-104,Female,Postgraduate,4.2
1470,Tibro,71-104,Female,Primary 9-10yr,146.2
1470,Tibro,71-104,Female,Primary <9yr,345.7
1470,Tibro,71-104,Female,Tertiary 2yr+,132.2
1470,Tibro,71-104,Female,Tertiary <2yr,132.6
1470,Tibro,71-104,Female,Upper secondary,669.3
1470,Tibro,71-104,Male,Postgraduate,1.3
1470,Tibro,71-104,Male,Primary 9-10yr,174.1
1470,Tibro,71-104,Male,Primary <9yr,459.5
1470,Tibro,71-104,Male,Tertiary 2yr+,73.6
1470,Tibro,71-104,Male,Tertiary <2yr,91.1
1470,Tibro,71-104,Male,Upper secondary,544.5
1471,Töreboda,18-22,Female,Primary 9-10yr,301.3
1471,Töreboda,18-22,Female,Primary <9yr,2.2
1471,Töreboda,18-22,Female,Tertiary 2yr+,11.0
1471,Töreboda,18-22,Female,Tertiary <2yr,14.3
1471,Töreboda,18-22,Female,Upper secondary,221.0
1471,Töreboda,18-22,Male,Primary 9-10yr,324.1
1471,Töreboda,18-22,Male,Primary <9yr,2.3
1471,Töreboda,18-22,Male,Tertiary 2yr+,1.1
1471,Töreboda,18-22,Male,Tertiary <2yr,15.6
1471,Töreboda,18-22,Male,Upper secondary,278.5
1471,Töreboda,23-30,Female,Postgraduate,0.4
1471,Töreboda,23-30,Female,Primary 9-10yr,17.7
1471,Töreboda,23-30,Female,Primary <9yr,2.6
1471,Töreboda,23-30,Female,Tertiary 2yr+,61.8
1471,Töreboda,23-30,Female,Tertiary <2yr,36.8
1471,Töreboda,23-30,Female,Upper secondary,94.2
1471,Töreboda,23-30,Male,Primary 9-10yr,38.2
1471,Töreboda,23-30,Male,Primary <9yr,10.1
1471,Töreboda,23-30,Male,Tertiary 2yr+,23.9
1471,Töreboda,23-30,Male,Tertiary <2yr,33.6
1471,Töreboda,23-30,Male,Upper secondary,182.3
1471,Töreboda,31-40,Female,Postgraduate,1.1
1471,Töreboda,31-40,Female,Primary 9-10yr,43.2
1471,Töreboda,31-40,Female,Primary <9yr,11.6
1471,Töreboda,31-40,Female,Tertiary 2yr+,227.6
1471,Töreboda,31-40,Female,Tertiary <2yr,133.6
1471,Töreboda,31-40,Female,Upper secondary,297.3
1471,Töreboda,31-40,Male,Postgraduate,0.5
1471,Töreboda,31-40,Male,Primary 9-10yr,78.3
1471,Töreboda,31-40,Male,Primary <9yr,21.9
1471,Töreboda,31-40,Male,Tertiary 2yr+,80.2
1471,Töreboda,31-40,Male,Tertiary <2yr,92.5
1471,Töreboda,31-40,Male,Upper secondary,456.3
1471,Töreboda,41-50,Female,Postgraduate,4.7
1471,Töreboda,41-50,Female,Primary 9-10yr,31.3
1471,Töreboda,41-50,Female,Primary <9yr,15.7
1471,Töreboda,41-50,Female,Tertiary 2yr+,221.0
1471,Töreboda,41-50,Female,Tertiary <2yr,120.0
1471,Töreboda,41-50,Female,Upper secondary,265.1
1471,Töreboda,41-50,Male,Postgraduate,1.8
1471,Töreboda,41-50,Male,Primary 9-10yr,63.1
1471,Töreboda,41-50,Male,Primary <9yr,15.2
1471,Töreboda,41-50,Male,Tertiary 2yr+,98.4
1471,Töreboda,41-50,Male,Tertiary <2yr,90.1
1471,Töreboda,41-50,Male,Upper secondary,429.2
1471,Töreboda,51-60,Female,Postgraduate,8.8
1471,Töreboda,51-60,Female,Primary 9-10yr,61.1
1471,Töreboda,51-60,Female,Primary <9yr,20.6
1471,Töreboda,51-60,Female,Tertiary 2yr+,213.8
1471,Töreboda,51-60,Female,Tertiary <2yr,147.7
1471,Töreboda,51-60,Female,Upper secondary,400.9
1471,Töreboda,51-60,Male,Postgraduate,4.9
1471,Töreboda,51-60,Male,Primary 9-10yr,121.3
1471,Töreboda,51-60,Male,Primary <9yr,13.0
1471,Töreboda,51-60,Male,Tertiary 2yr+,89.9
1471,Töreboda,51-60,Male,Tertiary <2yr,114.0
1471,Töreboda,51-60,Male,Upper secondary,512.5
1471,Töreboda,61-70,Female,Postgraduate,4.3
1471,Töreboda,61-70,Female,Primary 9-10yr,104.2
1471,Töreboda,61-70,Female,Primary <9yr,21.1
1471,Töreboda,61-70,Female,Tertiary 2yr+,144.7
1471,Töreboda,61-70,Female,Tertiary <2yr,125.6
1471,Töreboda,61-70,Female,Upper secondary,455.8
1471,Töreboda,61-70,Male,Postgraduate,4.9
1471,Töreboda,61-70,Male,Primary 9-10yr,207.6
1471,Töreboda,61-70,Male,Primary <9yr,17.1
1471,Töreboda,61-70,Male,Tertiary 2yr+,69.1
1471,Töreboda,61-70,Male,Tertiary <2yr,116.1
1471,Töreboda,61-70,Male,Upper secondary,477.0
1471,Töreboda,71-104,Female,Postgraduate,5.7
1471,Töreboda,71-104,Female,Primary 9-10yr,147.8
1471,Töreboda,71-104,Female,Primary <9yr,260.9
1471,Töreboda,71-104,Female,Tertiary 2yr+,173.7
1471,Töreboda,71-104,Female,Tertiary <2yr,128.1
1471,Töreboda,71-104,Female,Upper secondary,591.8
1471,Töreboda,71-104,Male,Postgraduate,8.1
1471,Töreboda,71-104,Male,Primary 9-10yr,188.6
1471,Töreboda,71-104,Male,Primary <9yr,301.0
1471,Töreboda,71-104,Male,Tertiary 2yr+,122.7
1471,Töreboda,71-104,Male,Tertiary <2yr,107.7
1471,Töreboda,71-104,Male,Upper secondary,502.5
1472,Vara,18-22,Female,Primary 9-10yr,239.3
1472,Vara,18-22,Female,Primary <9yr,4.3
1472,Vara,18-22,Female,Tertiary 2yr+,7.5
1472,Vara,18-22,Female,Tertiary <2yr,29.1
1472,Vara,18-22,Female,Upper secondary,220.0
1472,Vara,18-22,Male,Primary 9-10yr,255.7
1472,Vara,18-22,Male,Tertiary 2yr+,3.1
1472,Vara,18-22,Male,Tertiary <2yr,18.7
1472,Vara,18-22,Male,Upper secondary,271.3
1472,Vara,23-30,Female,Primary 9-10yr,18.6
1472,Vara,23-30,Female,Primary <9yr,5.2
1472,Vara,23-30,Female,Tertiary 2yr+,72.6
1472,Vara,23-30,Female,Tertiary <2yr,42.0
1472,Vara,23-30,Female,Upper secondary,110.2
1472,Vara,23-30,Male,Primary 9-10yr,24.2
1472,Vara,23-30,Male,Primary <9yr,6.0
1472,Vara,23-30,Male,Tertiary 2yr+,20.3
1472,Vara,23-30,Male,Tertiary <2yr,34.2
1472,Vara,23-30,Male,Upper secondary,171.6
1472,Vara,31-40,Female,Postgraduate,1.0
1472,Vara,31-40,Female,Primary 9-10yr,44.6
1472,Vara,31-40,Female,Primary <9yr,21.0
1472,Vara,31-40,Female,Tertiary 2yr+,211.9
1472,Vara,31-40,Female,Tertiary <2yr,110.3
1472,Vara,31-40,Female,Upper secondary,286.1
1472,Vara,31-40,Male,Postgraduate,0.5
1472,Vara,31-40,Male,Primary 9-10yr,56.4
1472,Vara,31-40,Male,Primary <9yr,20.2
1472,Vara,31-40,Male,Tertiary 2yr+,69.6
1472,Vara,31-40,Male,Tertiary <2yr,96.7
1472,Vara,31-40,Male,Upper secondary,455.7
1472,Vara,41-50,Female,Postgraduate,1.3
1472,Vara,41-50,Female,Primary 9-10yr,31.1
1472,Vara,41-50,Female,Primary <9yr,31.1
1472,Vara,41-50,Female,Tertiary 2yr+,173.5
1472,Vara,41-50,Female,Tertiary <2yr,78.8
1472,Vara,41-50,Female,Upper secondary,243.0
1472,Vara,41-50,Male,Postgraduate,1.3
1472,Vara,41-50,Male,Primary 9-10yr,50.6
1472,Vara,41-50,Male,Primary <9yr,27.6
1472,Vara,41-50,Male,Tertiary 2yr+,68.8
1472,Vara,41-50,Male,Tertiary <2yr,69.3
1472,Vara,41-50,Male,Upper secondary,362.1
1472,Vara,51-60,Female,Postgraduate,2.1
1472,Vara,51-60,Female,Primary 9-10yr,41.4
1472,Vara,51-60,Female,Primary <9yr,37.0
1472,Vara,51-60,Female,Tertiary 2yr+,158.6
1472,Vara,51-60,Female,Tertiary <2yr,106.7
1472,Vara,51-60,Female,Upper secondary,364.6
1472,Vara,51-60,Male,Postgraduate,2.5
1472,Vara,51-60,Male,Primary 9-10yr,86.0
1472,Vara,51-60,Male,Primary <9yr,36.6
1472,Vara,51-60,Male,Tertiary 2yr+,65.1
1472,Vara,51-60,Male,Tertiary <2yr,76.0
1472,Vara,51-60,Male,Upper secondary,430.2
1472,Vara,61-70,Female,Postgraduate,2.2
1472,Vara,61-70,Female,Primary 9-10yr,73.1
1472,Vara,61-70,Female,Primary <9yr,25.0
1472,Vara,61-70,Female,Tertiary 2yr+,91.0
1472,Vara,61-70,Female,Tertiary <2yr,90.2
1472,Vara,61-70,Female,Upper secondary,329.0
1472,Vara,61-70,Male,Postgraduate,1.3
1472,Vara,61-70,Male,Primary 9-10yr,143.3
1472,Vara,61-70,Male,Primary <9yr,24.9
1472,Vara,61-70,Male,Tertiary 2yr+,50.0
1472,Vara,61-70,Male,Tertiary <2yr,73.9
1472,Vara,61-70,Male,Upper secondary,368.1
1472,Vara,71-104,Female,Postgraduate,1.0
1472,Vara,71-104,Female,Primary 9-10yr,145.0
1472,Vara,71-104,Female,Primary <9yr,257.5
1472,Vara,71-104,Female,Tertiary 2yr+,93.0
1472,Vara,71-104,Female,Tertiary <2yr,87.8
1472,Vara,71-104,Female,Upper secondary,520.9
1472,Vara,71-104,Male,Postgraduate,1.9
1472,Vara,71-104,Male,Primary 9-10yr,163.5
1472,Vara,71-104,Male,Primary <9yr,258.2
1472,Vara,71-104,Male,Tertiary 2yr+,56.2
1472,Vara,71-104,Male,Tertiary <2yr,74.6
1472,Vara,71-104,Male,Upper secondary,397.7
1473,Skara,18-22,Female,Primary 9-10yr,178.3
1473,Skara,18-22,Female,Primary <9yr,2.2
1473,Skara,18-22,Female,Tertiary 2yr+,3.2
1473,Skara,18-22,Female,Tertiary <2yr,23.5
1473,Skara,18-22,Female,Upper secondary,176.2
1473,Skara,18-22,Male,Primary 9-10yr,214.5
1473,Skara,18-22,Male,Primary <9yr,4.3
1473,Skara,18-22,Male,Tertiary 2yr+,1.1
1473,Skara,18-22,Male,Tertiary <2yr,6.3
1473,Skara,18-22,Male,Upper secondary,191.3
1473,Skara,23-30,Female,Postgraduate,0.4
1473,Skara,23-30,Female,Primary 9-10yr,12.6
1473,Skara,23-30,Female,Primary <9yr,3.7
1473,Skara,23-30,Female,Tertiary 2yr+,41.1
1473,Skara,23-30,Female,Tertiary <2yr,23.6
1473,Skara,23-30,Female,Upper secondary,82.9
1473,Skara,23-30,Male,Postgraduate,0.4
1473,Skara,23-30,Male,Primary 9-10yr,19.6
1473,Skara,23-30,Male,Primary <9yr,3.6
1473,Skara,23-30,Male,Tertiary 2yr+,16.0
1473,Skara,23-30,Male,Tertiary <2yr,26.7
1473,Skara,23-30,Male,Upper secondary,150.7
1473,Skara,31-40,Female,Postgraduate,1.0
1473,Skara,31-40,Female,Primary 9-10yr,36.9
1473,Skara,31-40,Female,Primary <9yr,14.0
1473,Skara,31-40,Female,Tertiary 2yr+,121.6
1473,Skara,31-40,Female,Tertiary <2yr,76.3
1473,Skara,31-40,Female,Upper secondary,209.2
1473,Skara,31-40,Male,Postgraduate,0.5
1473,Skara,31-40,Male,Primary 9-10yr,39.1
1473,Skara,31-40,Male,Primary <9yr,9.9
1473,Skara,31-40,Male,Tertiary 2yr+,51.5
1473,Skara,31-40,Male,Tertiary <2yr,59.9
1473,Skara,31-40,Male,Upper secondary,321.6
1473,Skara,41-50,Female,Postgraduate,1.7
1473,Skara,41-50,Female,Primary 9-10yr,33.0
1473,Skara,41-50,Female,Primary <9yr,15.1
1473,Skara,41-50,Female,Tertiary 2yr+,113.6
1473,Skara,41-50,Female,Tertiary <2yr,70.2
1473,Skara,41-50,Female,Upper secondary,183.9
1473,Skara,41-50,Male,Postgraduate,0.4
1473,Skara,41-50,Male,Primary 9-10yr,46.7
1473,Skara,41-50,Male,Primary <9yr,11.0
1473,Skara,41-50,Male,Tertiary 2yr+,55.5
1473,Skara,41-50,Male,Tertiary <2yr,57.5
1473,Skara,41-50,Male,Upper secondary,269.9
1473,Skara,51-60,Female,Postgraduate,2.4
1473,Skara,51-60,Female,Primary 9-10yr,49.2
1473,Skara,51-60,Female,Primary <9yr,15.5
1473,Skara,51-60,Female,Tertiary 2yr+,116.4
1473,Skara,51-60,Female,Tertiary <2yr,76.7
1473,Skara,51-60,Female,Upper secondary,287.6
1473,Skara,51-60,Male,Postgraduate,1.4
1473,Skara,51-60,Male,Primary 9-10yr,88.0
1473,Skara,51-60,Male,Primary <9yr,13.9
1473,Skara,51-60,Male,Tertiary 2yr+,54.5
1473,Skara,51-60,Male,Tertiary <2yr,72.4
1473,Skara,51-60,Male,Upper secondary,329.9
1473,Skara,61-70,Female,Postgraduate,1.4
1473,Skara,61-70,Female,Primary 9-10yr,73.1
1473,Skara,61-70,Female,Primary <9yr,13.9
1473,Skara,61-70,Female,Tertiary 2yr+,90.0
1473,Skara,61-70,Female,Tertiary <2yr,79.2
1473,Skara,61-70,Female,Upper secondary,337.2
1473,Skara,61-70,Male,Postgraduate,2.0
1473,Skara,61-70,Male,Primary 9-10yr,129.8
1473,Skara,61-70,Male,Primary <9yr,29.3
1473,Skara,61-70,Male,Tertiary 2yr+,51.7
1473,Skara,61-70,Male,Tertiary <2yr,72.3
1473,Skara,61-70,Male,Upper secondary,352.2
1473,Skara,71-104,Female,Postgraduate,2.4
1473,Skara,71-104,Female,Primary 9-10yr,85.4
1473,Skara,71-104,Female,Primary <9yr,179.0
1473,Skara,71-104,Female,Tertiary 2yr+,89.2
1473,Skara,71-104,Female,Tertiary <2yr,83.6
