municipality,party,point_estimate,lower_quartile,median,upper_quartile,sd_draws,n_distinct_draws
Lemvig,Did not vote,0.04272737048484226,0.036718838221078076,0.038908452676466726,0.041312072791943155,0.0035427296263619945,250
Lemvig,Other,0.018093112615845765,0.015502734605400973,0.017502530658666582,0.020232153040616718,0.0037411501863050607,250
Lolland,A: Socialdemokratiet,0.3288213491532877,0.3172474333602602,0.34298248086354854,0.37174407370627954,0.04005038008301313,250
Lolland,Other - Right,0.11607951871122683,0.09542300169767155,0.10442972733399232,0.11487338790593771,0.015068705768447823,250
Lolland,V: Venstre,0.095156779108669,0.08043534698951524,0.08859462408343607,0.09884251432113306,0.013875201193547964,250
Lolland,Æ: Danmarksdemokraterne,0.09001903458575453,0.08104079432167183,0.09053511384734977,0.10011795788004593,0.015579631648065664,250
Lolland,I: Liberal Alliance,0.07387468234921735,0.05469904368483826,0.06174057330387121,0.06859229759251627,0.010932129106133578,250
Lolland,Did not vote,0.071529547925301,0.05830118653075553,0.06597578974605561,0.07364567417951232,0.01217672831248176,250
Lolland,M: Moderaterne,0.06940437149822883,0.07136863793015634,0.08317541656354804,0.09597790636688178,0.01720748488509065,250
Lolland,Other - Left,0.06869135325735135,0.055224668145970005,0.05969770429568538,0.06431328442758512,0.0068899251525141965,250
Lolland,F: SF - Socialistisk Folkeparti,0.06705709318061284,0.06269051765391404,0.06864214877078348,0.07571159950210801,0.010373050145231849,250
Lolland,Other,0.019366270230350063,0.023488042010923537,0.02575598423114013,0.029240260904280106,0.004447526077574113,250
Lyngby-Taarbæk,Other - Left,0.20781123987931358,0.1716501754264903,0.18561524978426217,0.19760168749782067,0.018803791286657007,250
Lyngby-Taarbæk,A: Socialdemokratiet,0.18271874890721712,0.1755874197365194,0.18559393014459985,0.19448323979807525,0.015153168040832445,250
Lyngby-Taarbæk,F: SF - Socialistisk Folkeparti,0.14768736987232767,0.13113877155854184,0.1428647156995444,0.15624256038523124,0.017132743166082574,250
Lyngby-Taarbæk,M: Moderaterne,0.13859583845710177,0.11290972758200338,0.12296779102179435,0.13764587761734587,0.01905649874968652,250
Lyngby-Taarbæk,V: Venstre,0.10999939259992997,0.10979532636961115,0.12100627826018917,0.1327107471758179,0.016646274768490617,250
Lyngby-Taarbæk,Other - Right,0.10330650332460939,0.08776369280089259,0.09766786771337246,0.10541509377410908,0.014031595912116002,250
Lyngby-Taarbæk,Did not vote,0.03495008017358014,0.030161863320217384,0.03183495385610895,0.03361104690531107,0.0027394962848159977,250
Lyngby-Taarbæk,I: Liberal Alliance,0.032592386064534636,0.04750267666147652,0.05367461584856241,0.06120232072651517,0.011066728855555964,250
