municipality,party,pct
Södertälje,Other party,0.019442069750936236
Södertälje,Social Democrats (S),0.28445507305341244
Södertälje,Sweden Democrats (SD),0.20442775405966324
Södertälje,The Liberals (L),0.03698565077436275
Sölvesborg,Centre Party (C),0.0368272119900538
Sölvesborg,Christian Democrats (KD),0.05904460065601055
Sölvesborg,Green Party (MP),0.020843760726411493
Sölvesborg,Left Party (V),0.03232009850196838
Sölvesborg,Moderate Party (M),0.18969880385736146
Sölvesborg,Other party,0.011617662266413776
Sölvesborg,Social Democrats (S),0.26884543763148033
Sölvesborg,Sweden Democrats (SD),0.35054711670462996
Sölvesborg,The Liberals (L),0.03025530766567026
Tanum,Centre Party (C),0.08441722541420434
Tanum,Christian Democrats (KD),0.07459250046845631
Tanum,Green Party (MP),0.046931720663222654
Tanum,Left Party (V),0.03997479651156036
Tanum,Moderate Party (M),0.21415696250163424
Tanum,Other party,0.011257793408934041
Tanum,Social Democrats (S),0.24433518224107717
Tanum,Sweden Democrats (SD),0.2398877967016042
Tanum,The Liberals (L),0.04444602208930677
Tibro,Centre Party (C),0.07582405916142795
Tibro,Christian Democrats (KD),0.06520548943594937
Tibro,Green Party (MP),0.02145246723254143
Tibro,Left Party (V),0.037543764452013156
Tibro,Moderate Party (M),0.2156262878887197
Tibro,Other party,0.00915073150964303
Tibro,Social Democrats (S),0.252460628122138
Tibro,Sweden Democrats (SD),0.2957715694476184
Tibro,The Liberals (L),0.026965002749948945
Tidaholm,Centre Party (C),0.05232545382118588
Tidaholm,Christian Democrats (KD),0.07566886968192586
Tidaholm,Green Party (MP),0.0295235712839275
Tidaholm,Left Party (V),0.03959733294675465
Tidaholm,Moderate Party (M),0.13541052431710154
Tidaholm,Other party,0.011234305086954822
Tidaholm,Social Democrats (S),0.348752441938764
Tidaholm,Sweden Democrats (SD),0.27636572846711
Tidaholm,The Liberals (L),0.03112177245627582
Tierp,Centre Party (C),0.07189949145472124
Tierp,Christian Democrats (KD),0.05960945757219328
Tierp,Green Party (MP),0.03610184710266815
Tierp,Left Party (V),0.04663944386617927
Tierp,Moderate Party (M),0.1431621474332607
Tierp,Other party,0.01355027041045316
Tierp,Social Democrats (S),0.3403974601751914
Tierp,Sweden Democrats (SD),0.26275228966653086
Tierp,The Liberals (L),0.02588759231880191
Timrå,Centre Party (C),0.0499845775475514
Timrå,Christian Democrats (KD),0.04959150653056592
Timrå,Green Party (MP),0.024607993803372894
Timrå,Left Party (V),0.05084697181162966
Timrå,Moderate Party (M),0.12402094143850059
Timrå,Other party,0.009528253681166705
Timrå,Social Democrats (S),0.4102848145977702
Timrå,Sweden Democrats (SD),0.2591195746128578
Timrå,The Liberals (L),0.02201536597658478
Tingsryd,Centre Party (C),0.06445047518604972
Tingsryd,Christian Democrats (KD),0.08448841453262142
Tingsryd,Green Party (MP),0.02799335218657134
Tingsryd,Left Party (V),0.038401071987884144
Tingsryd,Moderate Party (M),0.15193518757353336
Tingsryd,Other party,0.013732793229005806
Tingsryd,Social Democrats (S),0.27512042654236807
Tingsryd,Sweden Democrats (SD),0.32264936493656554
Tingsryd,The Liberals (L),0.021228913825400667
Tjörn,Centre Party (C),0.05471869047299581
Tjörn,Christian Democrats (KD),0.09975306683228145
Tjörn,Green Party (MP),0.042105938199308725
Tjörn,Left Party (V),0.036910742870597466
Tjörn,Moderate Party (M),0.19604555906151602
Tjörn,Other party,0.009364203073972814
Tjörn,Social Democrats (S),0.2557871184115803
Tjörn,Sweden Democrats (SD),0.24206166276462843
Tjörn,The Liberals (L),0.06325301831311907
Tomelilla,Centre Party (C),0.057812817770711886
Tomelilla,Christian Democrats (KD),0.055036303135231876
Tomelilla,Green Party (MP),0.03911166516866964
Tomelilla,Left Party (V),0.03918331310614693
Tomelilla,Moderate Party (M),0.16797466692595595
Tomelilla,Other party,0.013050667359473848
Tomelilla,Social Democrats (S),0.23551888020275416
Tomelilla,Sweden Democrats (SD),0.36566151443087663
Tomelilla,The Liberals (L),0.02665017190017901
Torsby,Centre Party (C),0.05911833221694207
Torsby,Christian Democrats (KD),0.0640347169425594
Torsby,Green Party (MP),0.025246207607531115
Torsby,Left Party (V),0.04191131892117637
Torsby,Moderate Party (M),0.1596879649085482
Torsby,Other party,0.012080163653272313
Torsby,Social Democrats (S),0.32883343500915047
Torsby,Sweden Democrats (SD),0.2855362812666883
Torsby,The Liberals (L),0.02355157947413181
Torsås,Centre Party (C),0.07128325404346117
Torsås,Christian Democrats (KD),0.07537798576428811
Torsås,Green Party (MP),0.03039280827785367
Torsås,Left Party (V),0.03739329084974497
Torsås,Moderate Party (M),0.14104436019604236
Torsås,Other party,0.0128872902838152
Torsås,Social Democrats (S),0.2657388977520122
Torsås,Sweden Democrats (SD),0.338072509850038
Torsås,The Liberals (L),0.027809602982744257
Tranemo,Centre Party (C),0.04973729495814557
Tranemo,Christian Democrats (KD),0.0569198065964361
Tranemo,Green Party (MP),0.034608204513160885
Tranemo,Left Party (V),0.05169612895886766
Tranemo,Moderate Party (M),0.15550188885209834
Tranemo,Other party,0.012553607252280156
Tranemo,Social Democrats (S),0.330431880731542
Tranemo,Sweden Democrats (SD),0.27908603364168844
Tranemo,The Liberals (L),0.0294651544957809
Tranås,Centre Party (C),0.06225074184345255
Tranås,Christian Democrats (KD),0.06850141380797943
Tranås,Green Party (MP),0.03573980053162575
Tranås,Left Party (V),0.03728687942599522
Tranås,Moderate Party (M),0.18000414006872303
Tranås,Other party,0.011920721132998358
Tranås,Social Democrats (S),0.3396625298712644
Tranås,Sweden Democrats (SD),0.2297590132150705
Tranås,The Liberals (L),0.034874760102890805
Trelleborg,Centre Party (C),0.0448784683796949
Trelleborg,Christian Democrats (KD),0.05671455013006141
Trelleborg,Green Party (MP),0.02811222035349812
Trelleborg,Left Party (V),0.034972211270733806
Trelleborg,Moderate Party (M),0.19780756324300944
Trelleborg,Other party,0.013651874825660555
Trelleborg,Social Democrats (S),0.26886924419181013
Trelleborg,Sweden Democrats (SD),0.3171153136585498
Trelleborg,The Liberals (L),0.037878553946981856
Trollhättan,Centre Party (C),0.05314967787391414
Trollhättan,Christian Democrats (KD),0.04778980634249461
Trollhättan,Green Party (MP),0.040980035286826165
Trollhättan,Left Party (V),0.06086874754038916
Trollhättan,Moderate Party (M),0.1867514813113301
Trollhättan,Other party,0.01441114829549759
Trollhättan,Social Democrats (S),0.3570823464495159
Trollhättan,Sweden Democrats (SD),0.20459890683930126
Trollhättan,The Liberals (L),0.03436785006073105
Trosa,Centre Party (C),0.06536847954823603
Trosa,Christian Democrats (KD),0.05022423124416081
Trosa,Green Party (MP),0.049702001367685655
Trosa,Left Party (V),0.03331455980902591
Trosa,Moderate Party (M),0.24294053973624236
Trosa,Other party,0.011035874886306552
Trosa,Social Democrats (S),0.27532650072918685
Trosa,Sweden Democrats (SD),0.23078741287413593
Trosa,The Liberals (L),0.041300399805020004
Tyresö,Centre Party (C),0.06494843679184245
Tyresö,Christian Democrats (KD),0.03897819432341627
Tyresö,Green Party (MP),0.05718163518300522
Tyresö,Left Party (V),0.05074633295927643
Tyresö,Moderate Party (M),0.23434350809259688
Tyresö,Other party,0.012318527386911545
Tyresö,Social Democrats (S),0.29903713871832616
Tyresö,Sweden Democrats (SD),0.18756020932895162
Tyresö,The Liberals (L),0.054886017215673336
Täby,Centre Party (C),0.09833160549655104
Täby,Christian Democrats (KD),0.05201036135238997
Täby,Green Party (MP),0.05079352911975381
Täby,Left Party (V),0.026413694308275563
Täby,Moderate Party (M),0.33476047414748084
Täby,Other party,0.010332860178329158
Täby,Social Democrats (S),0.20242197878555154
Täby,Sweden Democrats (SD),0.129066798041426
Täby,The Liberals (L),0.09586869857024209
Töreboda,Centre Party (C),0.07459464493696195
Töreboda,Christian Democrats (KD),0.08016997702794636
Töreboda,Green Party (MP),0.04239198274383993
Töreboda,Left Party (V),0.043994196488995226
Töreboda,Moderate Party (M),0.15911067698623058
Töreboda,Other party,0.01215038386292782
Töreboda,Social Democrats (S),0.32413611930375275
Töreboda,Sweden Democrats (SD),0.231140575844371
Töreboda,The Liberals (L),0.03231144280497435
Uddevalla,Centre Party (C),0.05081347681165323
Uddevalla,Christian Democrats (KD),0.06566971370158488
Uddevalla,Green Party (MP),0.04453433991727742
Uddevalla,Left Party (V),0.056235991653103536
Uddevalla,Moderate Party (M),0.17302709510457237
Uddevalla,Other party,0.02065643055537806
Uddevalla,Social Democrats (S),0.31007677133628775
Uddevalla,Sweden Democrats (SD),0.24219977849099653
Uddevalla,The Liberals (L),0.03678640242914618
Ulricehamn,Centre Party (C),0.09020191201551508
Ulricehamn,Christian Democrats (KD),0.07162666677420905
Ulricehamn,Green Party (MP),0.03875702624320107
Ulricehamn,Left Party (V),0.04386070431421721
Ulricehamn,Moderate Party (M),0.19520911025176416
Ulricehamn,Other party,0.01298903122396364
Ulricehamn,Social Democrats (S),0.2716333646309601
Ulricehamn,Sweden Democrats (SD),0.2359398927330972
Ulricehamn,The Liberals (L),0.039782291813072475
Umeå,Centre Party (C),0.0784167159386853
Umeå,Christian Democrats (KD),0.035973946690891476
Umeå,Green Party (MP),0.08031767651207641
Umeå,Left Party (V),0.10358681082453451
Umeå,Moderate Party (M),0.14701532345590573
Umeå,Other party,0.011543091129404683
Umeå,Social Democrats (S),0.3991427754401242
Umeå,Sweden Democrats (SD),0.10830979195072682
Umeå,The Liberals (L),0.03569386805765081
Upplands Väsby,Centre Party (C),0.05918486616400441
Upplands Väsby,Christian Democrats (KD),0.050103484173441196
Upplands Väsby,Green Party (MP),0.042876002572582714
Upplands Väsby,Left Party (V),0.07300039566232501
Upplands Väsby,Moderate Party (M),0.20131508096986894
Upplands Väsby,Other party,0.01922221463199109
Upplands Väsby,Social Democrats (S),0.3012198077822723
Upplands Väsby,Sweden Democrats (SD),0.20839412501496965
Upplands Väsby,The Liberals (L),0.04468402302854468
Upplands-Bro,Centre Party (C),0.05283200496337147
Upplands-Bro,Christian Democrats (KD),0.05589493394754379
Upplands-Bro,Green Party (MP),0.04037018665139712
Upplands-Bro,Left Party (V),0.06603393380654203
Upplands-Bro,Moderate Party (M),0.21083488717898824
Upplands-Bro,Other party,0.018934994397905445
Upplands-Bro,Social Democrats (S),0.2835276062646545
Upplands-Bro,Sweden Democrats (SD),0.2271463263028974
Upplands-Bro,The Liberals (L),0.04442512648670003
Uppsala,Centre Party (C),0.07707103534229735
Uppsala,Christian Democrats (KD),0.05378645065853683
Uppsala,Green Party (MP),0.09424432668819566
Uppsala,Left Party (V),0.09858686396846429
Uppsala,Moderate Party (M),0.1727226568752094
Uppsala,Other party,0.01862546527301648
Uppsala,Social Democrats (S),0.29590170700526225
Uppsala,Sweden Democrats (SD),0.13032134313465854
Uppsala,The Liberals (L),0.05874015105435928
Uppvidinge,Centre Party (C),0.06392126770288566
Uppvidinge,Christian Democrats (KD),0.0775781885522681
Uppvidinge,Green Party (MP),0.026460059417784274
Uppvidinge,Left Party (V),0.03974083165170905
Uppvidinge,Moderate Party (M),0.16360433099372207
Uppvidinge,Other party,0.01556572207473519
Uppvidinge,Social Democrats (S),0.2753122341420807
Uppvidinge,Sweden Democrats (SD),0.3148846738740499
Uppvidinge,The Liberals (L),0.022932691590765053
Vadstena,Centre Party (C),0.06848493538356538
Vadstena,Christian Democrats (KD),0.06393206753766216
Vadstena,Green Party (MP),0.05222950357841107
Vadstena,Left Party (V),0.04460189548641312
Vadstena,Moderate Party (M),0.20971317968192785
Vadstena,Other party,0.007153993744636551
Vadstena,Social Democrats (S),0.3183892431804812
Vadstena,Sweden Democrats (SD),0.19660978538827667
Vadstena,The Liberals (L),0.038885396018626034
Vaggeryd,Centre Party (C),0.07555397416303782
Vaggeryd,Christian Democrats (KD),0.10305521604202464
Vaggeryd,Green Party (MP),0.02861438900367542
Vaggeryd,Left Party (V),0.032712213425652545
Vaggeryd,Moderate Party (M),0.162307590946024
Vaggeryd,Other party,0.01648091767052366
Vaggeryd,Social Democrats (S),0.29789190344829186
Vaggeryd,Sweden Democrats (SD),0.24806396414427176
Vaggeryd,The Liberals (L),0.03531983115649835
Valdemarsvik,Centre Party (C),0.0642718062086804
Valdemarsvik,Christian Democrats (KD),0.07416197281719089
Valdemarsvik,Green Party (MP),0.023466014014508874
Valdemarsvik,Left Party (V),0.040781427911478894
Valdemarsvik,Moderate Party (M),0.16765093042992865
Valdemarsvik,Other party,0.013875886001992502
Valdemarsvik,Social Democrats (S),0.29695794340499954
Valdemarsvik,Sweden Democrats (SD),0.2914989313148336
Valdemarsvik,The Liberals (L),0.02733508789638662
Vallentuna,Centre Party (C),0.07885106185935306
Vallentuna,Christian Democrats (KD),0.05172859363678749
Vallentuna,Green Party (MP),0.05586412656006535
Vallentuna,Left Party (V),0.03545466526024207
Vallentuna,Moderate Party (M),0.25749833975095965
Vallentuna,Other party,0.012186980980227797
Vallentuna,Social Democrats (S),0.24309471385577264
Vallentuna,Sweden Democrats (SD),0.20575547397277374
Vallentuna,The Liberals (L),0.059566044123818176
Vansbro,Centre Party (C),0.08289949124956322
Vansbro,Christian Democrats (KD),0.10691002301974059
Vansbro,Green Party (MP),0.022284768091528274
Vansbro,Left Party (V),0.049466769224353016
Vansbro,Moderate Party (M),0.13986501766556922
Vansbro,Other party,0.016266653115936686
Vansbro,Social Democrats (S),0.2876684344744965
Vansbro,Sweden Democrats (SD),0.27490920635087535
Vansbro,The Liberals (L),0.019729636807937143
Vara,Centre Party (C),0.06302221565422096
Vara,Christian Democrats (KD),0.0857480650880339
Vara,Green Party (MP),0.028766256596568035
Vara,Left Party (V),0.03675848133528771
Vara,Moderate Party (M),0.16116797140085462
Vara,Other party,0.013829568329210756
Vara,Social Democrats (S),0.31511409927303696
Vara,Sweden Democrats (SD),0.2533713405296542
Vara,The Liberals (L),0.04222200179313291
Varberg,Centre Party (C),0.07767199985333399
Varberg,Christian Democrats (KD),0.059268649228629344
Varberg,Green Party (MP),0.04130089748953547
Varberg,Left Party (V),0.043901374025894474
Varberg,Moderate Party (M),0.2050771003270047
Varberg,Other party,0.010639744898408531
Varberg,Social Democrats (S),0.31361659794127705
Varberg,Sweden Democrats (SD),0.20106342511717465
Varberg,The Liberals (L),0.04746021111874169
Vaxholm,Centre Party (C),0.10063996572414295
Vaxholm,Christian Democrats (KD),0.05276268663514318
Vaxholm,Green Party (MP),0.06362351505919421
Vaxholm,Left Party (V),0.027400253007577167
Vaxholm,Moderate Party (M),0.2851137075375117
Vaxholm,Other party,0.009620859989308892
Vaxholm,Social Democrats (S),0.22765694929727512
Vaxholm,Sweden Democrats (SD),0.15364223240434868
Vaxholm,The Liberals (L),0.07953983034549807
Vellinge,Centre Party (C),0.06058830390234778
Vellinge,Christian Democrats (KD),0.06292168896983551
Vellinge,Green Party (MP),0.024465081364746604
Vellinge,Left Party (V),0.012138716304172749
Vellinge,Moderate Party (M),0.3545191444627253
Vellinge,Other party,0.007271149218125638
Vellinge,Social Democrats (S),0.15150157935103264
Vellinge,Sweden Democrats (SD),0.2517511915573392
Vellinge,The Liberals (L),0.07484314486967454
Vetlanda,Centre Party (C),0.07701199593147968
Vetlanda,Christian Democrats (KD),0.09619844399764313
Vetlanda,Green Party (MP),0.026033584475063515
Vetlanda,Left Party (V),0.029600908737218067
Vetlanda,Moderate Party (M),0.17583706109202715
Vetlanda,Other party,0.01404936000887647
Vetlanda,Social Democrats (S),0.2745278902967267
Vetlanda,Sweden Democrats (SD),0.27682247815002753
Vetlanda,The Liberals (L),0.02991827731093781
Vilhelmina,Centre Party (C),0.06717164449057025
Vilhelmina,Christian Democrats (KD),0.08791039685136545
Vilhelmina,Green Party (MP),0.025411971306058267
Vilhelmina,Left Party (V),0.07675750004623218
Vilhelmina,Moderate Party (M),0.10126174093847021
Vilhelmina,Other party,0.018542801638510128
Vilhelmina,Social Democrats (S),0.35581379648452177
Vilhelmina,Sweden Democrats (SD),0.25117921755965883
Vilhelmina,The Liberals (L),0.015950930684612917
Vimmerby,Centre Party (C),0.081004127021601
Vimmerby,Christian Democrats (KD),0.07832138641198828
Vimmerby,Green Party (MP),0.032666702530358624
Vimmerby,Left Party (V),0.04586773010358247
Vimmerby,Moderate Party (M),0.17702831412502626
Vimmerby,Other party,0.017211959905143417
Vimmerby,Social Democrats (S),0.3038163928168314
Vimmerby,Sweden Democrats (SD),0.24486544270237695
Vimmerby,The Liberals (L),0.019217944383091597
Vindeln,Centre Party (C),0.09783291480135754
Vindeln,Christian Democrats (KD),0.06282320453267558
Vindeln,Green Party (MP),0.03334856088263391
Vindeln,Left Party (V),0.052041790372926104
Vindeln,Moderate Party (M),0.16407197833739876
Vindeln,Other party,0.010260670260705635
Vindeln,Social Democrats (S),0.341165680181004
Vindeln,Sweden Democrats (SD),0.21283553637008393
Vindeln,The Liberals (L),0.025619664261214554
Vännäs,Centre Party (C),0.0902721312578068
Vännäs,Christian Democrats (KD),0.047393074793403274
Vännäs,Green Party (MP),0.04898828537365362
Vännäs,Left Party (V),0.07847786399937247
Vännäs,Moderate Party (M),0.14656383022523187
Vännäs,Other party,0.013452742508460763
Vännäs,Social Democrats (S),0.36972680834117144
Vännäs,Sweden Democrats (SD),0.1826633537457566
Vännäs,The Liberals (L),0.022461909755143224
Värmdö,Centre Party (C),0.07962753484926235
Värmdö,Christian Democrats (KD),0.04469661561009879
Värmdö,Green Party (MP),0.06675494713478353
Värmdö,Left Party (V),0.04625966339108229
Värmdö,Moderate Party (M),0.23423313188003067
Värmdö,Other party,0.010704453063625292
Värmdö,Social Democrats (S),0.2682762933542217
Värmdö,Sweden Democrats (SD),0.1957573026367861
Värmdö,The Liberals (L),0.053690058080109244
Värnamo,Centre Party (C),0.08448866208993712
Värnamo,Christian Democrats (KD),0.09103497208507666
Värnamo,Green Party (MP),0.028891129512676566
Värnamo,Left Party (V),0.03489608797692194
Värnamo,Moderate Party (M),0.2043958668469443
Värnamo,Other party,0.011628209571250355
Värnamo,Social Democrats (S),0.2912493902211076
Värnamo,Sweden Democrats (SD),0.21926870464880865
Värnamo,The Liberals (L),0.03414697704727683
Västervik,Centre Party (C),0.06098352037670609
Västervik,Christian Democrats (KD),0.061515242806999555
Västervik,Green Party (MP),0.036102983980633246
Västervik,Left Party (V),0.044700168288685775
Västervik,Moderate Party (M),0.17228049132944068
Västervik,Other party,0.016036795495282183
Västervik,Social Democrats (S),0.34385516316435727
Västervik,Sweden Democrats (SD),0.22902195922075239
Västervik,The Liberals (L),0.035503675337142694
Västerås,Centre Party (C),0.05806049251024915
Västerås,Christian Democrats (KD),0.04789244283753796
Västerås,Green Party (MP),0.04188613254093785
Västerås,Left Party (V),0.06321678429772364
Västerås,Moderate Party (M),0.21738944161811022
Västerås,Other party,0.01446352167155198
Västerås,Social Democrats (S),0.3090502629921757
Västerås,Sweden Democrats (SD),0.19710819509071584
Västerås,The Liberals (L),0.05093272644099762
Växjö,Centre Party (C),0.06282861512344623
Växjö,Christian Democrats (KD),0.05862089416681103
Växjö,Green Party (MP),0.04955641830179809
Växjö,Left Party (V),0.05933728492507873
Växjö,Moderate Party (M),0.21121234791854587
Växjö,Other party,0.015345624707656113
Växjö,Social Democrats (S),0.32505471686604104
Växjö,Sweden Democrats (SD),0.17767858003986506
Växjö,The Liberals (L),0.0403655179507579
Vårgårda,Centre Party (C),0.09722950741978881
Vårgårda,Christian Democrats (KD),0.1052791550770579
Vårgårda,Green Party (MP),0.04421706276491275
Vårgårda,Left Party (V),0.04247785908341426
Vårgårda,Moderate Party (M),0.15310619356154506
Vårgårda,Other party,0.01497416815676424
Vårgårda,Social Democrats (S),0.2656992826412651
Vårgårda,Sweden Democrats (SD),0.24168794892986523
Vårgårda,The Liberals (L),0.03532882236538662
Ydre,Centre Party (C),0.11226561061671173
Ydre,Christian Democrats (KD),0.10837085493637738
Ydre,Green Party (MP),0.041731803648908564
Ydre,Left Party (V),0.029235469059169468
Ydre,Moderate Party (M),0.16108818686967613
Ydre,Other party,0.012734045579990574
Ydre,Social Democrats (S),0.2608829809397947
Ydre,Sweden Democrats (SD),0.242476784516648
Ydre,The Liberals (L),0.031214263832723473
Ystad,Centre Party (C),0.04910228035224574
Ystad,Christian Democrats (KD),0.05956494331525465
Ystad,Green Party (MP),0.03936539048836151
Ystad,Left Party (V),0.03576151269455921
Ystad,Moderate Party (M),0.21621789074264683
Ystad,Other party,0.0111739802547111
Ystad,Social Democrats (S),0.2761240035631589
Ystad,Sweden Democrats (SD),0.26703019448305676
Ystad,The Liberals (L),0.04565980410600527
Älmhult,Centre Party (C),0.06486496459737391
Älmhult,Christian Democrats (KD),0.06957533735344358
Älmhult,Green Party (MP),0.033146921418198784
Älmhult,Left Party (V),0.038229531991457
Älmhult,Moderate Party (M),0.1910665434227705
Älmhult,Other party,0.012228555462828496
Älmhult,Social Democrats (S),0.3196028074477204
Älmhult,Sweden Democrats (SD),0.24495067796133024
Älmhult,The Liberals (L),0.026334660344877022
Älvdalen,Centre Party (C),0.06660159930577009
Älvdalen,Christian Democrats (KD),0.08114207820220756
Älvdalen,Green Party (MP),0.023247677080889834
Älvdalen,Left Party (V),0.03505104135620972
Älvdalen,Moderate Party (M),0.10764498983310596
Älvdalen,Other party,0.028410604328002687
Älvdalen,Social Democrats (S),0.2879627527069508
Älvdalen,Sweden Democrats (SD),0.35030370095570756
Älvdalen,The Liberals (L),0.019635556231155815
Älvkarleby,Centre Party (C),0.033787652111037014
Älvkarleby,Christian Democrats (KD),0.043575178180800235
Älvkarleby,Green Party (MP),0.032864148295277604
Älvkarleby,Left Party (V),0.044772338638053286
Älvkarleby,Moderate Party (M),0.14215233691282034
Älvkarleby,Other party,0.014816792890521483
Älvkarleby,Social Democrats (S),0.35766691881826673
Älvkarleby,Sweden Democrats (SD),0.3068361063015995
Älvkarleby,The Liberals (L),0.023528527851623824
Älvsbyn,Centre Party (C),0.05757144006124504
Älvsbyn,Christian Democrats (KD),0.04981789440874815
Älvsbyn,Green Party (MP),0.024549223604094533
Älvsbyn,Left Party (V),0.05686991904649407
Älvsbyn,Moderate Party (M),0.13747838744618826
Älvsbyn,Other party,0.011248765826151275
Älvsbyn,Social Democrats (S),0.4265630580555013
Älvsbyn,Sweden Democrats (SD),0.2127680583285014
Älvsbyn,The Liberals (L),0.023133253223075953
Ängelholm,Centre Party (C),0.057234307847781954
Ängelholm,Christian Democrats (KD),0.06303005705749046
Ängelholm,Green Party (MP),0.03761162890579922
Ängelholm,Left Party (V),0.030304458412950323
Ängelholm,Moderate Party (M),0.22459386282595217
Ängelholm,Other party,0.011061348120263348
Ängelholm,Social Democrats (S),0.2600702256244569
Ängelholm,Sweden Democrats (SD),0.27737995667774584
Ängelholm,The Liberals (L),0.038714154527559844
Ånge,Centre Party (C),0.05511601348103225
Ånge,Christian Democrats (KD),0.061540214242212996
Ånge,Green Party (MP),0.018862825235810857
Ånge,Left Party (V),0.04772461953697849
Ånge,Moderate Party (M),0.12107711854676205
Ånge,Other party,0.011386314054897238
Ånge,Social Democrats (S),0.36857542084266465
Ånge,Sweden Democrats (SD),0.2977968379330146
Ånge,The Liberals (L),0.017920636126626935
Åre,Centre Party (C),0.11694758953605844
Åre,Christian Democrats (KD),0.04865983196557037
Åre,Green Party (MP),0.08960707109752888
Åre,Left Party (V),0.05213404580213369
Åre,Moderate Party (M),0.15524882258160405
Åre,Other party,0.011762373929280517
Åre,Social Democrats (S),0.32295082404987085
Åre,Sweden Democrats (SD),0.16718337374164208
Åre,The Liberals (L),0.035506067296311096
Årjäng,Centre Party (C),0.07031904527827224
Årjäng,Christian Democrats (KD),0.17663896270470847
Årjäng,Green Party (MP),0.023185449977593652
Årjäng,Left Party (V),0.02414059137998999
Årjäng,Moderate Party (M),0.12503643233528963
Årjäng,Other party,0.00902474962497424
Årjäng,Social Democrats (S),0.23959074127488733
Årjäng,Sweden Democrats (SD),0.3037938761098098
Årjäng,The Liberals (L),0.028270151314474683
Åsele,Centre Party (C),0.1051819453630779
Åsele,Christian Democrats (KD),0.053531619848818025
Åsele,Green Party (MP),0.025159253402885898
Åsele,Left Party (V),0.05764648481823287
Åsele,Moderate Party (M),0.12545771268634148
Åsele,Other party,0.01562986422123098
Åsele,Social Democrats (S),0.3728428844096482
Åsele,Sweden Democrats (SD),0.21307956273002918
Åsele,The Liberals (L),0.03147067251973548
Åstorp,Centre Party (C),0.03346914129903703
Åstorp,Christian Democrats (KD),0.051387578537543756
Åstorp,Green Party (MP),0.02037298786754734
Åstorp,Left Party (V),0.03927476783475893
Åstorp,Moderate Party (M),0.16477599974367377
Åstorp,Other party,0.014195928404927132
Åstorp,Social Democrats (S),0.2766992096024041
Åstorp,Sweden Democrats (SD),0.3768050171441721
Åstorp,The Liberals (L),0.023019369565936056
Åtvidaberg,Centre Party (C),0.05977886352150124
Åtvidaberg,Christian Democrats (KD),0.06286757324482582
Åtvidaberg,Green Party (MP),0.034889567655534706
Åtvidaberg,Left Party (V),0.03652043636973646
Åtvidaberg,Moderate Party (M),0.15962265574156287
Åtvidaberg,Other party,0.009827239266349656
Åtvidaberg,Social Democrats (S),0.35265544024517853
Åtvidaberg,Sweden Democrats (SD),0.25338845028779666
Åtvidaberg,The Liberals (L),0.030449773667514002
Öckerö,Centre Party (C),0.047871404462787086
Öckerö,Christian Democrats (KD),0.13968819751486028
Öckerö,Green Party (MP),0.046597085658297774
Öckerö,Left Party (V),0.04098488496507503
Öckerö,Moderate Party (M),0.19541231023921513
Öckerö,Other party,0.011935861381122922
Öckerö,Social Democrats (S),0.25070917296029044
Öckerö,Sweden Democrats (SD),0.2219595466638749
Öckerö,The Liberals (L),0.0448415361544764
Ödeshög,Centre Party (C),0.07702257082605352
Ödeshög,Christian Democrats (KD),0.13191352138757995
Ödeshög,Green Party (MP),0.042821498382748194
Ödeshög,Left Party (V),0.02742129191071937
Ödeshög,Moderate Party (M),0.17142208987570914
Ödeshög,Other party,0.0182241915548376
Ödeshög,Social Democrats (S),0.24312551619256081
Ödeshög,Sweden Democrats (SD),0.2661303472527968
Ödeshög,The Liberals (L),0.021918972616994638
Örebro,Centre Party (C),0.07019568750323202
Örebro,Christian Democrats (KD),0.05671721479817795
Örebro,Green Party (MP),0.05661861739734354
Örebro,Left Party (V),0.07220060421595197
Örebro,Moderate Party (M),0.1724297244435717
Örebro,Other party,0.018236233463198727
Örebro,Social Democrats (S),0.3258753010474935
Örebro,Sweden Democrats (SD),0.1686076062402304
Örebro,The Liberals (L),0.05911901089080024
Örkelljunga,Centre Party (C),0.04528782442300569
Örkelljunga,Christian Democrats (KD),0.11287373963573978
Örkelljunga,Green Party (MP),0.026668314555565877
Örkelljunga,Left Party (V),0.0244431276933111
Örkelljunga,Moderate Party (M),0.13762329934002573
Örkelljunga,Other party,0.02154318710919652
Örkelljunga,Social Democrats (S),0.218669236912425
Örkelljunga,Sweden Democrats (SD),0.38775028900287883
Örkelljunga,The Liberals (L),0.02514098132785145
Örnsköldsvik,Centre Party (C),0.09598241291427703
Örnsköldsvik,Christian Democrats (KD),0.06621015219097567
Örnsköldsvik,Green Party (MP),0.03277515871071634
Örnsköldsvik,Left Party (V),0.04415876474250832
Örnsköldsvik,Moderate Party (M),0.1398363353789462
Örnsköldsvik,Other party,0.01248845446739687
Örnsköldsvik,Social Democrats (S),0.4150223676987864
Örnsköldsvik,Sweden Democrats (SD),0.1696433370152952
Örnsköldsvik,The Liberals (L),0.023883016881097875
Östersund,Centre Party (C),0.08868126957456476
Östersund,Christian Democrats (KD),0.05037226370816934
Östersund,Green Party (MP),0.06275458418721828
Östersund,Left Party (V),0.05881575273178213
Östersund,Moderate Party (M),0.15186866102842092
Östersund,Other party,0.013478656325044653
Östersund,Social Democrats (S),0.3776603978565714
Östersund,Sweden Democrats (SD),0.1654427494844247
Östersund,The Liberals (L),0.030925665103803804
